"Name","Genes (tot)","Stat (dist.dir.up)","p (dist.dir.up)","p adj (dist.dir.up)","Stat (dist.dir.dn)","p (dist.dir.dn)","p adj (dist.dir.dn)","Stat (non-dir.)","p (non-dir.)","p adj (non-dir.)","Genes (up)","Stat (mix.dir.up)","p (mix.dir.up)","p adj (mix.dir.up)","Genes (down)","Stat (mix.dir.dn)","p (mix.dir.dn)","p adj (mix.dir.dn)"
"catalytic step 2 spliceosome [GO:0071013]",31,0.48631,0.063694,0.35267,0.51369,0.93641,1,0.62782,0.973,1,17,0.6357,0.84522,0.9994,14,0.61826,0.93071,1
"post-mRNA release spliceosomal complex [GO:0071014]",24,0.47272,0.050395,0.30237,0.52728,0.94971,1,0.59342,0.85361,1,13,0.57434,0.52375,0.9994,11,0.61597,0.89731,1
"ATPase-coupled transmembrane transporter activity [GO:0042626]",14,0.74847,0.9981,1,0.25153,0.0019998,0.018871,0.4733,0.18008,0.72292,2,0.89581,0.9688,0.9994,12,0.40288,0.065493,0.46945
"ABC-type transporter activity [GO:0140359]",16,0.79862,1,1,0.20138,9.999e-05,0.0024712,0.39882,0.014399,0.20758,1,0.96856,0.9579,0.9994,15,0.36084,0.010399,0.19599
"fatty acid beta-oxidation [GO:0006635]",14,0.49712,0.19118,0.70122,0.50288,0.80892,1,0.54882,0.56994,1,7,0.54305,0.37886,0.9994,7,0.55458,0.66233,1
"peroxisome organization [GO:0007031]",17,0.63113,0.87951,1,0.36887,0.12059,0.36536,0.52921,0.45105,1,4,0.55687,0.45715,0.9994,13,0.52069,0.53495,1
"peroxisomal membrane [GO:0005778]",28,0.53749,0.34017,0.96766,0.46251,0.65993,1,0.53514,0.47415,1,12,0.54515,0.35236,0.9994,16,0.52763,0.57354,1
"peptidase activity [GO:0008233]",13,0.61601,0.78882,1,0.38399,0.21128,0.52687,0.61683,0.86301,1,2,0.50877,0.36766,0.9994,11,0.63648,0.93381,1
"extracellular space [GO:0005615]",11,0.62962,0.82002,1,0.37038,0.18008,0.48159,0.50353,0.34027,0.95369,4,0.67381,0.78822,0.9994,7,0.40622,0.14159,0.68974
"magnesium ion binding [GO:0000287]",47,0.53902,0.30827,0.92247,0.46098,0.69183,1,0.55031,0.62924,1,20,0.5633,0.42916,0.9994,27,0.54068,0.70273,1
"endonuclease activity [GO:0004519]",16,0.56482,0.53135,1,0.43518,0.46875,0.83746,0.60708,0.85601,1,7,0.6991,0.90641,0.9994,9,0.53551,0.60114,1
"cytosolic ribosome assembly [GO:0042256]",6,0.51728,0.35746,0.98711,0.48272,0.64264,1,0.43526,0.17378,0.72292,2,0.20474,0.0087991,0.36888,4,0.55052,0.61104,1
"N,N-dimethylaniline monooxygenase activity [GO:0004499]",5,0.46766,0.22038,0.77543,0.53234,0.77972,1,0.45804,0.25367,0.87143,2,0.2417,0.021598,0.44569,3,0.60228,0.71463,1
"flavin adenine dinucleotide binding [GO:0050660]",35,0.51183,0.14309,0.59172,0.48817,0.85701,1,0.48421,0.10739,0.56015,16,0.46174,0.036996,0.55619,19,0.50313,0.42746,1
"NADP binding [GO:0050661]",17,0.56545,0.55034,1,0.43455,0.44976,0.81191,0.53395,0.47885,1,6,0.52519,0.32047,0.9994,11,0.53872,0.62144,1
"protein-macromolecule adaptor activity [GO:0030674]",22,0.648,0.94831,1,0.352,0.051795,0.19986,0.50909,0.30417,0.95099,6,0.64267,0.74913,0.9994,16,0.459,0.19198,0.79992
"identical protein binding [GO:0042802]",34,0.58596,0.73443,1,0.41404,0.26567,0.60661,0.55915,0.68823,1,14,0.67345,0.93021,0.9994,20,0.47914,0.27227,0.93526
"ubiquitin binding [GO:0043130]",27,0.58737,0.72333,1,0.41263,0.27677,0.61805,0.61498,0.93941,1,9,0.68457,0.90871,0.9994,18,0.58019,0.85501,1
"regulation of actin filament polymerization [GO:0030833]",6,0.75721,0.9753,1,0.24279,0.024798,0.11753,0.48557,0.32277,0.95295,0,NA,NA,NA,6,0.48557,0.40176,1
"endosome membrane [GO:0010008]",22,0.68784,0.9913,1,0.31216,0.0087991,0.05673,0.56698,0.70063,1,4,0.84231,0.9875,0.9994,18,0.5058,0.44916,1
"actin cortical patch [GO:0030479]",31,0.75802,1,1,0.24198,9.999e-05,0.0024712,0.4244,0.0069993,0.12974,3,0.69221,0.79112,0.9994,28,0.3957,0.0060994,0.1563
"cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]",7,0.55002,0.46445,1,0.44998,0.53565,0.91019,0.61448,0.78212,1,4,0.7502,0.91961,0.9994,3,0.43352,0.30117,0.98312
"alpha-1,2-mannosyltransferase activity [GO:0000026]",8,0.66966,0.88931,1,0.33034,0.11079,0.34638,0.53827,0.50555,1,3,0.83678,0.9652,0.9994,5,0.35917,0.093291,0.56918
"mannosyltransferase activity [GO:0000030]",17,0.68715,0.9813,1,0.31285,0.018798,0.094721,0.51072,0.33627,0.95295,4,0.75567,0.92611,0.9994,13,0.43535,0.14079,0.68974
"glycosyltransferase activity [GO:0016757]",57,0.66385,0.9989,1,0.33615,0.0011999,0.012211,0.45384,0.0066993,0.12643,17,0.63375,0.83762,0.9994,40,0.37737,0.00059994,0.043154
"cell wall mannoprotein biosynthetic process [GO:0000032]",10,0.60024,0.69193,1,0.39976,0.30817,0.66264,0.62899,0.86751,1,4,0.78684,0.9559,0.9994,6,0.52376,0.53995,1
"protein glycosylation [GO:0006486]",32,0.71896,1,1,0.28104,9.999e-05,0.0024712,0.48221,0.10599,0.55564,6,0.78699,0.9831,0.9994,26,0.41187,0.021898,0.23627
"protein N-linked glycosylation [GO:0006487]",31,0.67673,0.9962,1,0.32327,0.0038996,0.032644,0.55712,0.65493,1,6,0.769,0.9731,0.9994,25,0.50626,0.43146,1
"protein O-linked glycosylation [GO:0006493]",7,0.76259,0.9845,1,0.23741,0.015598,0.081774,0.42386,0.12419,0.59762,1,0.82163,0.79692,0.9994,6,0.35757,0.071493,0.49514
"endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]",53,0.68302,1,1,0.31698,9.999e-05,0.0024712,0.46978,0.029397,0.32811,11,0.60444,0.66493,0.9994,42,0.43451,0.024398,0.25007
"mitotic spindle assembly checkpoint signaling [GO:0007094]",9,0.69151,0.94281,1,0.30849,0.057294,0.21784,0.57436,0.66243,1,2,0.9041,0.9731,0.9994,7,0.48015,0.37556,1
"glucan endo-1,3-beta-D-glucosidase activity [GO:0042973]",6,0.5959,0.64124,1,0.4041,0.35886,0.70549,0.71931,0.9561,1,2,0.86665,0.94911,0.9994,4,0.64564,0.83732,1
"cell wall organization [GO:0071555]",21,0.6042,0.79222,1,0.3958,0.20788,0.52501,0.52541,0.42706,1,8,0.65061,0.80942,0.9994,13,0.44836,0.18388,0.78207
"cell surface [GO:0009986]",9,0.55217,0.46515,1,0.44783,0.53495,0.91019,0.59535,0.74583,1,4,0.66214,0.75922,0.9994,5,0.54191,0.59334,1
"fatty acid biosynthetic process [GO:0006633]",18,0.65876,0.9521,1,0.34124,0.047995,0.18943,0.62899,0.92991,1,3,0.83951,0.9676,0.9994,15,0.58688,0.85451,1
"endoplasmic reticulum membrane [GO:0005789]",170,0.69158,1,1,0.30842,9.999e-05,0.0024712,0.49483,0.014999,0.21327,29,0.64238,0.93031,0.9994,141,0.46448,0.009799,0.19315
"nucleosome binding [GO:0031491]",11,0.62854,0.81702,1,0.37146,0.18308,0.48728,0.61985,0.85261,1,2,0.66157,0.68863,0.9994,9,0.61057,0.86341,1
"dioxygenase activity [GO:0051213]",14,0.53973,0.39406,1,0.46027,0.60604,0.97379,0.48424,0.22498,0.81653,6,0.49099,0.21478,0.9994,8,0.47917,0.35606,1
"FAD binding [GO:0071949]",19,0.58043,0.64134,1,0.41957,0.35876,0.70549,0.52676,0.42496,1,6,0.5054,0.25507,0.9994,13,0.53661,0.62034,1
"nucleotide binding [GO:0000166]",26,0.56846,0.57004,1,0.43154,0.43006,0.78453,0.63578,0.9755,1,9,0.67166,0.87961,0.9994,17,0.61678,0.94461,1
"exonuclease activity [GO:0004527]",13,0.56235,0.51745,1,0.43765,0.48265,0.85786,0.58742,0.75482,1,5,0.62575,0.67473,0.9994,8,0.56346,0.70113,1
"4 iron, 4 sulfur cluster binding [GO:0051539]",28,0.42276,0.0031997,0.041516,0.57724,0.9969,1,0.67716,0.9975,1,20,0.66588,0.9547,0.9994,8,0.70535,0.9796,1
"cell division site [GO:0032153]",37,0.76522,1,1,0.23478,9.999e-05,0.0024712,0.36166,9.999e-05,0.012974,5,0.60078,0.59394,0.9994,32,0.3243,9.999e-05,0.012811
"ubiquitin protein ligase activity [GO:0061630]",31,0.61008,0.86741,1,0.38992,0.13269,0.39351,0.54507,0.55894,1,9,0.59566,0.60194,0.9994,22,0.52438,0.57874,1
"protein ubiquitination [GO:0016567]",37,0.56985,0.60314,1,0.43015,0.39696,0.75442,0.55581,0.65943,1,12,0.53057,0.27897,0.9994,25,0.56793,0.84022,1
"transaminase activity [GO:0008483]",19,0.541,0.38656,1,0.459,0.61354,0.97977,0.39921,0.0086991,0.15568,8,0.38394,0.017298,0.43186,11,0.41031,0.092891,0.56918
"pyridoxal phosphate binding [GO:0030170]",38,0.48761,0.046295,0.29024,0.51239,0.9538,1,0.40452,0.00079992,0.041516,22,0.46433,0.020798,0.44569,16,0.32229,0.0010999,0.051245
"proteolysis involved in protein catabolic process [GO:0051603]",14,0.62186,0.81962,1,0.37814,0.18048,0.48159,0.51677,0.38976,1,4,0.58088,0.53145,0.9994,10,0.49113,0.39526,1
"glutathione metabolic process [GO:0006749]",7,0.72846,0.96,1,0.27154,0.040096,0.16516,0.37382,0.043696,0.36811,1,0.40755,0.31337,0.9994,6,0.36819,0.084792,0.53982
"cellular response to oxidative stress [GO:0034599]",40,0.5232,0.18978,0.69856,0.4768,0.81032,1,0.58671,0.88571,1,19,0.61379,0.76542,0.9994,21,0.56221,0.79902,1
"cell redox homeostasis [GO:0045454]",13,0.65059,0.89831,1,0.34941,0.10179,0.32711,0.52417,0.42296,1,3,0.62159,0.62794,0.9994,10,0.49495,0.41276,1
"cellular oxidant detoxification [GO:0098869]",13,0.57597,0.59344,1,0.42403,0.40666,0.76331,0.55673,0.60744,1,5,0.62128,0.66203,0.9994,8,0.51639,0.51345,1
"attachment of GPI anchor to protein [GO:0016255]",5,0.78611,0.9807,1,0.21389,0.019398,0.096341,0.42779,0.17958,0.72292,0,NA,NA,NA,5,0.42779,0.23988,0.86271
"GPI-anchor transamidase complex [GO:0042765]",5,0.78611,0.9807,1,0.21389,0.019398,0.096341,0.42779,0.17958,0.72292,0,NA,NA,NA,5,0.42779,0.23988,0.86271
"Set1C/COMPASS complex [GO:0048188]",7,0.63193,0.77082,1,0.36807,0.22928,0.54963,0.69727,0.94681,1,1,0.86399,0.83592,0.9994,6,0.66948,0.92511,1
"double-stranded DNA binding [GO:0003690]",14,0.62422,0.83062,1,0.37578,0.16948,0.46378,0.51114,0.35976,0.97249,4,0.57928,0.52625,0.9994,10,0.48389,0.36086,1
"DNA metabolic process [GO:0006259]",8,0.51313,0.30807,0.92247,0.48687,0.69203,1,0.54074,0.51635,1,4,0.567,0.48625,0.9994,4,0.51447,0.50595,1
"mismatch repair [GO:0006298]",5,0.59119,0.60414,1,0.40881,0.39596,0.75414,0.68121,0.88521,1,1,0.65897,0.61504,0.9994,4,0.68677,0.89941,1
"mitotic recombination [GO:0006312]",5,0.53929,0.42986,1,0.46071,0.57024,0.94254,0.785,0.9851,1,1,0.65897,0.61504,0.9994,4,0.81651,0.9886,1
"ferrous iron binding [GO:0008198]",6,0.61125,0.69113,1,0.38875,0.30897,0.66264,0.52914,0.47985,1,1,0.25489,0.09759,0.89818,5,0.58399,0.72293,1
"mitochondrial genome maintenance [GO:0000002]",16,0.43927,0.032697,0.22932,0.56073,0.9674,1,0.51841,0.37996,0.99848,10,0.51757,0.24398,0.9994,6,0.51983,0.52495,1
"phosphatase activity [GO:0016791]",31,0.61985,0.91011,1,0.38015,0.089991,0.30132,0.58444,0.84272,1,9,0.69712,0.93301,0.9994,22,0.53834,0.66753,1
"methyltransferase activity [GO:0008168]",72,0.44593,0.00029997,0.0069193,0.55407,0.9998,1,0.5665,0.82382,1,46,0.57611,0.53375,0.9994,26,0.54949,0.75872,1
"S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]",15,0.47593,0.11379,0.51804,0.52407,0.88631,1,0.55255,0.58904,1,10,0.6283,0.75772,0.9994,5,0.40105,0.17168,0.75851
"protein-lysine N-methyltransferase activity [GO:0016279]",12,0.42917,0.048095,0.29366,0.57083,0.952,1,0.55212,0.57614,1,7,0.49468,0.20808,0.9994,5,0.63254,0.83452,1
"methylation [GO:0032259]",67,0.45252,0.0010999,0.017564,0.54748,0.999,1,0.57398,0.87131,1,42,0.58446,0.61974,0.9994,25,0.55639,0.78002,1
"mRNA binding [GO:0003729]",86,0.47231,0.0009999,0.016475,0.52769,0.9991,1,0.56676,0.85201,1,48,0.56229,0.38586,0.9994,38,0.57241,0.91301,1
"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]",24,0.43332,0.009599,0.092257,0.56668,0.9905,1,0.54716,0.57594,1,15,0.53104,0.26607,0.9994,9,0.57401,0.75732,1
"cytosolic large ribosomal subunit [GO:0022625]",46,0.26547,9.999e-05,0.0037068,0.73453,1,1,0.5101,0.23848,0.85358,42,0.47486,0.0043996,0.2412,4,0.88009,0.9984,1
"metalloendopeptidase activity [GO:0004222]",15,0.62639,0.84732,1,0.37361,0.15278,0.43569,0.53337,0.47385,1,4,0.59904,0.58764,0.9994,11,0.5095,0.47915,1
"metallopeptidase activity [GO:0008237]",33,0.63812,0.9677,1,0.36188,0.032397,0.14129,0.52336,0.37356,0.99036,10,0.66935,0.89011,0.9994,23,0.45989,0.15858,0.72566
"protein processing involved in protein targeting to mitochondrion [GO:0006627]",5,0.49317,0.28887,0.92247,0.50683,0.71123,1,0.57456,0.61934,1,2,0.45113,0.26627,0.9994,3,0.65685,0.81452,1
"2-oxoglutarate-dependent dioxygenase activity [GO:0016706]",8,0.63765,0.80612,1,0.36235,0.19398,0.50846,0.59322,0.72563,1,2,0.73702,0.81222,0.9994,6,0.54529,0.61404,1
"proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]",14,0.60179,0.73543,1,0.39821,0.26467,0.60661,0.61349,0.86191,1,6,0.78658,0.9829,0.9994,8,0.48367,0.37256,1
"proton-transporting ATPase activity, rotational mechanism [GO:0046961]",17,0.6484,0.92591,1,0.3516,0.074193,0.26465,0.56182,0.65633,1,4,0.69955,0.84382,0.9994,13,0.51944,0.52905,1
"proton motive force-driven ATP synthesis [GO:0015986]",17,0.61793,0.83032,1,0.38207,0.16978,0.46378,0.61349,0.88621,1,6,0.78658,0.9829,0.9994,11,0.51908,0.52415,1
"rRNA processing [GO:0006364]",110,0.394,9.999e-05,0.0037068,0.606,1,1,0.578,0.9522,1,77,0.54715,0.18568,0.9994,33,0.64999,0.9987,1
"ribosome biogenesis [GO:0042254]",86,0.36788,9.999e-05,0.0037068,0.63212,1,1,0.54391,0.59064,1,62,0.50042,0.0094991,0.36888,24,0.65628,0.9964,1
"O-acyltransferase activity [GO:0008374]",8,0.66451,0.87941,1,0.33549,0.12069,0.36536,0.33659,0.011799,0.18279,2,0.3312,0.09649,0.89818,6,0.33838,0.046095,0.375
"acyltransferase activity [GO:0016746]",47,0.59798,0.85571,1,0.40202,0.14439,0.41864,0.49644,0.13449,0.62043,15,0.51808,0.20398,0.9994,32,0.48629,0.27137,0.93526
"fatty acid metabolic process [GO:0006631]",20,0.43486,0.018898,0.15446,0.56514,0.9812,1,0.53152,0.46045,1,12,0.50103,0.16018,0.9994,8,0.57725,0.74733,1
"phospholipid metabolic process [GO:0006644]",12,0.58938,0.66473,1,0.41062,0.33537,0.67594,0.59155,0.76202,1,5,0.72436,0.91381,0.9994,7,0.49668,0.43476,1
"phospholipid biosynthetic process [GO:0008654]",19,0.61927,0.84172,1,0.38073,0.15838,0.44554,0.60894,0.88201,1,9,0.83901,0.9994,0.9994,10,0.40188,0.089391,0.56212
"mitochondrial membrane [GO:0031966]",32,0.5474,0.41266,1,0.4526,0.58744,0.95778,0.5512,0.60694,1,12,0.52798,0.26687,0.9994,20,0.56512,0.80602,1
"acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]",23,0.51208,0.20138,0.72832,0.48792,0.79872,1,0.55077,0.59464,1,11,0.55561,0.41206,0.9994,12,0.54633,0.66793,1
"guanyl-nucleotide exchange factor activity [GO:0005085]",26,0.70481,0.9985,1,0.29519,0.0015998,0.015666,0.49027,0.17418,0.72292,4,0.67467,0.79072,0.9994,22,0.45675,0.15338,0.72432
"ATP-dependent peptidase activity [GO:0004176]",6,0.48017,0.23868,0.81228,0.51983,0.76142,1,0.48838,0.33297,0.95295,3,0.44873,0.21348,0.9994,3,0.52803,0.53875,1
"signal peptide processing [GO:0006465]",9,0.52291,0.34517,0.97075,0.47709,0.65493,1,0.56019,0.60464,1,4,0.55676,0.45675,0.9994,5,0.56293,0.66053,1
"protein import into mitochondrial matrix [GO:0030150]",19,0.3566,0.00049995,0.0094354,0.6434,0.9996,1,0.61466,0.89961,1,14,0.54391,0.33887,0.9994,5,0.81276,0.9954,1
"mitochondrial protein processing [GO:0034982]",5,0.45907,0.20008,0.72616,0.54093,0.80002,1,0.57194,0.61264,1,2,0.3626,0.13249,0.9994,3,0.7115,0.89771,1
"protein maturation [GO:0051604]",5,0.449,0.17738,0.67105,0.551,0.82272,1,0.56178,0.57974,1,3,0.54981,0.45015,0.9994,2,0.57973,0.64234,1
"protein-containing complex assembly [GO:0065003]",9,0.6597,0.88261,1,0.3403,0.11749,0.35974,0.54626,0.53905,1,2,0.69772,0.75212,0.9994,7,0.50299,0.46045,1
"protein-containing complex binding [GO:0044877]",8,0.63951,0.81242,1,0.36049,0.18768,0.49571,0.59902,0.74493,1,2,0.75609,0.84022,0.9994,6,0.54666,0.61814,1
"mitotic spindle organization [GO:0007052]",9,0.81796,0.9998,1,0.18204,0.00029997,0.0051044,0.36407,0.020498,0.26726,0,NA,NA,NA,9,0.36407,0.042496,0.37229
"attachment of mitotic spindle microtubules to kinetochore [GO:0051315]",5,0.59827,0.62774,1,0.40173,0.37236,0.72381,0.70943,0.92811,1,2,0.88247,0.9608,0.9994,3,0.59407,0.69613,1
"chromosome, centromeric region [GO:0000775]",9,0.5901,0.64264,1,0.4099,0.35746,0.70541,0.51036,0.37476,0.99036,3,0.53583,0.41526,0.9994,6,0.49763,0.44366,1
"kinetochore [GO:0000776]",20,0.60755,0.80462,1,0.39245,0.19548,0.51111,0.61986,0.92061,1,6,0.72492,0.93011,0.9994,14,0.57483,0.80852,1
"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]",47,0.55456,0.46345,1,0.44544,0.53665,0.91019,0.54777,0.60444,1,20,0.59684,0.66753,0.9994,27,0.51142,0.47435,1
"DNA-templated transcription [GO:0006351]",40,0.47065,0.014799,0.12908,0.52935,0.9853,1,0.57685,0.82832,1,22,0.56195,0.43106,0.9994,18,0.59506,0.90371,1
"positive regulation of DNA-templated transcription [GO:0045893]",14,0.60998,0.77282,1,0.39002,0.22728,0.54634,0.63503,0.92101,1,5,0.79697,0.9805,0.9994,9,0.54505,0.64274,1
"cohesin loader activity [GO:0061775]",36,0.56559,0.57214,1,0.43441,0.42796,0.78445,0.61056,0.9518,1,14,0.66796,0.91721,0.9994,22,0.57404,0.86001,1
"chromatin extrusion motor activity [GO:0140584]",36,0.56559,0.57214,1,0.43441,0.42796,0.78445,0.61056,0.9518,1,14,0.66796,0.91721,0.9994,22,0.57404,0.86001,1
"ATP-dependent H3-H4 histone complex chaperone activity [GO:0140665]",36,0.56559,0.57214,1,0.43441,0.42796,0.78445,0.61056,0.9518,1,14,0.66796,0.91721,0.9994,22,0.57404,0.86001,1
"ATP-dependent H2AZ histone chaperone activity [GO:0140849]",37,0.5622,0.53485,1,0.4378,0.46525,0.83552,0.61784,0.9691,1,15,0.68209,0.9539,0.9994,22,0.57404,0.86001,1
"telomere maintenance [GO:0000723]",11,0.54545,0.43616,1,0.45455,0.56394,0.9381,0.74788,0.9953,1,3,0.70444,0.81492,0.9994,8,0.76417,0.9964,1
"DNA recombination [GO:0006310]",20,0.51554,0.23008,0.79079,0.48446,0.77002,1,0.66637,0.9858,1,8,0.62181,0.70423,0.9994,12,0.69608,0.9915,1
"chromatin looping [GO:0140588]",36,0.56559,0.57214,1,0.43441,0.42796,0.78445,0.61056,0.9518,1,14,0.66796,0.91721,0.9994,22,0.57404,0.86001,1
"RNA helicase activity [GO:0003724]",29,0.52766,0.26557,0.87513,0.47234,0.73453,1,0.633,0.9757,1,15,0.6987,0.9765,0.9994,14,0.5626,0.76092,1
"fungal-type cell wall [GO:0009277]",20,0.57109,0.59014,1,0.42891,0.40996,0.76752,0.60226,0.86441,1,9,0.71606,0.959,0.9994,11,0.50916,0.47785,1
"double-strand break repair via homologous recombination [GO:0000724]",18,0.50949,0.21208,0.75168,0.49051,0.78802,1,0.69949,0.9957,1,8,0.68328,0.89021,0.9994,10,0.71245,0.9928,1
"protein sumoylation [GO:0016925]",5,0.31242,0.019398,0.15731,0.68758,0.9807,1,0.57083,0.60884,1,4,0.4973,0.28387,0.9994,1,0.86494,0.86631,1
"RNA catabolic process [GO:0006401]",12,0.68501,0.9571,1,0.31499,0.042996,0.17571,0.58179,0.72243,1,1,0.71086,0.67213,0.9994,11,0.57006,0.75582,1
"cytoskeletal motor activity [GO:0003774]",11,0.8216,0.9999,1,0.1784,0.00019998,0.0041516,0.32385,0.0021998,0.064518,1,0.81872,0.79332,0.9994,10,0.27436,0.00059994,0.043154
"microtubule motor activity [GO:0003777]",6,0.76636,0.9793,1,0.23364,0.020798,0.10231,0.40685,0.10869,0.5641,1,0.81872,0.79332,0.9994,5,0.32447,0.050495,0.39509
"microtubule binding [GO:0008017]",16,0.8036,1,1,0.1964,9.999e-05,0.0024712,0.37013,0.0040996,0.094564,1,0.81872,0.79332,0.9994,15,0.34023,0.0045995,0.13019
"microtubule-based movement [GO:0007018]",9,0.74598,0.9876,1,0.25402,0.012499,0.071678,0.44803,0.15208,0.66356,2,0.86499,0.94731,0.9994,7,0.3289,0.028797,0.27846
"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]",21,0.32485,9.999e-05,0.0037068,0.67515,1,1,0.51296,0.34397,0.95569,18,0.51155,0.15308,0.9994,3,0.52143,0.52265,1
"ribosomal large subunit biogenesis [GO:0042273]",31,0.3299,9.999e-05,0.0037068,0.6701,1,1,0.4562,0.040096,0.36811,25,0.45192,0.0056994,0.27957,6,0.47406,0.36136,1
"nucleolus [GO:0005730]",172,0.40416,9.999e-05,0.0037068,0.59584,1,1,0.5537,0.79432,1,113,0.51446,0.0048995,0.25369,59,0.62886,0.9996,1
"nuclear periphery [GO:0034399]",24,0.62056,0.88511,1,0.37944,0.11499,0.35449,0.50754,0.29027,0.92708,7,0.56914,0.48495,0.9994,17,0.48218,0.30407,0.98943
"preribosome, large subunit precursor [GO:0030687]",30,0.34119,9.999e-05,0.0037068,0.65881,1,1,0.45284,0.036996,0.3589,22,0.41037,0.0010999,0.085425,8,0.56962,0.72153,1
"small GTPase binding [GO:0031267]",19,0.68489,0.9857,1,0.31511,0.014399,0.079078,0.50623,0.29417,0.93158,4,0.70553,0.85401,0.9994,15,0.45308,0.18618,0.78533
"small GTPase-mediated signal transduction [GO:0007264]",22,0.7513,1,1,0.2487,9.999e-05,0.0024712,0.43197,0.027197,0.31365,2,0.64012,0.64664,0.9994,20,0.41116,0.037496,0.33421
"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]",27,0.4828,0.063394,0.35267,0.5172,0.93671,1,0.43996,0.023198,0.28573,13,0.38269,0.0027997,0.18017,14,0.49314,0.38726,1
"NAD binding [GO:0051287]",18,0.45188,0.042296,0.26833,0.54812,0.9578,1,0.51247,0.34227,0.95503,10,0.4746,0.10639,0.93542,8,0.55981,0.68843,1
"carboxylic acid metabolic process [GO:0019752]",9,0.5384,0.40746,1,0.4616,0.59264,0.95819,0.51948,0.41586,1,4,0.54582,0.42536,0.9994,5,0.49842,0.44906,1
"RNA polymerase I activity [GO:0001054]",17,0.34502,0.00039996,0.0084726,0.65498,0.9997,1,0.49819,0.26787,0.88534,12,0.42499,0.019498,0.43267,5,0.67387,0.90931,1
"RNA polymerase II activity [GO:0001055]",14,0.40908,0.016998,0.14115,0.59092,0.9831,1,0.58522,0.75992,1,9,0.53597,0.33207,0.9994,5,0.67387,0.90931,1
"RNA polymerase III activity [GO:0001056]",17,0.39922,0.0061994,0.065,0.60078,0.9939,1,0.57788,0.74233,1,11,0.51807,0.24298,0.9994,6,0.68753,0.94661,1
"RNA polymerase IV activity [GO:0001057]",7,0.50747,0.29937,0.92247,0.49253,0.70073,1,0.64846,0.87171,1,3,0.60731,0.59334,0.9994,4,0.67932,0.88721,1
"RNA polymerase V activity [GO:0001058]",7,0.50747,0.29937,0.92247,0.49253,0.70073,1,0.64846,0.87171,1,3,0.60731,0.59334,0.9994,4,0.67932,0.88721,1
"mitochondrial single subunit type RNA polymerase activity [GO:0001065]",7,0.50747,0.29937,0.92247,0.49253,0.70073,1,0.64846,0.87171,1,3,0.60731,0.59334,0.9994,4,0.67932,0.88721,1
"plastid single subunit type RNA polymerase activity [GO:0001066]",7,0.50747,0.29937,0.92247,0.49253,0.70073,1,0.64846,0.87171,1,3,0.60731,0.59334,0.9994,4,0.67932,0.88721,1
"DNA-directed 5'-3' RNA polymerase activity [GO:0003899]",17,0.36932,0.0013999,0.021368,0.63068,0.9987,1,0.5468,0.56094,1,12,0.49385,0.13869,0.9994,5,0.67387,0.90931,1
"nucleotidyltransferase activity [GO:0016779]",24,0.51197,0.19468,0.70905,0.48803,0.80542,1,0.59065,0.84032,1,13,0.64424,0.85521,0.9994,11,0.52732,0.56584,1
"5'-3' RNA polymerase activity [GO:0034062]",7,0.50747,0.29937,0.92247,0.49253,0.70073,1,0.64846,0.87171,1,3,0.60731,0.59334,0.9994,4,0.67932,0.88721,1
"transcription by RNA polymerase IV [GO:0001059]",7,0.50747,0.29937,0.92247,0.49253,0.70073,1,0.64846,0.87171,1,3,0.60731,0.59334,0.9994,4,0.67932,0.88721,1
"transcription by RNA polymerase V [GO:0001060]",7,0.50747,0.29937,0.92247,0.49253,0.70073,1,0.64846,0.87171,1,3,0.60731,0.59334,0.9994,4,0.67932,0.88721,1
"transcription by RNA polymerase I [GO:0006360]",20,0.36146,0.00039996,0.0084726,0.63854,0.9997,1,0.51216,0.32837,0.95295,13,0.4116,0.0094991,0.36888,7,0.69892,0.9671,1
"transcription by RNA polymerase II [GO:0006366]",31,0.47298,0.036596,0.2446,0.52702,0.9635,1,0.59973,0.90881,1,17,0.58578,0.57944,0.9994,14,0.61667,0.92681,1
"transcription by RNA polymerase III [GO:0006383]",21,0.40959,0.0042996,0.05313,0.59041,0.9958,1,0.54357,0.55354,1,14,0.52206,0.23168,0.9994,7,0.58658,0.76692,1
"mitochondrial transcription [GO:0006390]",7,0.50747,0.29937,0.92247,0.49253,0.70073,1,0.64846,0.87171,1,3,0.60731,0.59334,0.9994,4,0.67932,0.88721,1
"plastid transcription [GO:0042793]",7,0.50747,0.29937,0.92247,0.49253,0.70073,1,0.64846,0.87171,1,3,0.60731,0.59334,0.9994,4,0.67932,0.88721,1
