"UniProt_Entry","log2FC_OBEe_vs_PARe","adj_p_value_OBEe_vs_PARe"
"Q6C9L7",-0.374236057561428,0.256880125273161
"Q6C5H0",-0.355499053187878,0.0452078062824308
"Q6C7R1",0.0245045667172442,0.964734944045564
"Q6CH20",-0.347013939171792,0.0845127986374769
"Q6CCA9",0.0509236437466035,0.768334150576311
"Q6CDD4",0.35650951966882,0.164279737157433
"Q6C6X2",-0.0860854798253168,0.589309192413768
"Q6C1M0",-1.15760158193634,0.110039199430882
"Q6CH64",0.194990861768412,0.60429597278865
"A0A1D8NGH8",0.651288574808755,0.291339273023352
"Q6C395",-0.403366586264482,0.330043961738667
"Q6C388",-0.474021124505077,0.0371382547609351
"Q6C387",0.101207777586201,0.596530091090397
"Q6C386",-0.0237262055879688,0.795819748693543
"Q6C385",0.0466617943128251,0.660499847112105
"Q6C384",-0.691885471539538,0.0992154559660797
"Q6C383",-0.418209598907823,0.251675307123511
"Q6C381",-0.344037547327666,0.189008329364824
"Q6C380",-0.166112256503722,0.266618556591726
"Q6C376",1.3086920767187,0.181430997986687
"Q6C375",-0.8225713581445,0.0314683372910004
"B5RSK5",-6.88751479468404e-05,0.999873497329149
"Q6C374",0.997799880364719,0.0220799396174077
"Q6C372",-0.0959320773407673,0.219942663989406
"Q6C368",-0.64652716559897,0.0322873645720588
"Q6C366",0.887232003381185,0.294357435630538
"A0A1D8NLN1",-0.422709209397067,0.0823077455410328
"Q6C360",-0.11707049758587,0.52862602634867
"Q6C357",-0.199809160907299,0.464594622064619
"Q6C356",-0.280966490315577,0.144491205097001
"Q6C355",-0.371841129583632,0.0231771923980103
"Q6C350",-0.00927414346705288,0.92451831623222
"A0A1D8NLR7",-0.388177059470485,0.185335412829499
"Q6C343",-0.436318266205213,0.153899256954174
"Q6C342",0.0511724962497986,0.168442871754219
"Q6C339",0.229205939695063,0.135835592593533
"Q6C340",-0.392009864265652,0.0395478354494218
"Q6C337",-0.324149107440684,0.137865422449617
"Q6C336",0.976340096892383,0.0153788013065646
"Q6C334",0.0996463395660064,0.80742477745327
"Q6C332",0.489837688933502,0.0990707112493063
"Q6C330",-0.397346713003739,0.0585963429486984
"Q6C327",0.435952179980355,0.178364506574266
"Q6C325",0.444907732546366,0.139793463303895
"A0A1H6PMJ2",-0.311213503249717,0.0413241253964989
"Q6C321",0.262854028649064,0.174241710568171
"Q6C319",0.354230808350284,0.0832113530674647
"Q6C317",0.717147597894718,0.036916649771497
"Q6C2Z4",-0.0824765951193184,0.543702448638278
"Q6C2Z1",0.684469141838566,0.139137190102272
"A0A371CG63",0.044120867497313,0.912875337925952
"Q6C2Y5",1.5014682593083,0.057520940708923
"Q6C2Y2",-0.139460909534322,0.259514908387142
"Q6C2Y1",-0.0915093614537819,0.730077244586754
"Q6C2X9",-0.807521621130963,0.120336468884209
"Q6C7K2",-0.143661740076253,0.481303058393196
"Q6C7K1",-0.143903811316335,0.0450858618215083
"Q6C7J9",-0.0582138171939073,0.730077244586754
"Q6C7J8",0.256672459991279,0.175671388535636
"Q6C7J2",0.00418025020433166,0.951198621432128
"Q6C7J1",0.965173913783476,0.197580799536744
"Q6CG71",-0.436324307404154,0.154369611154654
"Q6C7I8",-0.076589291027621,0.680767858287125
"Q6C7I7",-0.508296289267383,0.294431730050678
"Q6C7I6",-0.184654946186474,0.0869575610321272
"Q6C7I5",0.950701451130117,0.226920002054799
"Q6C7I4",0.840297096670291,0.0287813680875094
"Q6C7I2",0.572918618406451,0.04117956361083
"Q6C7I1",0.200227776248246,0.251310709313195
"Q6C7H3",0.178115099579598,0.380055698294379
"Q6C7H2",0.276640116032765,0.229271933612562
"Q6C7H1",-0.222214230779054,0.177023921504339
"A0A371CFI7",-0.198378465621879,0.39216786175328
"Q6C7H0",0.176453831042658,0.328664037451009
"Q6C7G7",-0.450328693061127,0.120632625321667
"Q6C7G4",-1.44513769822423,0.0242222366081965
"F2Z650",-0.109384342490684,0.0359616161092216
"Q6C7G1",0.238801864396142,0.258805656198468
"Q6C7F6",-0.213918369418988,0.497426658183638
"Q6C7F5",-0.267436505229786,0.532642126428492
"Q6C7F4",-0.0437399972339753,0.703706392537342
"Q6C7E6",-0.220805533500081,0.383440157455729
"Q6C7E4",0.229159087220048,0.305239722457547
"Q6C7E2",0.263789648002613,0.568850657556737
"Q6C7E0",1.1791616402879,0.0371382547609351
"Q6C7D9",-0.314683894449175,0.588907456307913
"Q6C7D8",0.158035372397257,0.608714111985378
"Q6C7D5",0.682061645848787,0.0949809630868274
"Q6C7D3",-0.250572429930396,0.0261477470263933
"Q6C7C7",-0.221614148508049,0.186834376209305
"Q6C7C5",0.386326078803139,0.057520940708923
"Q6C7C2",0.400596372302468,0.357026676643134
"Q6C7B1",0.125442957031938,0.322127873405488
"Q6C7B0",1.48867237445368,0.0258864927628764
"Q6C7A9",0.689910661765676,0.0225483590994566
"Q6C7A8",-0.0188678416938333,0.932550064967261
"B5FVG9",0.210270487437658,0.407969093481628
"Q6C7A3",-0.483568184465791,0.0151307782074635
"Q6C7A0",0.173700178362213,0.231630781342258
"Q6C796",0.0614513046853946,0.654900858519248
"Q6C788",-0.0459511804733058,0.285976043819487
"Q6C782",0.403679394519777,0.205930475957416
"Q6C781",-0.410507158633147,0.0567842978459485
"Q6C780",0.965079566113268,0.0333456412161442
"Q6C778",0.284125609577729,0.138277256125693
"Q6C776",0.310500336341826,0.0210961827549365
"Q6C773",1.10230705167858,0.0078729408680273
"Q6C1M6",-0.45779308672942,0.492712184360086
"Q6C1M7",-0.0834042853283716,0.181885036966034
"Q6C1M9",0.335748503618225,0.547602913878821
"Q6C1N0",-0.0576490054633232,0.348058457899228
"Q6C1N4",-0.454657526058851,0.0221263725839007
"Q6C1N7",-0.560111499293218,0.288279749606899
"Q6C1N8",-0.637142577869214,0.0369366690909135
"Q6C1N9",0.0444767715576504,0.798310495001903
"Q6C1P4",0.0645911226628696,0.774245392123363
"A0A371CF53",-0.252299002489427,0.336690682290551
"Q6C1Q1",-0.564142110258997,0.018780790917526
"Q6C1Q2",0.160667109290339,0.449652506804088
"Q6C1Q3",0.451783968553862,0.0395478354494218
"Q6C1Q7",-0.130345693409114,0.217248310411686
"Q6C1Q8",-0.189762789884366,0.281715190125558
"Q6C1Q9",-0.430037512289054,0.0450858618215083
"Q6C1R0",0.373320558216381,0.227293625225049
"Q6C1R3",0.369273123718598,0.407969093481628
"Q6C1R6",-0.444915389833249,0.380055698294379
"Q6C1R7",0.215830265320237,0.0261477470263933
"Q6C1R8",-0.295144556342752,0.385420449462743
"Q6C1R9",0.251370074459336,0.292494467902775
"Q6CDQ9",-0.386765679569819,0.0789175064640095
"Q6CDR2",0.40482462338334,0.118112949249305
"Q6CDR3",0.440162605961456,0.221764614738277
"Q6CDS0",-0.111041985916127,0.131568781930782
"Q6CDS3",-0.208048274785165,0.0935112495095808
"Q6CDS7",0.536063589672841,0.0375067589127609
"Q6CDS9",2.7701884344382,0.133574584894076
"Q6CDT4",0.176416563597671,0.758126220772282
"Q6CDT5",-0.14823308408293,0.16928389846372
"Q6CDT9",0.392312973177983,0.346311543178172
"Q6CDU1",-0.496440096913923,0.0404355239192716
"Q6CDU5",0.475476395286648,0.254527739715129
"Q6CDU7",-0.187925541518411,0.0691462040790856
"Q6CDU9",0.0391567112457179,0.747134077271222
"Q6CDV2",0.149536661490863,0.828089716391777
"B5FVB7",-0.148404246018981,0.738534295625024
"Q6CDW2",-0.705589257454139,0.0377293016682768
"Q6CDW3",-0.429506249884888,0.105736415427457
"Q6CDW5",-0.134327571797794,0.309837746809389
"Q6CDW6",-0.242138191478949,0.207702496009031
"Q6CDW7",-0.405797171004564,0.356694443472879
"A0A1H6PUC6",0.355423149812354,0.322508733162609
"Q6C9G7",-0.303004444352958,0.329600675160083
"Q6C9H1",0.142420591426415,0.712973374749547
"A0A371CEU2",-0.0209018599423838,0.8219769853325
"B5FVE6",0.0520546770427911,0.849161769296835
"Q6C9H7",0.0536353998032865,0.530658242076064
"Q6C9H9",-0.492883090199945,0.0146099022475152
"Q6CG62",0.389120981849798,0.0782600792563096
"Q6C9I1",0.609304094689735,0.0411598897404385
"Q6C9I2",0.196792933572854,0.365970203056136
"Q6C9I3",-0.0664950916156855,0.712229314667357
"Q6C9I9",-0.218821115046196,0.208528090418668
"Q6C9J0",-0.130070192883327,0.245865250199136
"Q6C9J1",-0.865038339888929,0.0430595801854658
"Q6C9J2",0.652476944344298,0.331819973961504
"Q6C9J3",-1.48094708232669,0.0555126101816708
"Q6C9J5",1.21776675641842,0.01658236705763
"A0A1D8NE19",-0.379062679596842,0.0713179339150931
"Q6BZZ5",-0.819265766269363,0.131171286643467
"Q6BZZ2",0.317283196231245,0.425867345279792
"B5RSM3",0.0765760578846917,0.568391522123774
"Q6BZY9",0.716815268794787,0.0637127887562598
"Q6BZY7",-0.536113931386759,0.0814736250593765
"Q6BZY6",-0.67646069161804,0.0544017601525767
"Q6BZY5",-0.813883277525707,0.0219156357884347
"Q6BZY1",0.051178076162025,0.545185598886715
"Q6BZX6",0.765616956393558,0.0138602572911252
"Q6BZX3",-0.0215139254969598,0.931257935347081
"Q6BZX2",-0.454486269205078,0.0259266973370029
"Q6BZX1",0.221266989354508,0.142978561030249
"Q6BZX0",-0.0921365659176776,0.714273664960028
"Q6BZW7",-0.447464401897662,0.04117956361083
"B5RSM6",0.00403216077651133,0.957717215538365
"Q6BZW2",-0.954768760451947,0.260425793266859
"Q6BZW1",-0.331476246420575,0.110888704627061
"Q6BZW0",-0.486825519678796,0.0384522674323616
"Q6BZV9",-0.37576534469167,0.72004895376041
"Q6BZV8",-0.629209867231472,0.144491205097001
"Q6BZV4",-0.316762874776747,0.305239722457547
"Q6BZV1",-0.266511300993208,0.221541254389274
"Q6BZU8",0.469258012025931,0.0439912820869995
"Q6BZU5",0.579394279525054,0.326135680589382
"Q6C5T3",0.416283728815217,0.316261014912505
"Q6C5T6",-0.316601445852377,0.350546218726825
"Q6C5T7",-0.319777252366256,0.408225814295458
"Q6C5U0",0.254292484460911,0.417169453391531
"Q6C5U1",-0.0896639435312492,0.667553230251933
"B5FVH9",0.291756296512922,0.475021466698612
"Q6C5U4",-0.361257408465911,0.0142813802185585
"Q6C5U7",-0.208495046286645,0.477422464045245
"Q6C5V2",0.0370927913605261,0.581240906043827
"A0A1D8NII9",0.210435433723616,0.72922059071208
"Q6C5V5",0.931177687845353,0.174647685931063
"A0A1H6PU01",-0.0672141088069876,0.321928113915467
"Q6C5V8",-0.0355763788286793,0.235763993489373
"Q6C5W0",-0.228132606793335,0.163619286205073
"Q6C5W2",0.103698730117868,0.468564940332366
"Q6C5W3",0.192080364800871,0.267481497384064
"Q6C5W5",0.00181138584032882,0.987109281681307
"Q6C5W6",-0.572320922958476,0.042155724154193
"Q6C5X3",-1.93494103860013,0.00652691545286484
"Q6C5X5",-0.00350566649819581,0.983156438666654
"Q6C5X8",0.094674755047494,0.242986997227873
"Q6C5X9",0.72445299762354,0.157308061584436
"Q6C5Y1",-0.82468721977803,0.0661847192198327
"Q6C5Y2",-0.0630208648472267,0.584625637492762
"A0A1D8NID4",-0.10074097507914,0.572117371825301
"Q6C5Y4",0.0724275974215256,0.58495661363118
"Q6C5Y5",0.0212160386027194,0.696873741040511
"Q6C5Y6",-0.357032086875486,0.0691462040790856
"Q6C5Z1",0.118581952992498,0.384870287087803
"Q6C5Z2",-0.0227173591930261,0.742230211258782
"Q6C5Z3",-1.2485311296445,0.0467305753289982
"Q6C5Z5",0.216629031470301,0.15872844610442
"Q6C5Z7",-0.338395942570631,0.0682560949949135
"Q6C600",-0.310871758538923,0.285239123671201
"Q6C605",-0.542242171836389,0.0439912820869995
"Q6C607",0.0895955709127452,0.727492565349747
"Q6C608",-0.0220290448594808,0.798075241730445
"Q6C610",-0.044479327399605,0.543702448638278
"Q6C611",-1.63703007366266,0.0666185008424728
"Q6C614",-0.0134680388210722,0.953190300266064
"Q6C615",-0.233921165763581,0.51405041140537
"Q6C617",-0.300888002626706,0.074868160792998
"Q6C620",1.31878712382226,0.297181189764767
"Q6C621",-1.05390008536099,0.0314683372910004
"Q6C622",-0.241679245337678,0.226059030524509
"Q6C624",0.0486212947568557,0.578470705572366
"Q6C625",0.11555060070371,0.385421340426407
"Q6C630",-0.447289284497315,0.112350833579075
"A0A1D8NI83",-0.307090680130866,0.351737702065833
"Q6CF65",-0.181307258789506,0.217248310411686
"Q6CF63",-0.3458015729789,0.235952331865548
"Q6CF62",-0.55870695621612,0.0439912820869995
"Q6CF61",0.221626061745213,0.23011065333724
"Q6CF55",-0.267488926439977,0.0611823390319323
"Q6CF47",-0.400840052388472,0.0805900081694517
"Q6CF46",0.470676760319891,0.070390002623924
"Q6CF39",-0.23373343586976,0.125482410049744
"Q6CF37",-0.0680595003743695,0.447734819283657
"Q6CF36",-0.44394827169094,0.0297044221775947
"Q6CF32",-0.324337979680798,0.447056936586996
"Q6CF31",-0.230622498093234,0.357371603567261
"Q6CF30",0.729973439048446,0.0685827647211264
"Q6CF29",-0.242608017833081,0.081843570943763
"Q6CF28",0.264686616362162,0.0949809630868274
"Q6CF23",0.0651624449861679,0.434203482933137
"Q6CF21",-0.170556271874599,0.263631115779853
"Q6CF17",-0.145024147347878,0.367343644270191
"Q6CF15",-0.0270963079539645,0.966600234665388
"W0TYP2",-0.401454314576624,0.0393106203802428
"A0A1D8N7F7",-0.3579442824053,0.329771284667391
"Q6CF09",0.580608644090267,0.209182845791979
"Q6CF08",0.604430915715639,0.0464893917493997
"Q6CF06",-0.36784368872832,0.208048551869485
"Q6CF05",0.0415398288863867,0.699385140823164
"Q6CF04",-0.0306585742333381,0.832732923035703
"Q6CF00",0.14591081139746,0.371631222664434
"Q6CEZ9",-0.604196370135516,0.294613912054571
"Q6CEZ7",0.119376432047348,0.314864317945424
"Q6CEZ3",-0.23765425042362,0.168187169042229
"Q6CEZ2",-0.175057025464285,0.147680583907396
"Q6CEZ1",-0.00458622023050499,0.963693290357452
"Q6CEY6",-0.159640527769294,0.273392531187612
"Q6CEY4",0.0646028969805198,0.713829232027181
"Q6C2D7",-0.161415531827628,0.770582256056229
"Q6C2D8",-0.325842852936737,0.177633432015119
"Q6C2E0",-0.0892702079545319,0.403077860238258
"Q6C2E1",-0.204789382521222,0.322127873405488
"Q6C2E5",-0.0996015544391914,0.251322516751873
"Q6C2E8",-0.233724707581582,0.346250415339524
"Q6C2F0",0.250632192081814,0.258722265813818
"Q6C2F1",-0.818218735274414,0.11390101705564
"Q6C2F7",-0.082500940466583,0.471028423706747
"Q6C2F8",0.741865963911415,0.0339021112003133
"Q6C2F9",-0.341378876138743,0.127846129563108
"Q6C2G0",0.669719250427315,0.205841546733506
"Q6C2G8",-0.490053006893216,0.300759196610587
"Q6C2G9",0.339095848699323,0.0990707112493063
"Q6C2H0",0.824531817785007,0.0369886618471442
"Q6C2H1",-0.219643787336552,0.646027968027439
"Q6C2H5",0.154517892160657,0.165832316934589
"Q6C2H6",0.998072502720549,0.00873675039869292
"Q6C2I0",-0.469458110026273,0.0246569720338222
"Q6C2I5",-0.873552250539194,0.0416105596367539
"Q6C2I6",-1.0363597128623,0.0238381864777218
"Q6C2I7",0.505513710885469,0.218417887661196
"Q6C2J0",-0.211099466376692,0.173024885410393
"Q6C2J2",-0.032132471603742,0.657299809286396
"Q6C2J3",-0.22980912808699,0.529978947056382
"Q6C2J4",-0.287998019439279,0.0509668991259145
"Q6C2J5",0.311157542026147,0.339826124358223
"Q6C2J6",-0.0766175105719815,0.40130880545175
"Q6C240",-0.419107249585483,0.235350634115835
"Q6C2K6",-0.315974127196121,0.0413501152206384
"Q6C2K7",-0.948194336304913,0.163784766785623
"B5RSL1",0.966395210901058,0.0211044729632145
"Q6C2L5",-0.16119439804886,0.511345594683217
"Q6C2L7",-0.872313688395925,0.0679903052561774
"Q6C2L8",0.802728229968695,0.0545266068405424
"Q6C2L9",0.936620866667019,0.0384595172292811
"Q6C2M0",0.381177495345103,0.0257725572804306
"Q6C2M1",-0.0513852854947502,0.308492744923636
"Q6C2M3",-0.252129193309306,0.129855291995789
"Q6CFD0",-0.754515235307696,0.0297044221775947
"Q6CFC9",-0.0588008872886336,0.534110109429997
"Q6CFC7",0.00995160098980536,0.971625490939993
"Q6CFC6",0.133370735779495,0.710696323885332
"Q6CFB7",-0.105401805679162,0.549613855820562
"Q6CFB6",-0.195376811806928,0.191700445937141
"Q6CFB4",0.251836127590141,0.311438492421009
"Q6CFB1",0.244111633195396,0.0962047099638407
"Q6CFA9",0.0422359671779615,0.735975879612731
"Q6CFA8",-0.191998944812944,0.105638179379795
"Q6CFA5",0.138897426433295,0.26759780081886
"Q6CFA4",-0.302493519855169,0.1156787137822
"Q6CFA1",0.0683731793220516,0.755913602418947
"Q6CF99",0.650402212631781,0.147680583907396
"Q6CF97",-0.734300357466648,0.386606297713651
"Q6CF94",0.0646035187761886,0.641763476856951
"Q6CF93",0.356916068718848,0.12028257255571
"Q6CF88",-1.3672485186282,0.0151307782074635
"Q6CF81",-0.0504417413368666,0.412290024787448
"Q6CF80",0.0805768043241757,0.648217524354504
"Q6CF79",-0.221648846830868,0.187469638910781
"Q6CF67",0.47687344480749,0.0108356060407126
"Q6CEB5",0.0264473892348963,0.671660635637742
"Q6CEB7",-0.909197557761198,0.0138602572911252
"Q6CEB9",-0.968945358165849,0.0322873645720588
"Q6CEC6",-0.252185123789652,0.204402289983641
"Q6CEC7",-0.0957643404528563,0.615249442361997
"Q6CED0",-0.145937651862153,0.250284261907482
"Q6CED4",0.0254547149237907,0.819355136785951
"Q6CED6",-0.578409257801668,0.386440388877483
"Q6CEE3",-0.38791510592605,0.233685813354795
"Q6CEE4",-0.256134089247318,0.210422311765323
"Q6CEE5",0.229053684293627,0.472395905211445
"Q6CEE6",-0.179541136790746,0.386606297713651
"Q6CEF2",0.0247606513841255,0.906247786074944
"Q6CEF7",-0.74660753540962,0.0378004753624877
"Q6CEF9",0.0705557923173338,0.864356453773428
"Q6CEG0",-0.569119943107119,0.110015551959713
"Q6CEG1",-0.104506303732108,0.437552255193236
"Q6CEG4",0.0699313773454116,0.159593328671895
"Q6CEG5",-0.628126927423311,0.0990707112493063
"Q6CEG9",-0.0388136093504424,0.472395905211445
"Q6CEH0",-0.134281169121643,0.0832113530674647
"Q6CEH1",0.145713426644929,0.24038369458093
"Q6CEH5",-0.119816382932587,0.695368184810614
"Q6CEH8",0.0458983568876852,0.874204316233473
