"UniProt_Entry","log2FC_CARe_vs_PARe","adj_p_value_CARe_vs_PARe"
"A0A371CG63",-0.193671197260787,0.667553099059729
"Q6C2Y2",-0.196254879332095,0.272756082169045
"Q6C2Y1",0.0879597528604054,0.807194890891852
"Q6C2X9",0.0325555342094695,0.898486429295199
"Q6C7K2",0.0745823328697248,0.813749245426444
"Q6C7K1",-0.204198242608364,0.356484190301829
"Q6C7J9",0.0544193384820748,0.836530032410105
"Q6C7J8",0.292649348379205,0.271987514211294
"Q6C7J2",-0.0807194831854858,0.480763060818095
"Q6C7J1",0.333288307356421,0.382163357132059
"Q6C7J0",-0.385005648816143,0.534660243529769
"Q6CG71",-0.0236557602830611,0.965732253324538
"Q6C7I8",-0.119990830526694,0.619645499968649
"Q6C7I7",-0.284432853887523,0.603575991050701
"Q6C7I6",0.0892876314025322,0.321083214598068
"Q6C7I5",0.194782891046934,0.660269068785011
"Q6C7I4",0.160791127313708,0.538965243881945
"Q6C7I2",0.0321354212609914,0.868407410164264
"Q6C7I1",0.240808976112026,0.322433632049166
"Q6C7H3",0.235384622314972,0.424335484557753
"Q6C7H2",0.23529427614517,0.408354167364594
"Q6C7H1",-0.011842157451901,0.940934687732873
"A0A371CFI7",0.0036899624256309,0.990465553353959
"Q6C7H0",0.103059198747667,0.65182760299643
"Q6C7G4",-0.70570629434047,0.0864248973230416
"F2Z650",0.0310622382120736,0.766140100078492
"Q6C7G1",0.163495979487106,0.562369739711199
"Q6C7F8",0.0827789881520307,0.957132498463709
"Q6C7F6",0.0858220746462969,0.858131409549054
"Q6C7F5",0.35995337849594,0.492264415774411
"Q6C7F4",0.221021969480232,0.266983148784708
"Q6C7E6",0.204496499632134,0.633474872187285
"Q6C7E4",0.115235414839036,0.69958209903385
"Q6C7E2",-0.271706148362837,0.670383721119356
"Q6C7E0",0.559069237692099,0.166721865716847
"Q6C7D9",-0.135103368579681,0.864944036752491
"Q6C7D8",0.203915330415776,0.694301539381529
"Q6C7D5",0.555304777307728,0.307175517158961
"Q6C7D3",0.0334707079819259,0.643135945413284
"Q6C7C7",0.0976017985840856,0.821626886467503
"Q6C7C5",0.269905184669198,0.250839646956266
"Q6C7C2",0.136842721253082,0.61972523460411
"Q6C7B1",-0.0931182305009756,0.61972523460411
"Q6C7B0",0.85930616786974,0.193923400840571
"Q6C7A9",0.313084575659254,0.179362120746853
"Q6C7A8",-0.0933935433181939,0.836123191461143
"B5FVG9",0.509242523343882,0.269549529482864
"Q6C7A3",-0.0797835525515666,0.632492563067029
"Q6C7A0",0.237623472062025,0.292482453919773
"Q6C796",0.126714792347387,0.528227753592459
"Q6C788",-0.0404271192635432,0.761502809416357
"Q6C782",-0.0295819075638238,0.901073024371818
"Q6C781",-0.1395451728625,0.342339174638951
"Q6C780",-0.181832536428825,0.301547726204707
"Q6C778",0.325209233630935,0.266983148784708
"Q6C776",0.0576957943891792,0.316481583679203
"Q6C773",0.31361726201396,0.220332387134847
"Q6C1M6",-0.742125458174141,0.499979322439059
"Q6C1M7",-0.0547189152496086,0.470793623544336
"Q6C1N0",-0.085609708410093,0.294853613813961
"Q6C1N4",-0.0811719092511877,0.744525266057567
"Q6C1N7",-0.383928451684006,0.52817962027796
"Q6C1N8",-0.430740076341119,0.182373410829022
"Q6C1N9",0.114857729682527,0.719789191547545
"Q6C1P4",0.224407211070617,0.409605087256871
"A0A371CF53",-0.406744807805019,0.360161792338257
"Q6C1Q1",-0.146196808236476,0.266983148784708
"Q6C1Q2",0.112893764302075,0.731286661864509
"Q6C1Q3",0.0867235582922857,0.552573334896775
"Q6C1Q7",0.00593109920719665,0.966891064222924
"Q6C1Q8",0.156267344849701,0.401467759692441
"Q6C1Q9",-0.0605019713645016,0.611351146086379
"Q6C1R0",0.0440808503649513,0.925169549638132
"Q6C1R3",0.635879187630192,0.42274183092961
"Q6C1R7",0.198461395862323,0.265748503851358
"Q6C1R8",-0.0942732564273167,0.832411870772975
"Q6C1R9",0.0354352031112604,0.727994038338493
"Q6CDQ9",0.0771533278751718,0.52423604206429
"Q6CDR2",-0.028698062225947,0.924707171083889
"Q6CDR3",0.619544350171177,0.266983148784708
"Q6CDS0",0.0698308602273951,0.334494508080206
"Q6CDS3",0.0728849093596779,0.484715913443897
"Q6CDS7",0.25243881745954,0.280685646898526
"Q6CDS9",-0.00481200177630714,0.992715057127035
"Q6CDT4",0.13851868419022,0.720193429335968
"Q6CDT5",-0.130555063552682,0.546334975790126
"Q6CDT9",0.221871978174332,0.830347273529302
"Q6CDU1",-0.137401098043196,0.496367139702694
"Q6CDU5",-0.0410329713033766,0.898486429295199
"Q6CDU7",0.0465521603181013,0.450750536106116
"Q6CDU9",0.0800920363395768,0.67623883286748
"Q6CDV2",0.47727728566662,0.572733792337351
"B5FVB7",-0.997486789676496,0.263290331771533
"Q6CDW2",-0.425528290935247,0.153055359851943
"Q6CDW3",-0.165376484262461,0.70712345885429
"Q6CDW5",-0.138598658396152,0.575707421088894
"Q6CDW6",-0.0713334852762119,0.500004754937687
"Q6CDW7",0.571679252646216,0.2115523376023
"A0A1H6PUC6",0.0742585951546322,0.813441928464466
"Q6C9G7",0.0546499341914685,0.940764534374342
"Q6C9H1",-0.290052903794239,0.633474872187285
"A0A371CEU2",0.0715690777247406,0.546875520768521
"B5FVE6",-0.00548941198852491,0.989645878906444
"Q6C9H7",0.0164130468759324,0.928975743102205
"Q6C9H9",-0.0937519780557402,0.280896814728809
"Q6CG62",0.0727605563906652,0.809412964008807
"Q6C9I1",-0.427878479730917,0.246991453292614
"Q6C9I2",0.110685808266742,0.710856823045307
"Q6C9I3",0.0418046443251703,0.857280875743713
"Q6C9I9",-0.0878455483027619,0.604681495344529
"Q6C9J0",0.0411828438233705,0.714953496305575
"Q6C9J1",-0.790807526267407,0.139261416054606
"Q6C9J2",-0.35802061616791,0.465119363857247
"Q6C9J3",-0.880517438557022,0.211766566841515
"Q6C9J5",0.729349708165644,0.3552880697855
"A0A1D8NE19",0.0446933506426613,0.770622273129146
"Q6BZZ5",-0.260349146455704,0.530844740101798
"Q6BZZ2",0.154477895667017,0.792393377495054
"B5RSM3",0.202821808531487,0.324539086772564
"Q6BZY9",0.466228200613054,0.272756082169045
"Q6BZY7",-0.274113149769739,0.247091792453386
"Q6BZY6",-0.167937696584507,0.567538423465328
"Q6BZY5",-1.12275833943461,0.0625041895392184
"Q6BZY1",0.0630674108376145,0.62534965195638
"Q6BZX6",0.340857884743152,0.208292188880107
"Q6BZX3",0.160575033985226,0.560614554146612
"Q6BZX2",-0.284050107578107,0.146648327190056
"Q6BZX1",0.29527214817228,0.263374482521605
"Q6BZX0",-0.0778236387810393,0.813441928464466
"Q6BZW7",-0.499481575373532,0.266983148784708
"B5RSM6",0.112020341345475,0.49347558430095
"Q6BZW2",0.0540214384148694,0.959970072125413
"Q6BZW1",-0.594772896632074,0.129553915758501
"Q6C244",-1.5218820614371,0.266983148784708
"Q6BZW0",-0.279232788008208,0.211425437481526
"Q6BZV9",-0.616473053738582,0.415791265165706
"Q6BZV8",-0.510431012117495,0.30059916757143
"Q6BZV4",-0.353902535215495,0.419707088622701
"Q6BZV1",0.0456991089830689,0.857041896497036
"Q6BZU8",0.213062588826834,0.322433632049166
"Q6BZU5",0.1079185791987,0.635016099152479
"Q6C5T3",-0.0452177392197408,0.960218332234399
"Q6C5T6",-0.160642047444826,0.705240127734921
"Q6C5T7",-0.289962758522065,0.581273167537589
"Q6C5U0",0.0384382662476191,0.921608369256397
"Q6C5U1",0.0502085608053843,0.884243808585384
"B5FVH9",0.101139297182648,0.869078995363338
"Q6C5U4",-0.119989615972135,0.266983148784708
"Q6C5U7",0.184867609778722,0.474876681593754
"Q6C5V2",0.0643163616078945,0.56413620002986
"A0A1D8NII9",-0.214157236335926,0.719881095486956
"Q6C5V5",0.189841693867649,0.566181539662999
"A0A1H6PU01",-0.0231603229732378,0.731446623844436
"Q6C5V8",0.13885848817692,0.26008536421639
"Q6C5W0",0.0357916680011956,0.82288129642506
"Q6C5W2",-0.0160774554619479,0.940934687732873
"Q6C5W3",0.241457839310219,0.316688041223482
"Q6C5W5",0.0342108544813914,0.814113587259543
"Q6C5W6",-0.171278644324373,0.413658889955483
"Q6C5X3",-0.985270507734363,0.0625041895392184
"Q6C5X4",-0.00978894891634489,0.992831464571533
"Q6C5X5",-0.242123917164721,0.244618108280347
"Q6C5X8",0.336809214232041,0.221849611847055
"Q6C5X9",-0.190358128893768,0.569844754223899
"Q6C5Y1",-0.542060844592769,0.341102415035994
"Q6C5Y2",0.117642786780648,0.50600932421697
"A0A1D8NID4",0.0336217580489842,0.914478662118692
"Q6C5Y4",-0.124701478136404,0.526518061011043
"Q6C5Y5",-0.088970481288453,0.482829155251619
"Q6C5Y6",-0.220989804665959,0.266983148784708
"Q6C5Z1",-0.0400542258642796,0.788941556588067
"Q6C5Z2",-0.210995106247276,0.266983148784708
"Q6C5Z3",-0.727705025815255,0.298115418034665
"Q6C5Z5",0.232365822197156,0.223715066954462
"Q6C5Z7",-0.247073812162546,0.193055077063084
"Q6C600",-0.159768398444966,0.502734950976661
"Q6C605",-0.265366501878266,0.313778300192607
"Q6C607",-0.0589144511714546,0.911765668067678
"Q6C608",-0.0493443032753912,0.724894005593141
"Q6C610",-0.00450198750124854,0.962860377863143
"Q6C611",-0.883822496812766,0.225952320238014
"Q6C614",-0.0991944936977791,0.734027200959828
"Q6C615",-0.162363242913833,0.792331610130314
"Q6C617",-0.0465350404212253,0.766013795257231
"Q6C620",-0.0535732224332592,0.751243639108769
"Q6C621",-0.449831987262348,0.182185959644625
"Q6C622",0.0542918587894703,0.793297554941682
"Q6C624",0.0777764910376981,0.517279452619228
"Q6C625",0.0689094799199596,0.69958209903385
"Q6C630",-0.270196048028215,0.316620400699707
"A0A1D8NI83",-0.217691781429206,0.621048977286765
"Q6CF65",-0.028164770064229,0.89731525232398
"Q6CF63",-0.392194038316233,0.346955065352545
"Q6CF62",-0.208728519226126,0.331987893530142
"Q6CF61",0.25797070530845,0.325539108340916
"Q6CF55",-0.0265895216069092,0.787808611064365
"A0A371CEV4",-0.480406822141226,0.464686783194211
"Q6CF47",-0.296489783566503,0.392835628759265
"Q6CF46",-0.00783290570313214,0.937289066301215
"Q6CF39",0.0460150903662684,0.809150010613603
"Q6CF37",-0.0814025657484459,0.4704723925644
"Q6CF36",-0.0774213209200077,0.529783267594019
"Q6CF32",0.0855310871192982,0.788117647330226
"Q6CF31",-0.301207458475809,0.305191257322858
"Q6CF30",-0.104967659499841,0.637289047678687
"Q6CF29",-0.171304214119819,0.277869998302436
"Q6CF28",0.0472379482764067,0.788941556588067
"Q6CF23",-0.0378753005135781,0.736685413202782
"Q6CF21",0.172833740385588,0.223715066954462
"Q6CF17",-0.183418613957028,0.635016099152479
"Q6CF15",-0.232422170722205,0.724894005593141
"W0TYP2",-0.357347816940603,0.211177449073859
"A0A1D8N7F7",-0.326657238087277,0.272452371274977
"Q6CF09",0.0522260229698033,0.924707171083889
"Q6CF08",0.0108476825762211,0.953677715980265
"Q6CF06",-0.276197963622781,0.40070570109584
"Q6CF05",0.0309812399225488,0.827410191984897
"Q6CF04",0.120518065137068,0.548497410308853
"Q6CF03",-0.856763439085049,0.594922900527481
"Q6CF01",-0.23524960587648,0.67623883286748
"Q6CF00",0.243901254649166,0.442378802443633
"Q6CEZ9",-0.295529445480024,0.636422538359581
"Q6CEZ7",-0.0999718088261472,0.832411870772975
"Q6CEZ3",-0.0471239240268814,0.802788431240098
"Q6CEZ2",-0.0382924503342356,0.790541889382313
"Q6CEZ1",-0.327599083879438,0.297609634655076
"Q6CEY6",-0.116297640157852,0.52423604206429
"Q6CEY4",0.143244278989931,0.633707941185735
"Q6C2D7",0.527611899863159,0.727994038338493
"Q6C2D8",-0.25533601511228,0.362846156588355
"Q6C2E0",-0.115850206635626,0.554540212833107
"Q6C2E1",-0.0475894658659761,0.853674560373266
"Q6C2E5",0.100642946750081,0.562369739711199
"Q6C2E8",0.18591493596751,0.525872491105427
"Q6C2F0",-0.113797040790005,0.752106988952107
"Q6C2F1",-0.124895312554478,0.734995150356579
"Q6C2F7",-0.108919830486085,0.342339174638951
"Q6C2F8",-0.11379750023121,0.603575991050701
"Q6C2F9",-0.170822368636716,0.568750282124171
"Q6C2G0",-0.190228601990045,0.441325220923062
"Q6C2G8",-0.689720468312958,0.407547851336939
"Q6C2G9",0.158931871810913,0.408354167364594
"Q6C2H0",0.187045237008692,0.504332616530035
"Q6C2H1",-0.152261763710543,0.795623246182763
"Q6C2H5",-0.0213952565969635,0.914478662118692
"Q6C2H6",0.328093434494872,0.272756082169045
"Q6C2I0",-0.232868414626456,0.166194055259673
"Q6C2I5",0.0100348614529024,0.977559899265052
"Q6C2I6",-0.51577839393491,0.15293614964782
"Q6C2I7",-0.177625691139522,0.738882167774296
"Q6C2J0",-0.285794423821536,0.307053789477565
"Q6C2J2",-0.0321780815717667,0.790541889382313
"Q6C2J3",0.0440915570977673,0.840358518995842
"Q6C2J4",-0.112641815028174,0.629843074416749
"Q6C2J5",-0.0993781031996418,0.88299975585944
"Q6C2J6",0.0417652210108588,0.779336599570192
"Q6C2K1",-0.0437760002825681,0.818150784893044
"Q6C240",-0.349844767225165,0.422283949148694
"Q6C2K6",-0.396641485025489,0.26087147244638
"Q6C2K7",-2.77152576104253,0.207549522827083
"B5RSL1",0.680176111061034,0.116440437847962
"Q6C2L5",-0.229202321655686,0.488642572249546
"Q6C2L7",-0.359645451092925,0.329222595678852
"Q6C2L8",-0.0828318232411663,0.869319647278055
"Q6C2L9",0.287045107184128,0.380948678496845
"Q6C2M0",-0.154153677932169,0.52423604206429
"Q6C2M1",-0.172806108731082,0.279616367354862
"Q6C2M3",0.104286505835558,0.542151883358282
"Q6CFD0",-0.559059159643615,0.189353419120447
"Q6CFC9",-0.0382125011015541,0.712867529390035
"Q6CFC7",-0.307448099310683,0.515280067756077
"Q6CFC6",-0.315194320990087,0.453144860042353
"Q6CFB7",0.0194518205538952,0.954750928307463
"Q6CFB6",-0.306449616304567,0.259914941530273
"Q6CFB4",0.175842959228433,0.588982727289428
"Q6CFB1",0.171884302251378,0.263374482521605
"Q6CFA9",0.142224000985135,0.460876682032148
"Q6CFA8",-0.156945408240511,0.124769976018357
"Q6CFA5",-0.216157407943873,0.266983148784708
"Q6CFA4",0.123386561992217,0.127941602695276
"Q6CFA1",-0.270563399188515,0.568880779662882
"Q6CF99",0.249040099004837,0.286698348493347
"Q6CF97",-0.343049767279165,0.751243639108769
"Q6CF94",0.235810028118719,0.315990003729233
"Q6CF93",0.230614811533734,0.369375355789637
"Q6CF88",-0.467889170433187,0.204374394167001
"Q6CF81",-0.140282299568473,0.177025743019586
"Q6CF80",-0.0237971309244132,0.885885782379494
"Q6CF79",0.0600831940986111,0.912693843388862
"Q6CF67",-0.0432688536186359,0.779336599570192
"Q6CEB5",0.169580596052849,0.235814356077347
"Q6CEB7",-0.293072127174878,0.194468545486357
"Q6CEB9",-0.369274964009345,0.316620400699707
"Q6CEC6",-0.292536012140938,0.377006032745006
"Q6CEC7",-0.197417437789417,0.520282535504698
"Q6CED0",0.12534820232236,0.552045293426097
"Q6CED4",0.0320582873237121,0.869198275412564
"Q6CED6",-0.844275123663964,0.440042225103887
"Q6CEE3",-0.336601114889405,0.407547851336939
"Q6CEE4",-0.0931062271374155,0.751243639108769
"Q6CEE5",0.118870372838112,0.773286988117539
"Q6CEE6",-0.0849426838077626,0.755792388919671
"Q6CEF2",-0.449783457372504,0.302557967013542
"Q6CEF7",-0.121231476841816,0.47038982524722
"Q6CEF9",-0.0855095232145466,0.735560154651877
"Q6CEG0",-0.294292094597306,0.385387567898551
"Q6CEG1",-0.268471832083072,0.31875757159018
"Q6CEG4",0.166748183334046,0.168028434004096
"Q6CEG5",-0.362651781145767,0.309125747714673
"Q6CEG9",-0.0217796772369684,0.867720463671554
"Q6CEH0",-0.161816522216526,0.0737640012765417
"Q6CEH1",-0.0772980450964595,0.526518061011043
