"UniProt_Entry","log2FC_OBEn_vs_PARn","adj_p_value_OBEn_vs_PARn"
"Q6CFX8",0.567751102981214,0.461168596600577
"Q6C4G2",-0.517777960355547,0.262275353932359
"Q6C3Q8",-0.252953478789466,0.701997337107524
"Q6CEL5",-0.527127394339034,0.242611499972007
"Q6CEL1",0.50356260454002,0.162079223200173
"Q6C9G1",0.94897377321353,0.109078548747345
"A0A371BZZ3",-0.0812671838898718,0.79656520168429
"Q6C0P0",-0.532583855357685,0.148049700349974
"Q6C2S5",-0.139939073698183,0.565866560557991
"Q6CI80",-0.304087371816318,0.0979280554524763
"Q6C5A6",-0.0348560082414761,0.882637078760477
"Q6C0A6",-0.229604194601946,0.196291673253199
"Q6C012",0.1618885338056,0.50407441246853
"Q6C6B0",-0.169523733602361,0.701997337107524
"Q6C8C3",0.584160138668928,0.165021637583181
"Q6CH57",0.310948688052409,0.559733112687719
"Q6CFW7",0.589917764899921,0.291518356066814
"Q6C199",-0.450424461777439,0.104118978431547
"Q6C800",0.0824863776486855,0.759242216027118
"Q6C272",0.201984937272259,0.228485639865443
"Q6C6W0",-0.0210091040357425,0.970272815438638
"Q6CG45",0.139883347313949,0.686034199508169
"Q6C0V4",-0.255662456214833,0.414592701333641
"Q6CG49",-0.283242889789627,0.276934429867629
"Q6CC54",0.45482084034381,0.165021637583181
"Q6C390",0.377398876677967,0.104118978431547
"Q6C365",0.0663188079168207,0.83441563268642
"Q6C2Y0",0.971014975919063,0.0732448141272313
"Q6C7I9",-0.279921363704949,0.34740822352447
"Q6C7D4",-0.621160688047746,0.291756160687922
"Q6C7B6",0.33251725615556,0.566108770574856
"Q6C1P3",-0.371218609211315,0.109078548747345
"Q6BZV7",0.309153826332366,0.195660373256082
"Q6BZT6",-1.49962935897142,0.200063245471641
"A0A1H6PTQ1",-0.599353115579238,0.10043540898213
"Q6CF51",0.341210371000285,0.224315360625638
"Q6C2K5",-0.589533058964227,0.36403686253712
"Q6CFB0",0.441649384521591,0.120435798347085
"Q6CF68",-0.207205609643801,0.632828595753407
"Q6CEE2",0.25147000949398,0.267965463426916
"Q6CEJ8",-0.389333004439452,0.328518672440638
"Q6C0W6",-0.100871485379158,0.734690354862729
"Q6C573",-0.601415472706535,0.0753710279395453
"Q6C557",1.16995771001438,0.171020158026605
"Q6C538",0.744309978508477,0.0913025163893477
"Q6CGI3",-0.236896441973754,0.150100593625796
"Q6CGI7",-0.686089273483406,0.167564373439954
"Q6C5I9",-0.191385815480123,0.217404427954581
"Q6C5M6",0.236877472899391,0.164209918050569
"Q6C6U0",-0.568459192403829,0.267294056096508
"A0A1D8NLC3",-1.22048246802063,0.138478704900334
"Q6C3I4",-0.499107479182525,0.173419394522778
"A0A371CAY6",-0.381583766751706,0.394202917614342
"Q6CFQ6",-0.425591996427682,0.137447750611536
"Q6CAB1",-0.306399428076278,0.475168767946895
"Q6CI00",-0.702144589100581,0.366032220615267
"Q6C2U5",-0.464338260862936,0.470737679809154
"Q6C828",-0.0912208976725187,0.539819619446544
"Q6CB64",0.340001254389113,0.392583772251499
"Q6C4L8",0.518963202646596,0.478794770135969
"Q6C4K8",-0.170112943826502,0.866746546649595
"Q6CFN9",0.233741827318657,0.195182762596658
"Q6CES8",-0.52967669542905,0.119388923622154
"Q6CEQ8",-0.910243105930765,0.173921360977171
"Q6CE29",-0.463718858784984,0.595726921011996
"Q6CE13",-1.91733717772462,0.113525104473438
"Q6C290",-0.180209162770086,0.29770113480169
"Q6C278",-0.187578294998311,0.311462371204724
"Q6C0E7",-1.25960690500873,0.0758200860082864
"Q6CG05",0.315022218905058,0.171235349797645
"Q6CAF5",-0.167507131701316,0.546519889361372
"Q6CAH4",0.289742030074421,0.142761628142068
"Q6C9V4",-0.242659725191307,0.348024686520235
"Q6C454",-0.281216068284376,0.0957697770478989
"A0A371C630",-0.52269179043395,0.188554296959109
"Q6C4N3",0.319745884358199,0.455483446563043
"Q6C4W9",0.322226215812452,0.717499594747788
"Q6CBW8",0.424923467786109,0.130131641617122
"Q6C1F2",0.974629399122389,0.0711550083486433
"Q6C3C5",-0.539076907776027,0.110297813069831
"A0A1D8NPE3",0.178819718504043,0.158791969029892
"Q6C184",-0.662550781818324,0.200063245471641
"Q6C6E2",0.285762989063636,0.226954106569462
"Q6C9A4",0.252212234969341,0.396683512109952
"Q6C178",-0.433346020469154,0.487634384377748
"Q6CD23",0.0181450247248374,0.949752831029627
"Q6CE89",-0.485856707845101,0.0933625853846731
"Q6CAZ9",-0.0702291543667213,0.934801183288812
"Q6CE52",-0.125838767023689,0.771320365784312
"Q6C1S4",-0.546317720350531,0.0758200860082864
"Q6C3S2",-0.186227984024957,0.283225965068725
"Q6C8T5",-0.0930936658407176,0.186065580344592
"Q6C8N1",0.225856681088209,0.0879522404017445
"Q6CCS2",-0.477291247957461,0.105190395559496
"Q6CAT7",-0.204215408750357,0.24401982071012
"Q6CE73",-0.54097889018028,0.475162207721859
"A0A371C207",-0.0919664726984079,0.778709589158113
"Q6CAE0",0.37855236077845,0.218634612834653
"Q6CAD4",0.043147908968393,0.89825490626372
"Q6C8A0",-0.0901481538556097,0.726302912783917
"A0A371C1F1",0.0604088835472796,0.853446156875272
"Q6CA33",-0.517648996519199,0.134939738576043
"Q6CH27",-0.490319232827458,0.262275353932359
"Q6CHF1",0.0186152970077926,0.932582345049257
"Q6C5H0",-0.414375833999087,0.277207146535199
"Q6C8R1",0.142526042365253,0.656102441048854
"Q6CH20",0.0554532772611368,0.832103968831806
"Q6CCA9",-0.46436719669109,0.151119982200261
"Q6C6X2",0.369162165648975,0.112444978440963
"Q6C088",-0.652067811242208,0.160668788334344
"A0A1D8NGH8",-0.151172818161694,0.874126444261497
"Q6C395",0.0386528306846619,0.96306975373861
"Q6C391",-0.643286697164452,0.226954106569462
"Q6C388",-0.136363170481081,0.245390755830025
"Q6C387",-0.757749101681696,0.277207146535199
"Q6C386",-0.0545426960311712,0.791105108560393
"Q6C385",0.723279736612261,0.0955962248299278
"Q6C384",-0.947409282518274,0.216320348535056
"Q6C383",-0.521490183594848,0.336319143072946
"Q6C381",-0.499006470521792,0.254250166593007
"Q6C380",-0.284989716760493,0.513681903071535
"Q6C376",-1.0537472009665,0.174319775814116
"Q6C375",0.503749496726187,0.0879522404017445
"B5RSK5",-0.189107782851891,0.733961608667611
"Q6C374",0.975043997431712,0.165891256428366
"Q6C372",0.140330480798179,0.766697711764647
"Q6C368",-0.649358917073992,0.0864163017210311
"Q6C366",0.177823533650456,0.852592034161172
"A0A1D8NLN1",-0.6791872732957,0.256672561613854
"Q6C360",0.439664883586568,0.418139549193127
"Q6C356",-0.164419741395422,0.173419394522778
"Q6C355",0.313426111208412,0.153845664757648
"Q6C350",0.209563902355095,0.199906373343159
"A0A1D8NLR7",-0.0546575965170997,0.860731339402895
"Q6C345",-0.755480708259139,0.54466905220831
"Q6C343",-0.314120356344618,0.595726921011996
"Q6C342",0.278826589469617,0.097826277698563
"Q6C339",-0.373930135835573,0.362781324811783
"Q6C340",-0.24784618490261,0.244125092167836
"Q6C337",-0.694439595992417,0.284409932951641
"Q6C336",0.647577911466406,0.173124865474152
"Q6C330",-0.40794269617892,0.348024686520235
"Q6C325",0.204520061384473,0.44199886294937
"A0A1H6PMJ2",-0.202882599568178,0.311890608108944
"Q6C321",0.488491877493539,0.125176212896095
"Q6C317",0.905964316435964,0.221134059744638
"Q6C316",-0.205103583317838,0.383810700554209
"Q6C2Z4",-0.250125128193655,0.282885615834462
"Q6C2Z1",0.0611555222011959,0.903503977731657
"A0A371CG63",0.58570476028151,0.271539866119993
"Q6C2Y2",-0.495960661332902,0.184668562296127
"Q6C7K3",0.399931525409061,0.681993938770674
"Q6C7K2",-0.354595695629479,0.408250586001309
"Q6C7K1",-0.275322916643043,0.338475881764778
"Q6C7J9",0.274809942792357,0.544483844075341
"Q6C7J4",-0.881551634090902,0.102697206547164
"Q6C7J2",0.465282544404338,0.1009407672163
"Q6C7J1",0.112118879827458,0.882409691588632
"Q6CG71",-0.285241261552516,0.46815956423303
"Q6C7I8",-0.105130272544266,0.609594647255313
"Q6C7I6",-0.254787024486567,0.307128703711389
"Q6C7I4",0.933060339921072,0.0711550083486433
"Q6C7I2",0.486123990072634,0.191128978308662
"Q6C7I1",-0.223916653584593,0.334452916961854
"Q6C7H1",-0.76434624107302,0.246929657866868
"A0A371CFI7",0.451505503566337,0.281772357569389
"Q6C7H0",0.0459035085571219,0.756041536969405
"Q6C7G4",0.0619126807054589,0.827270395010333
"F2Z650",0.0721510225331334,0.625705503295381
"Q6C7G1",0.405873004128923,0.210339858626355
"Q6C7F8",0.654464926012623,0.260913659697949
"Q6C7F5",1.1239641113132,0.181809423624808
"Q6C7F4",-0.461361016449604,0.101279711886233
"Q6C7E6",0.327289791870364,0.217819728077628
"Q6C7E4",0.408165427495379,0.169846537123654
"Q6C7E0",0.535000431775936,0.0879522404017445
"Q6C7D9",-0.996161363351846,0.151874570464217
"Q6C7D8",-0.132920132792869,0.814229689200916
"Q6C7D5",-0.198791584756523,0.792939799517664
"Q6C7D3",-0.0829538837687582,0.53916192969798
"Q6C7C5",0.717758679440741,0.097826277698563
"Q6C7B1",-0.179563256051117,0.142343677095169
"Q6C7B0",0.583013855028739,0.606007696064292
"Q6C7A9",0.113343717202723,0.805835575033245
"Q6C7A8",-0.410414372428892,0.0908209971108658
"Q6C7A3",-0.287286924331283,0.0979280554524763
"Q6C7A0",0.250307957314225,0.369882981855552
"Q6C796",0.0633813966187964,0.777510252534073
"Q6C788",0.161811354729329,0.292144267295984
"Q6C782",-0.158054604233052,0.750754649030622
"Q6C781",0.256948784942629,0.144429335801718
"Q6C780",0.941321443933501,0.0758200860082864
"Q6C778",0.643486977037525,0.169357691211104
"Q6C776",0.442745642230732,0.0913025163893477
"Q6C773",-0.0945261495658581,0.768192646431506
"Q6C1M6",-0.464422824466885,0.350355849937379
"Q6C1M7",0.247244425976861,0.415476932040909
"Q6C1N0",0.153219118236332,0.632862611640904
"Q6C1N7",-0.636889311811275,0.158791969029892
"Q6C1N8",0.0103848745611239,0.954021648776503
"Q6C1N9",0.0448573938653661,0.909925733990554
"Q6C1Q0",-0.215076119399244,0.854932121332306
"Q6C1Q1",-0.0974485516971342,0.72910768825033
"Q6C1Q2",-0.153166552494218,0.336159541313421
"Q6C1Q3",1.18401648494717,0.107976944672545
"Q6C1Q4",-1.1148856180436,0.0864163017210311
"Q6C1Q6",-0.23379893588032,0.672435874492971
"Q6C1Q7",0.0141052289687651,0.919921567966881
"Q6C1Q8",0.385671047050119,0.245441633377098
"Q6C1Q9",-0.491429728364157,0.120435798347085
"Q6C1R0",-0.177413071574946,0.815721930159892
"Q6C1R3",0.166815363986679,0.67003947305925
"Q6C1R6",-0.357046682092818,0.218434135020072
"Q6C1R7",-0.208784613770818,0.233891680096137
"Q6C1R8",-0.750369008974333,0.180567888695363
"Q6C1R9",-0.320763019544384,0.102548343681793
"Q6CDQ9",-1.31855615203162,0.129371299044529
"Q6CDR2",0.165492703422354,0.570096300261334
"Q6CDR3",-0.605071371887239,0.177443809711596
"Q6CDR6",-0.60236296517345,0.229260808768297
"Q6CDS0",-0.280060663131681,0.323574668729309
"Q6CDS3",-1.00061470833819,0.128115428144181
"Q6CDT5",-0.391826781145076,0.144088863621948
"Q6CDU0",-1.02889815820032,0.121669385726024
"Q6CDU1",-0.933612244547764,0.0732448141272313
"Q6CDU5",-0.239121811462335,0.436562826283186
"Q6CDU7",0.198913134980307,0.267294056096508
"Q6CDU9",-0.432518559895401,0.274266488873878
"Q6CDV2",-0.426888061306106,0.637882043128623
"Q6CDW2",0.279755443368968,0.199590857291982
"Q6CDW3",-0.131639056126157,0.819512816694963
"Q6CDW5",-0.461727076816959,0.216852760296974
"Q6CDW6",-0.269509542148336,0.715779526403123
"Q6C9G7",0.351486738478425,0.361209888121131
"Q6C9H1",-0.0984078543477546,0.803158542840326
"A0A371CEU2",0.480339272228439,0.100310911152303
"B5FVE6",0.434665610265605,0.146314397991787
"Q6C9H7",-0.141937889812407,0.376267755268189
"Q6C9H9",-0.423144527796664,0.109078548747345
"Q6CG62",-0.258000946871447,0.407081918330571
"Q6C9I1",0.159466480168,0.350445174426494
"Q6C9I3",-0.845180402117293,0.271122552551515
"Q6C9I9",-0.483352483204583,0.24574277676238
"Q6C9J0",0.520714067489314,0.163801400431316
"Q6C9J1",-0.142680597364129,0.47597318250089
"Q6C9J2",-0.467191650206962,0.567407384675611
"Q6C9J3",0.00693165743195246,0.955099479968868
"Q6C9J5",0.591701227840799,0.443742289083347
"A0A1D8NE19",-0.276191733233493,0.260913659697949
"Q6BZZ2",-0.426940110061253,0.412234906919443
"B5RSM3",0.0939814669073673,0.805222246852016
"Q6BZY9",-0.306046325322238,0.241798497726669
"Q6BZY7",0.0602147304719036,0.897360249994092
"Q6BZY6",-1.09423935945279,0.155485335331689
"Q6BZY5",0.0735838782095689,0.804390431999874
"Q6BZY1",-0.0849376021809279,0.623036797481404
"Q6BZX9",-1.89278645620365,0.101279711886233
"Q6BZX6",-0.0740724701097643,0.751846001417741
"Q6BZX3",-0.612599462896164,0.653827172224135
"Q6BZX2",-0.172916058668096,0.240017515065627
"Q6BZX1",-0.0481722941994723,0.84120920063576
"Q6BZW7",-0.304872823470637,0.362781324811783
"B5RSM6",0.936675316265783,0.173419394522778
"Q6BZW2",-1.84655979266721,0.137304405515339
"Q6BZW1",-0.536397819780993,0.132371072234483
"Q6C244",-0.417914726973117,0.377110225544902
"Q6BZW0",0.904204720185941,0.0435302559609996
"Q6BZV9",-0.300459250006963,0.469679550754888
"Q6BZV8",-0.100256297189852,0.602798486112216
"Q6BZV4",0.3889012442779,0.394275699628139
"A0A1D8NQL5",-0.979756708254822,0.0798390280205551
"Q6BZV1",-0.0729259737624612,0.932017653331373
"Q6BZU8",-0.0476750735216928,0.570837443871145
"Q6BZU0",-0.433758513307694,0.251112739501885
"Q6C5U0",1.70420822391162,0.104118978431547
"Q6C5U1",-0.732986507461282,0.123048467427274
"Q6C5U4",-0.0272650817672396,0.874126444261497
"Q6C5U7",0.326306431357856,0.19192261063703
"Q6C5V2",-0.319060556904385,0.562916875103528
"A0A1D8NII9",-0.812545607742206,0.24401982071012
"A0A1H6PU01",-0.138626312298784,0.216228064415791
"Q6C5V8",-0.21536899138368,0.183738974569684
"Q6C5W0",-0.0312862352319212,0.891432227795835
"Q6C5W2",0.179236871914471,0.527352509684115
"Q6C5W5",-0.195022429359519,0.109078548747345
"Q6C5W6",-0.740735663636606,0.29241540731662
"Q6C5W7",0.0429633079756887,0.686169308280121
"Q6C5X3",-0.440162769320548,0.139225123006111
"Q6C5X4",-1.58279377551704,0.0879522404017445
"Q6C5X5",0.319504158586871,0.462589494492513
"Q6C5X8",0.0738374284583497,0.820755917607399
"Q6C5X9",0.572298466336479,0.109078548747345
"Q6C5Y2",-0.423214725683994,0.716105605396759
"A0A1D8NID4",-0.557844530142043,0.26268349183948
"Q6C5Y4",0.397298210623122,0.263632592165668
"Q6C5Y5",0.190063139735789,0.257649343474114
"Q6C5Y6",-0.540284441658403,0.272323233782442
"Q6C5Z1",-0.0544784183642024,0.771320365784312
"Q6C5Z2",0.198084751425477,0.491730397333461
"Q6C5Z3",-0.892736738397052,0.260913659697949
"Q6C5Z5",0.292147521771627,0.283225965068725
"Q6C5Z7",-0.682273203054128,0.0711550083486433
"Q6C600",0.272437931664439,0.419511123161587
"Q6C605",0.657922734440611,0.182809082452394
"Q6C607",-0.75304485858829,0.504820929946939
"Q6C608",0.503137854961238,0.144088863621948
"Q6C610",-0.281703157278021,0.260913659697949
"Q6C611",-0.722076525991849,0.106383301447243
"Q6C614",0.209269103821154,0.791105108560393
"Q6C615",-0.544470607141563,0.173757175015089
"Q6C617",-0.668035992068141,0.119154737143946
"Q6C620",-0.0800857991662241,0.759242216027118
"Q6C621",0.0534051494318609,0.719887602879099
"Q6C624",0.338245946730131,0.144817933867564
"Q6C625",-0.0323582721365337,0.916358481913897
"Q6C630",0.0898673617881415,0.671425132902477
"A0A1D8NI83",-0.409006836046881,0.477842816971404
"Q6CF65",-0.375775297289201,0.35616054934342
"Q6CF63",0.850172861579652,0.184323980032833
"Q6CF62",-0.755561305669752,0.101914231953409
"Q6CF61",-0.388460378705804,0.169762673029361
"Q6CF55",-0.244860197951722,0.768192646431506
"A0A371CEV4",0.202020656507561,0.639563601541896
"Q6CF46",0.793637806386604,0.0982475095591106
"Q6CF39",-0.743397976304384,0.10715247817955
"Q6CF37",0.0880319207872137,0.652829058820397
"Q6CF36",0.0449513838331297,0.83014051025575
"Q6CF32",0.195117337920503,0.440023261079814
"Q6CF31",-0.769313611981756,0.0933538382042624
"Q6CF30",0.0884146961373654,0.732129164802744
"Q6CF28",0.282671536453528,0.291703220104184
"Q6CF23",-0.0349519928868905,0.686515490656919
"Q6CF17",-0.210697698295253,0.765822038169253
"W0TYP2",-0.681098881830482,0.164209918050569
"Q6CF08",0.87190153694852,0.0908209971108658
"Q6CF06",-1.1429959214329,0.145412321937547
"Q6CF05",0.148345019450698,0.372607149322001
"Q6CF03",-0.36908461007709,0.101279711886233
"Q6CF01",-0.0205448471613702,0.963721466184446
"Q6CF00",0.0204941664789911,0.886340235166573
"Q6CEZ9",0.510007508799338,0.178482124884048
"Q6CEZ7",-0.264902688631254,0.471913010210632
"Q6CEZ3",-0.357547869398987,0.295218857747365
"Q6CEZ2",0.0716046654420639,0.771794482676212
"Q6CEZ1",-0.696195416119391,0.271537804276696
"Q6CEY6",-0.388771733444156,0.153228687349854
"Q6CEY4",-0.31501563738496,0.240017515065627
"Q6CEY2",0.624808504969528,0.277092226970073
"Q6C2D8",-0.115579511489588,0.626471614446285
"Q6C2E0",0.788408108475929,0.142750889362208
"Q6C2E1",-0.204823024774082,0.47597318250089
"Q6C2E5",0.345748937437995,0.112298832077549
"Q6C2F0",-0.260042713385262,0.0758200860082864
"Q6C2F1",0.30812145742408,0.141226011868067
"Q6C2F7",-0.111704318621734,0.42840079811474
"Q6C2F8",0.317837149571447,0.206771247853059
"Q6C2G0",-0.460499134479099,0.148114725709727
"Q6C2G8",0.518473516416389,0.519871076519134
"Q6C2G9",0.0260399322173377,0.848604258154829
"Q6C2H0",0.418797739820596,0.715737763915118
"Q6C2H1",-0.925424601803982,0.421792656026379
"Q6C2H5",0.116174739776794,0.350727377789228
"Q6C2H6",0.0201020581889086,0.958300177973076
"Q6C2I0",-0.0786175407037497,0.784069413221617
"Q6C2I5",0.158693112937588,0.680420946042304
"Q6C2I6",-0.75043546880763,0.519793775341062
"Q6C2J0",0.117376430933389,0.665275155023259
"Q6C2J2",0.121366341961247,0.406585754966998
"Q6C2J3",-0.984625937389018,0.375707768227422
"Q6C2J4",-0.118525443069325,0.683853960223002
"Q6C2J6",-0.103382557140101,0.637728406852186
"Q6C2K1",0.0340400325032531,0.906642967250647
"Q6C240",-0.416007258235229,0.236264539705767
"Q6C2K6",-0.532654969207618,0.147476149530279
"Q6C2K7",-0.467310562603246,0.471314610344388
"B5RSL1",0.341541113531742,0.24574277676238
"Q6C2L7",-0.869707329090662,0.110984193442551
"Q6C2M0",0.646351596812452,0.116030368500204
"Q6C2M1",-0.428565590529683,0.188850261048494
"Q6C2M3",0.253082648123463,0.599914092006312
"Q6CFC9",-0.128911985177984,0.396683512109952
"Q6CFC7",0.156835507235719,0.853158312051884
"Q6CFB7",-1.06513990650493,0.174250181451547
"Q6CFB6",1.90698991188141,0.00376821153756481
"Q6CFB4",-0.457560250825239,0.651181323282859
"Q6CFB1",0.674206276526879,0.0864163017210311
"Q6CFA9",0.134650678980474,0.418840567896233
"Q6CFA8",0.295111426414276,0.167527620412087
"Q6CFA5",-0.487348860090232,0.218434135020072
"Q6CFA4",-0.190332812518141,0.504311886445771
"Q6CFA1",-0.279029608039089,0.495079906128598
"Q6CF99",-0.273066503968118,0.421757783662374
"Q6CF97",-0.154422585116224,0.623036797481404
"Q6CF94",-0.22748573202723,0.650742493899959
"Q6CF93",0.381822181663446,0.277207146535199
"Q6CF92",0.217397555528218,0.698720352943154
"Q6CF88",-0.538752299894203,0.173419394522778
"Q6CF81",-0.00992759937694823,0.909925733990554
"Q6CF80",0.319130121560204,0.374806872757705
"Q6CF79",-1.53358337584055,0.120435798347085
"Q6CF67",0.200285121735705,0.409471404368314
"Q6CEB7",0.390489656671619,0.210339858626355
"Q6CEB9",-0.359474583587162,0.384891405585148
"Q6CEC6",-0.292518000907708,0.191770727079164
"Q6CEC7",-0.0858722861049929,0.755185433222051
"Q6CED0",0.386882684448236,0.394277268825214
"Q6CED4",0.173505954747619,0.342631449710017
"Q6CED6",-0.0338241976491,0.722261448018686
"Q6CEE4",-0.416412396291449,0.307052382191539
"Q6CEE5",0.386571684262807,0.472807268163616
"Q6CEE6",-0.349907829564143,0.241398738966078
"Q6CEF2",-0.241611541133425,0.558440047020587
"Q6CEF9",-0.167554280745485,0.722261448018686
"Q6CEG0",0.447408528256064,0.780787702551456
"Q6CEG1",-0.3204734085021,0.218684259500472
"Q6CEG4",-0.0688496219499487,0.704853348266013
"Q6CEG5",-0.284912015674738,0.201039577047639
"Q6CEG9",0.262136439919288,0.368921726301183
"Q6CEH0",0.0550875316456273,0.276677155844634
"Q6CEH1",-0.629008672562014,0.120435798347085
"Q6CEH8",0.438503925205371,0.216320348535056
"Q6C234",0.0900849636236603,0.170340609364767
"Q6CEI3",-0.149216071050779,0.832348538192603
"A0A1D8N801",0.555127382385468,0.412835151403887
"Q6CEJ0",-0.159907560325227,0.624445485877943
"Q6CEJ3",0.579961214204876,0.280572783788334
"Q6CEJ7",-0.826505836511126,0.0525176777601406
"Q6CEJ9",0.562211634486096,0.0673488422698846
"Q6C0X5",-0.302689260420566,0.245390755830025
"Q6C0W9",-0.928164988399274,0.0525176777601406
"Q6C0W5",0.541025188263688,0.753191766528232
"Q6C0W3",-0.232715765503999,0.756041536969405
"Q6C0V9",0.276061889683671,0.519665213397368
"Q6C0U3",0.367545274758168,0.173921360977171
"A0A1H6PNY8",-0.383859265226391,0.157124533183818
"Q6C0T8",-0.190271295098181,0.669200299925513
"Q6C0T3",0.0478485950880534,0.873538404015672
"Q6C0S9",-0.104939308000671,0.915773779133019
"Q6C0S7",-0.210546030551681,0.358706616675108
"Q6C0S5",-0.579467859129508,0.16853518797752
"Q6C0S4",-0.218606835434505,0.433733419387559
"Q6C0S2",-0.0615890565086013,0.904379414761714
"Q6C0R8",-0.731399862218883,0.219110294261143
"Q6C0R7",-0.133412547428865,0.432396706867461
"Q6C0R4",0.273589455398577,0.169973897608636
"Q6C0R2",0.199330055164237,0.777510252534073
"Q6C0Q9",0.0465147588822381,0.815873818703557
"Q6C0Q5",-0.0684029544917553,0.829749724665737
"Q6C0Q4",-0.856201655213277,0.3011794633108
"Q6C0Q3",0.346896907604491,0.392308378921195
"Q6C0Q1",-0.176050302599446,0.220147054157162
"A0A1D8NPN5",-0.429469632989978,0.336472094862939
"Q6C0P8",-0.328126075568366,0.16542608674556
"Q6C0P7",0.164774283670664,0.297843664937282
"Q6C0P6",-0.314074040010768,0.398928228242519
"Q6C0P4",1.44262981207192,0.251758392617022
"Q6C579",-0.681314050573374,0.139225123006111
"Q6C578",-0.617494198307945,0.218634612834653
"Q6C572",0.420910214614692,0.727981652912201
"Q6C569",0.434618256570789,0.0919045247521411
"Q6C567",-0.439983993416877,0.233891680096137
"Q6C566",0.0805781061826353,0.36403686253712
"Q6C565",0.67638465341771,0.130783202007649
"Q6C563",0.0899626244045057,0.631170874522156
"Q6C552",0.340349892822715,0.144534075778552
"Q6C551",0.328882518075269,0.0879522404017445
"Q6C544",-0.164586071154712,0.838666200080404
"A0A1D8NJD0",0.0441438664452606,0.865315508327825
"A0A1D8NJD6",0.447756188689052,0.0988379486415611
"Q6C540",-0.26860766832242,0.147476149530279
"Q6C535",-0.164345280711827,0.874126444261497
"Q6C527",-0.120647362233519,0.811020466832437
"Q6C524",-0.149097156751503,0.491854342717563
"Q6C518",-0.221597908445871,0.457311924712295
"Q6C517",0.0725704981162256,0.875879235189993
"Q6C516",-0.134217988807365,0.209854750626291
"Q6C515",-0.508441981039923,0.338475881764778
"Q6C509",0.0633888119157681,0.661241104588472
"Q6C508",-0.664071523575278,0.0879522404017445
"Q6C501",-0.548294617342453,0.173757175015089
"Q6C428",-0.6891857152254,0.0933625853846731
"Q6C426",-0.507816229975236,0.210339858626355
"Q6C425",0.450265247640235,0.504311886445771
