"Name","Genes (tot)","Stat (dist.dir.up)","p (dist.dir.up)","p adj (dist.dir.up)","Stat (dist.dir.dn)","p (dist.dir.dn)","p adj (dist.dir.dn)","Stat (non-dir.)","p (non-dir.)","p adj (non-dir.)","Genes (up)","Stat (mix.dir.up)","p (mix.dir.up)","p adj (mix.dir.up)","Genes (down)","Stat (mix.dir.dn)","p (mix.dir.dn)","p adj (mix.dir.dn)"
"SNARE binding [GO:0000149]",17,0.43855,0.060194,0.60462,0.56145,0.93991,1,0.2853,0.050595,0.60916,11,0.35276,0.24728,0.9993,6,0.16163,0.010099,0.41957
"SNAP receptor activity [GO:0005484]",15,0.24133,0.00039996,0.045895,0.75867,0.9997,1,0.27985,0.049195,0.60916,13,0.28606,0.047395,0.79644,2,0.23948,0.28627,0.92564
"Golgi to vacuole transport [GO:0006896]",8,0.53969,0.41786,1,0.46031,0.58224,0.91838,0.36229,0.39136,0.9995,3,0.25556,0.19358,0.9993,5,0.42634,0.67013,0.9998
"vesicle fusion [GO:0006906]",14,0.1908,9.999e-05,0.015298,0.8092,1,1,0.2925,0.082992,0.72506,13,0.28606,0.047395,0.79644,1,0.37627,0.59154,0.9998
"macroautophagy [GO:0016236]",16,0.59834,0.65863,1,0.40166,0.34147,0.7273,0.4649,0.86181,0.9995,5,0.45855,0.65763,0.9993,11,0.46779,0.86061,0.9998
"vesicle fusion with Golgi apparatus [GO:0048280]",5,0.41558,0.16368,0.87811,0.58442,0.83642,1,0.25044,0.12909,0.82612,3,0.23466,0.16458,0.9993,2,0.27411,0.35166,0.92896
"ER to Golgi transport vesicle membrane [GO:0012507]",12,0.67053,0.87111,1,0.32947,0.12899,0.4236,0.3346,0.23608,0.94584,3,0.35131,0.36926,0.9993,9,0.32904,0.29277,0.92564
"SNARE complex [GO:0031201]",17,0.22079,9.999e-05,0.015298,0.77921,1,1,0.26264,0.023298,0.48139,15,0.26573,0.019998,0.7611,2,0.23948,0.28627,0.92564
"glutathione transferase activity [GO:0004364]",7,0.67457,0.80642,1,0.32543,0.19368,0.55502,0.46115,0.74543,0.9995,2,0.668,0.88351,0.9993,5,0.37841,0.52185,0.98142
"MAPK cascade [GO:0000165]",7,0.69162,0.84332,1,0.30838,0.15678,0.48789,0.5836,0.96,0.9995,1,0.88395,0.91751,0.9993,6,0.53354,0.91321,0.9998
"nucleocytoplasmic transport [GO:0006913]",10,0.45799,0.15758,0.87811,0.54201,0.84252,1,0.27748,0.086991,0.72598,6,0.32788,0.24528,0.9993,4,0.20187,0.088091,0.78857
"enzyme regulator activity [GO:0030234]",7,0.72219,0.89911,1,0.27781,0.10099,0.37383,0.39619,0.52085,0.9995,1,0.442,0.59884,0.9993,6,0.38855,0.55364,0.99489
"proteasome storage granule [GO:0034515]",12,0.59654,0.63244,1,0.40346,0.36766,0.75199,0.50667,0.92271,0.9995,5,0.63971,0.958,0.9993,7,0.41164,0.63974,0.9998
"proteasome regulatory particle, base subcomplex [GO:0008540]",9,0.54548,0.42626,1,0.45452,0.57384,0.91807,0.53044,0.92671,0.9995,4,0.57409,0.86221,0.9993,5,0.49552,0.83752,0.9998
"aminopeptidase activity [GO:0004177]",17,0.70644,0.9642,1,0.29356,0.035896,0.21458,0.32888,0.17578,0.91169,4,0.45122,0.61814,0.9993,13,0.29123,0.11779,0.78857
"glycolytic process [GO:0006096]",12,0.36516,0.018198,0.36716,0.63484,0.9819,1,0.31604,0.16948,0.89934,8,0.28476,0.09959,0.9993,4,0.37858,0.52855,0.98236
"RNA export from nucleus [GO:0006405]",9,0.40185,0.076192,0.68531,0.59815,0.92391,1,0.29234,0.13139,0.82612,5,0.18643,0.030197,0.77942,4,0.42472,0.64794,0.9998
"'de novo' NAD biosynthetic process from tryptophan [GO:0034354]",5,0.31288,0.049495,0.56796,0.68712,0.9506,1,0.36866,0.44666,0.9995,4,0.37151,0.40276,0.9993,1,0.35724,0.57264,0.99764
"protein phosphatase type 2A complex [GO:0000159]",6,0.86494,0.9929,1,0.13506,0.0071993,0.080816,0.27013,0.14469,0.84238,0,NA,NA,NA,6,0.27013,0.16768,0.83185
"preribosome, small subunit precursor [GO:0030688]",13,0.48837,0.20168,0.88513,0.51163,0.79842,1,0.52634,0.9552,0.9995,6,0.46166,0.66373,0.9993,7,0.58178,0.973,0.9998
"protein homodimerization activity [GO:0042803]",6,0.47175,0.23788,0.9253,0.52825,0.76222,1,0.49971,0.83392,0.9995,2,0.1648,0.13129,0.9993,4,0.66716,0.9764,0.9998
"transcription cis-regulatory region binding [GO:0000976]",11,0.52639,0.35946,1,0.47361,0.64064,0.96208,0.37429,0.43536,0.9995,4,0.21221,0.079292,0.98633,7,0.4669,0.80812,0.9998
"PAM complex, Tim23 associated import motor [GO:0001405]",5,0.4973,0.32877,1,0.5027,0.67133,0.98922,0.66304,0.9795,0.9995,2,0.57206,0.78582,0.9993,3,0.72369,0.9793,0.9998
"ubiquitin ligase complex [GO:0000151]",6,0.71425,0.87051,1,0.28575,0.12959,0.4236,0.26345,0.13039,0.82612,1,0.07582,0.031397,0.77942,5,0.30098,0.27157,0.91962
"ribosomal small subunit biogenesis [GO:0042274]",20,0.49948,0.19068,0.87962,0.50052,0.80942,1,0.41825,0.66573,0.9995,9,0.35245,0.27027,0.9993,11,0.47208,0.86991,0.9998
"ATP biosynthetic process [GO:0006754]",13,0.68371,0.90961,1,0.31629,0.090491,0.35349,0.47314,0.85281,0.9995,3,0.65455,0.91911,0.9993,10,0.41871,0.69533,0.9998
"proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]",5,0.51599,0.37106,1,0.48401,0.62904,0.9582,0.43352,0.64434,0.9995,2,0.33188,0.39086,0.9993,3,0.50128,0.78182,0.9998
"protein localization [GO:0008104]",16,0.58123,0.57444,1,0.41877,0.42566,0.81748,0.37185,0.40296,0.9995,6,0.37906,0.39746,0.9993,10,0.36752,0.46175,0.96137
"nuclease activity [GO:0004518]",6,0.71115,0.86551,1,0.28885,0.13459,0.43351,0.42317,0.62844,0.9995,2,0.76819,0.94511,0.9993,4,0.25066,0.17948,0.85888
"protein targeting to vacuole [GO:0006623]",15,0.6138,0.72373,1,0.3862,0.27637,0.66524,0.41756,0.64594,0.9995,5,0.46775,0.68213,0.9993,10,0.39246,0.57794,0.9998
"vacuolar transport [GO:0007034]",21,0.46646,0.091791,0.71119,0.53354,0.90831,1,0.30641,0.071093,0.71718,12,0.33441,0.16948,0.9993,9,0.26907,0.09859,0.78857
"protein secretion [GO:0009306]",6,0.63613,0.69393,1,0.36387,0.30617,0.6992,0.41484,0.60204,0.9995,2,0.53065,0.72233,0.9993,4,0.35694,0.46905,0.96994
"microautophagy [GO:0016237]",5,0.55925,0.48015,1,0.44075,0.51995,0.8872,0.50898,0.82582,0.9995,2,0.53436,0.72963,0.9993,3,0.49206,0.76602,0.9998
"ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162]",5,0.32437,0.057994,0.59819,0.67563,0.94211,1,0.43248,0.64114,0.9995,4,0.42576,0.55124,0.9993,1,0.45935,0.66163,0.9998
"protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]",11,0.57686,0.55364,1,0.42314,0.44646,0.8263,0.41971,0.64354,0.9995,5,0.53077,0.82242,0.9993,6,0.32716,0.33387,0.92896
"late endosome to vacuole transport [GO:0045324]",10,0.39957,0.058794,0.5997,0.60043,0.94131,1,0.40601,0.57464,0.9995,7,0.43225,0.58654,0.9993,3,0.34478,0.43336,0.9556
"clathrin adaptor activity [GO:0035615]",6,0.75383,0.92711,1,0.24617,0.072993,0.31459,0.23497,0.077592,0.72506,1,0.22786,0.39176,0.9993,5,0.23639,0.11489,0.78857
"clathrin-dependent endocytosis [GO:0072583]",6,0.55024,0.44746,1,0.44976,0.55264,0.90482,0.42765,0.64354,0.9995,3,0.52813,0.75522,0.9993,3,0.32717,0.39216,0.94469
"cell periphery [GO:0071944]",8,0.62109,0.68343,1,0.37891,0.31667,0.71177,0.38392,0.47925,0.9995,3,0.50146,0.71203,0.9993,5,0.3134,0.30857,0.92606
"incipient cellular bud site [GO:0000131]",7,0.5673,0.50045,1,0.4327,0.49965,0.8676,0.58866,0.9627,0.9995,2,0.51571,0.69513,0.9993,5,0.61783,0.9738,0.9998
"aminoacyl-tRNA editing activity [GO:0002161]",8,0.56319,0.49515,1,0.43681,0.50495,0.86969,0.33793,0.29777,0.9995,3,0.28575,0.23908,0.9993,5,0.36923,0.49215,0.97332
"aminoacyl-tRNA ligase activity [GO:0004812]",30,0.61414,0.79482,1,0.38586,0.20528,0.57629,0.34219,0.15908,0.88787,10,0.35571,0.27867,0.9993,20,0.33542,0.24198,0.91962
"aminoacyl-tRNA metabolism involved in translational fidelity [GO:0106074]",9,0.58325,0.56134,1,0.41675,0.43876,0.82537,0.35733,0.36076,0.9995,3,0.28575,0.23908,0.9993,6,0.39313,0.57244,0.99764
"protein refolding [GO:0042026]",18,0.57794,0.56704,1,0.42206,0.43306,0.82271,0.43622,0.76092,0.9995,8,0.54111,0.89351,0.9993,10,0.35232,0.38616,0.94469
"protein kinase binding [GO:0019901]",17,0.70219,0.9597,1,0.29781,0.040396,0.22948,0.35618,0.30477,0.9995,3,0.32158,0.30687,0.9993,14,0.36359,0.42216,0.95488
"autophagy of mitochondrion [GO:0000422]",9,0.5658,0.49915,1,0.4342,0.50095,0.8676,0.35609,0.35536,0.9995,3,0.23154,0.16008,0.9993,6,0.41836,0.65063,0.9998
"reticulophagy [GO:0061709]",8,0.35621,0.040296,0.5176,0.64379,0.9598,1,0.36622,0.40646,0.9995,6,0.38576,0.42156,0.9993,2,0.30759,0.41156,0.94514
"phagophore assembly site membrane [GO:0034045]",6,0.65729,0.75012,1,0.34271,0.24998,0.63217,0.48951,0.81182,0.9995,1,0.41223,0.57364,0.9993,5,0.50496,0.85431,0.9998
"positive regulation of transcription by RNA polymerase I [GO:0045943]",6,0.71435,0.87061,1,0.28565,0.12949,0.4236,0.48904,0.81062,0.9995,1,0.75319,0.81422,0.9993,5,0.43621,0.69623,0.9998
"iron-sulfur cluster assembly [GO:0016226]",13,0.59654,0.63564,1,0.40346,0.36446,0.75199,0.48879,0.89231,0.9995,6,0.65537,0.9792,0.9993,7,0.34601,0.38676,0.94469
"metalloexopeptidase activity [GO:0008235]",5,0.41247,0.15888,0.87811,0.58753,0.84122,1,0.45568,0.70543,0.9995,3,0.40052,0.48425,0.9993,2,0.53841,0.80022,0.9998
"pyrimidine nucleotide biosynthetic process [GO:0006221]",7,0.76621,0.9504,1,0.23379,0.049695,0.25079,0.26696,0.10919,0.78926,1,0.29784,0.47125,0.9993,6,0.26181,0.14439,0.78857
"fatty acyl-CoA hydrolase activity [GO:0047617]",5,0.39568,0.13369,0.84058,0.60432,0.86641,1,0.098657,0.00029997,0.068843,3,0.07502,0.00029997,0.12809,2,0.13411,0.073093,0.77939
"protein-folding chaperone binding [GO:0051087]",17,0.49179,0.17768,0.87962,0.50821,0.82242,1,0.5243,0.9746,0.9995,9,0.53522,0.89891,0.9993,8,0.51202,0.91801,0.9998
"chaperone cofactor-dependent protein refolding [GO:0051085]",13,0.49138,0.21048,0.88513,0.50862,0.78962,1,0.4069,0.58454,0.9995,8,0.5041,0.81612,0.9993,5,0.2514,0.14689,0.78857
"Golgi vesicle transport [GO:0048193]",7,0.74106,0.92241,1,0.25894,0.077692,0.32669,0.50352,0.85141,0.9995,1,0.94972,0.969,0.9993,6,0.42916,0.68003,0.9998
"TRAPP complex [GO:0030008]",5,0.75645,0.90561,1,0.24355,0.094491,0.36294,0.4871,0.78542,0.9995,0,NA,NA,NA,5,0.4871,0.82302,0.9998
"metalloaminopeptidase activity [GO:0070006]",11,0.78225,0.9917,1,0.21775,0.0083992,0.082026,0.27146,0.069193,0.70985,1,0.097826,0.075692,0.98633,10,0.28883,0.13909,0.78857
"protein polyubiquitination [GO:0000209]",6,0.71376,0.87011,1,0.28624,0.12999,0.4236,0.57248,0.93911,0.9995,0,NA,NA,NA,6,0.57248,0.9529,0.9998
"late endosome [GO:0005770]",11,0.7302,0.9591,1,0.2698,0.040996,0.22948,0.37662,0.44696,0.9995,2,0.55182,0.75792,0.9993,9,0.33769,0.32987,0.92896
"catalytic activity, acting on a tRNA [GO:0140101]",9,0.50842,0.30627,0.98998,0.49158,0.69383,1,0.28909,0.12229,0.82213,4,0.21916,0.089791,0.9993,5,0.34503,0.40886,0.94514
"tRNA aminoacylation for protein translation [GO:0006418]",15,0.62471,0.76602,1,0.37529,0.23408,0.61853,0.33021,0.19608,0.92718,5,0.36946,0.39426,0.9993,10,0.31059,0.21028,0.89462
"pantothenate biosynthetic process [GO:0015940]",5,0.60363,0.59784,1,0.39637,0.40226,0.79414,0.6208,0.9599,0.9995,3,0.85672,0.9967,0.9993,2,0.26692,0.33767,0.92896
"polyubiquitin modification-dependent protein binding [GO:0031593]",6,0.58691,0.55564,1,0.41309,0.44446,0.82593,0.55713,0.92271,0.9995,3,0.73095,0.968,0.9993,3,0.3833,0.52985,0.98236
"mitochondrial fission [GO:0000266]",7,0.61064,0.63494,1,0.38936,0.36516,0.75199,0.4795,0.79792,0.9995,2,0.47636,0.62324,0.9993,5,0.48075,0.81022,0.9998
"peroxisome fission [GO:0016559]",7,0.49174,0.26927,0.96184,0.50826,0.73083,1,0.24176,0.066093,0.70551,3,0.096121,0.0023998,0.32259,4,0.35099,0.44956,0.9556
"mitochondrial outer membrane [GO:0005741]",24,0.69139,0.9736,1,0.30861,0.026497,0.17626,0.35561,0.25557,0.9655,5,0.37212,0.40266,0.9993,19,0.35127,0.33737,0.92896
"proton transmembrane transporter activity [GO:0015078]",6,0.65788,0.75162,1,0.34212,0.24848,0.63011,0.54479,0.90991,0.9995,2,0.79083,0.9554,0.9993,4,0.42176,0.64034,0.9998
"proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]",9,0.71658,0.92051,1,0.28342,0.079592,0.32912,0.47388,0.80822,0.9995,2,0.79083,0.9554,0.9993,7,0.38333,0.53415,0.98236
"intracellular membraneless organelle [GO:0043232]",6,0.52291,0.37336,1,0.47709,0.62674,0.95731,0.31813,0.27707,0.99356,3,0.36394,0.39856,0.9993,3,0.27232,0.27157,0.91962
"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000466]",10,0.55536,0.46255,1,0.44464,0.53755,0.89396,0.34423,0.29817,0.9995,4,0.31868,0.26307,0.9993,6,0.36127,0.45205,0.9556
"regulation of translation [GO:0006417]",15,0.56445,0.50265,1,0.43555,0.49745,0.8676,0.30304,0.10239,0.78328,7,0.39136,0.43896,0.9993,8,0.22576,0.040896,0.6922
"sulfate assimilation [GO:0000103]",7,0.27621,0.012699,0.31538,0.72379,0.9874,1,0.29465,0.16818,0.89763,6,0.32745,0.24418,0.9993,1,0.097826,0.087291,0.78857
"carboxy-lyase activity [GO:0016831]",12,0.69074,0.91351,1,0.30926,0.086591,0.34382,0.32166,0.18768,0.92266,3,0.40628,0.50075,0.9993,9,0.29345,0.16278,0.8175
"mRNA 3'-UTR AU-rich region binding [GO:0035925]",6,0.65371,0.74033,1,0.34629,0.25977,0.64979,0.42189,0.62454,0.9995,2,0.59396,0.81632,0.9993,4,0.33585,0.40376,0.94514
"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000467]",9,0.71806,0.92181,1,0.28194,0.078292,0.32669,0.35444,0.34737,0.9995,2,0.52876,0.71983,0.9993,7,0.30464,0.23988,0.91962
"rRNA catabolic process [GO:0016075]",6,0.78084,0.9525,1,0.21916,0.047595,0.25038,0.19767,0.033397,0.53786,1,0.27806,0.44886,0.9993,5,0.18159,0.035796,0.67378
"U4 snRNA 3'-end processing [GO:0034475]",8,0.77869,0.9722,1,0.22131,0.027897,0.18358,0.26213,0.081892,0.72506,1,0.27806,0.44886,0.9993,7,0.25986,0.11459,0.78857
"nuclear mRNA surveillance [GO:0071028]",8,0.7671,0.9641,1,0.2329,0.035996,0.21458,0.28532,0.13329,0.82922,1,0.27806,0.44886,0.9993,7,0.28636,0.18158,0.85993
"nuclear polyadenylation-dependent rRNA catabolic process [GO:0071035]",10,0.79123,0.9895,1,0.20877,0.010599,0.098281,0.37344,0.42806,0.9995,1,0.77946,0.83752,0.9993,9,0.32833,0.29027,0.92564
"TRAMP-dependent tRNA surveillance pathway [GO:0071038]",9,0.71806,0.92181,1,0.28194,0.078292,0.32669,0.35444,0.34737,0.9995,2,0.52876,0.71983,0.9993,7,0.30464,0.23988,0.91962
"nuclear exosome (RNase complex) [GO:0000176]",9,0.61886,0.68873,1,0.38114,0.31137,0.70298,0.35907,0.36746,0.9995,3,0.39517,0.47145,0.9993,6,0.34101,0.38296,0.94469
"cytoplasmic exosome (RNase complex) [GO:0000177]",7,0.6569,0.76422,1,0.3431,0.23588,0.62044,0.41693,0.59874,0.9995,2,0.52876,0.71983,0.9993,5,0.3722,0.50075,0.98025
"exosome (RNase complex) [GO:0000178]",7,0.76667,0.951,1,0.23333,0.049095,0.25038,0.40365,0.55164,0.9995,1,0.77946,0.83752,0.9993,6,0.34101,0.38296,0.94469
"oxidoreductase activity, acting on NAD(P)H [GO:0016651]",7,0.73773,0.91811,1,0.26227,0.081992,0.33453,0.37748,0.44836,0.9995,1,0.48527,0.64044,0.9993,6,0.35951,0.44476,0.9556
"microtubule-based process [GO:0007017]",7,0.57551,0.52705,1,0.42449,0.47305,0.84139,0.50461,0.85301,0.9995,2,0.39735,0.48785,0.9993,5,0.54752,0.91841,0.9998
"antiporter activity [GO:0015297]",9,0.7008,0.89511,1,0.2992,0.10499,0.38399,0.38882,0.49115,0.9995,3,0.68561,0.94531,0.9993,6,0.24042,0.09969,0.78857
"intracellular calcium ion homeostasis [GO:0006874]",7,0.903,0.9991,1,0.096998,0.0009999,0.030597,0.194,0.019298,0.4788,0,NA,NA,NA,7,0.194,0.019898,0.56985
"potassium ion transmembrane transport [GO:0071805]",5,0.74442,0.89111,1,0.25558,0.10899,0.39334,0.32185,0.29987,0.9995,1,0.52671,0.66203,0.9993,4,0.27064,0.22598,0.9159
"superoxide dismutase activity [GO:0004784]",5,0.63253,0.67183,1,0.36747,0.32827,0.71579,0.44632,0.68033,0.9995,2,0.63922,0.86081,0.9993,3,0.31772,0.36776,0.94156
"manganese ion binding [GO:0030145]",6,0.77939,0.9516,1,0.22061,0.048495,0.25038,0.38141,0.48895,0.9995,1,0.8206,0.87001,0.9993,5,0.29357,0.25117,0.91962
"superoxide metabolic process [GO:0006801]",6,0.65036,0.73303,1,0.34964,0.26707,0.6608,0.45875,0.73283,0.9995,2,0.63922,0.86081,0.9993,4,0.36852,0.50085,0.98025
"removal of superoxide radicals [GO:0019430]",8,0.7199,0.91201,1,0.2801,0.088091,0.34707,0.37981,0.46235,0.9995,2,0.63922,0.86081,0.9993,6,0.29333,0.22648,0.9159
"maturation of SSU-rRNA [GO:0030490]",13,0.4445,0.09779,0.72914,0.5555,0.90231,1,0.43765,0.72643,0.9995,6,0.27054,0.11019,0.9993,7,0.58088,0.9727,0.9998
"ATP-dependent activity, acting on RNA [GO:0008186]",6,0.66101,0.75802,1,0.33899,0.24208,0.62676,0.20181,0.036396,0.54774,2,0.28575,0.32157,0.9993,4,0.15985,0.033897,0.67378
"ribonucleoprotein complex biogenesis [GO:0022613]",6,0.74901,0.92211,1,0.25099,0.077992,0.32669,0.28465,0.18028,0.92266,1,0.34802,0.51895,0.9993,5,0.27197,0.19208,0.88208
"phosphatidylethanolamine biosynthetic process [GO:0006646]",6,0.68407,0.81132,1,0.31593,0.18878,0.54669,0.29768,0.21668,0.93151,2,0.49873,0.66043,0.9993,4,0.19715,0.080092,0.78857
"endoplasmic reticulum lumen [GO:0005788]",6,0.38255,0.088891,0.71119,0.61745,0.91121,1,0.20853,0.042996,0.60359,4,0.23023,0.10309,0.9993,2,0.16513,0.13629,0.78857
"vesicle budding from membrane [GO:0006900]",5,0.22557,0.011299,0.31538,0.77443,0.9888,1,0.45114,0.69253,0.9995,5,0.45114,0.63694,0.9993,0,NA,NA,NA
"late endosome to vacuole transport via multivesicular body sorting pathway [GO:0032511]",9,0.4025,0.076892,0.68531,0.5975,0.92321,1,0.27679,0.09609,0.76044,6,0.31134,0.19858,0.9993,3,0.20769,0.14069,0.78857
"multivesicular body [GO:0005771]",10,0.28331,0.0033997,0.17899,0.71669,0.9967,1,0.40589,0.57384,0.9995,9,0.42917,0.57904,0.9993,1,0.19637,0.34757,0.92896
"amino acid transmembrane transporter activity [GO:0015171]",11,0.68059,0.88721,1,0.31941,0.11289,0.3994,0.36012,0.36926,0.9995,4,0.61678,0.91341,0.9993,7,0.21345,0.036496,0.67378
"amino acid transmembrane transport [GO:0003333]",15,0.68771,0.93141,1,0.31229,0.068693,0.30029,0.31703,0.14499,0.84238,5,0.53866,0.83792,0.9993,10,0.20622,0.013799,0.50448
"phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]",6,0.48021,0.25737,0.94887,0.51979,0.74273,1,0.46346,0.74703,0.9995,3,0.42388,0.53965,0.9993,3,0.50303,0.78492,0.9998
"clathrin binding [GO:0030276]",7,0.40949,0.10849,0.74648,0.59051,0.89161,1,0.36161,0.38836,0.9995,5,0.42641,0.56214,0.9993,2,0.19962,0.20988,0.89462
"acetyl-CoA biosynthetic process from pyruvate [GO:0006086]",5,0.42869,0.18578,0.87962,0.57131,0.81432,1,0.58312,0.92911,0.9995,2,0.30062,0.34407,0.9993,3,0.77146,0.9894,0.9998
"pyruvate dehydrogenase complex [GO:0045254]",5,0.37626,0.10919,0.74648,0.62374,0.89091,1,0.48915,0.78912,0.9995,3,0.36805,0.40826,0.9993,2,0.67079,0.92511,0.9998
"lipid droplet [GO:0005811]",12,0.43866,0.091591,0.71119,0.56134,0.90851,1,0.43749,0.71073,0.9995,6,0.3148,0.20908,0.9993,6,0.56018,0.94261,0.9998
"ribosomal large subunit binding [GO:0043023]",8,0.50202,0.29897,0.98683,0.49798,0.70113,1,0.32986,0.26727,0.98296,4,0.3339,0.29907,0.9993,4,0.32581,0.37706,0.94469
"tRNA wobble uridine modification [GO:0002098]",9,0.74768,0.9577,1,0.25232,0.042396,0.23587,0.49733,0.86801,0.9995,1,0.9671,0.9856,0.9993,8,0.4386,0.74813,0.9998
"double-strand break repair [GO:0006302]",7,0.61914,0.65993,1,0.38086,0.34017,0.72621,0.52629,0.89261,0.9995,3,0.72533,0.9654,0.9993,4,0.37701,0.52405,0.98152
"sno(s)RNA-containing ribonucleoprotein complex [GO:0005732]",5,0.32042,0.055794,0.59295,0.67958,0.94431,1,0.27117,0.17158,0.90525,4,0.32001,0.26607,0.9993,1,0.07582,0.047995,0.73238
"NuA4 histone acetyltransferase complex [GO:0035267]",13,0.36801,0.017198,0.36508,0.63199,0.9829,1,0.4414,0.74343,0.9995,9,0.40591,0.47995,0.9993,4,0.52126,0.84112,0.9998
"tRNA methylation [GO:0030488]",14,0.70624,0.9502,1,0.29376,0.049895,0.25079,0.41262,0.61794,0.9995,3,0.59192,0.85051,0.9993,11,0.36372,0.44486,0.9556
"mRNA cis splicing, via spliceosome [GO:0045292]",15,0.53155,0.34637,1,0.46845,0.65373,0.97055,0.51814,0.9552,0.9995,5,0.37188,0.40216,0.9993,10,0.59128,0.9922,0.9998
"endopeptidase activity [GO:0004175]",7,0.6319,0.69873,1,0.3681,0.30137,0.69863,0.5172,0.87801,0.9995,3,0.74449,0.9725,0.9993,4,0.34673,0.43806,0.9556
"lipid catabolic process [GO:0016042]",15,0.49362,0.20238,0.88513,0.50638,0.79772,1,0.3212,0.16068,0.8886,7,0.25903,0.073693,0.98633,8,0.3756,0.51565,0.98142
"maturation of LSU-rRNA [GO:0000470]",9,0.4084,0.083492,0.69678,0.5916,0.91661,1,0.45083,0.73863,0.9995,5,0.34087,0.31537,0.9993,4,0.58828,0.92841,0.9998
"RNA methylation [GO:0001510]",5,0.6245,0.65183,1,0.3755,0.34827,0.73496,0.36979,0.45045,0.9995,2,0.5235,0.70903,0.9993,3,0.26732,0.26137,0.91962
"protein stabilization [GO:0050821]",6,0.53819,0.41566,1,0.46181,0.58444,0.91838,0.57399,0.94051,0.9995,3,0.65036,0.91481,0.9993,3,0.49762,0.77602,0.9998
"endosomal vesicle fusion [GO:0034058]",5,0.73104,0.86981,1,0.26896,0.13029,0.4236,0.26078,0.14929,0.8512,1,0.30713,0.48315,0.9993,4,0.24919,0.17648,0.84897
"exocytosis [GO:0006887]",20,0.64057,0.84842,1,0.35943,0.15168,0.47524,0.33688,0.18118,0.92266,7,0.45431,0.66113,0.9993,13,0.27365,0.070193,0.77939
"vesicle docking [GO:0048278]",7,0.17058,0.00049995,0.045895,0.82942,0.9996,1,0.34117,0.31947,0.9995,7,0.34117,0.26997,0.9993,0,NA,NA,NA
"membrane coat [GO:0030117]",10,0.89356,0.9999,1,0.10644,0.00019998,0.011973,0.21288,0.012299,0.41816,0,NA,NA,NA,10,0.21288,0.019998,0.56985
"peptide catabolic process [GO:0043171]",6,0.71909,0.87771,1,0.28091,0.12239,0.41458,0.39569,0.53565,0.9995,2,0.75079,0.93711,0.9993,4,0.21814,0.11629,0.78857
"transcription coactivator activity [GO:0003713]",11,0.46472,0.15748,0.87811,0.53528,0.84262,1,0.51749,0.93211,0.9995,5,0.39162,0.46275,0.9993,6,0.62239,0.9813,0.9998
"rescue of stalled ribosome [GO:0072344]",8,0.64105,0.73813,1,0.35895,0.26197,0.65348,0.25915,0.077592,0.72506,3,0.38834,0.45625,0.9993,5,0.18164,0.035796,0.67378
"U1 snRNA binding [GO:0030619]",6,0.58269,0.54355,1,0.41731,0.45655,0.83302,0.51344,0.85931,0.9995,2,0.51823,0.69983,0.9993,4,0.51105,0.82652,0.9998
"U2-type prespliceosome [GO:0071004]",12,0.48099,0.18808,0.87962,0.51901,0.81202,1,0.50443,0.91971,0.9995,5,0.35969,0.36756,0.9993,7,0.60781,0.983,0.9998
"precatalytic spliceosome [GO:0071011]",11,0.40878,0.061894,0.60738,0.59122,0.93821,1,0.55209,0.9688,0.9995,7,0.50473,0.80982,0.9993,4,0.63498,0.9627,0.9998
"ribonucleoprotein complex binding [GO:0043021]",5,0.44339,0.21198,0.88513,0.55661,0.78812,1,0.22502,0.084392,0.72506,3,0.25983,0.20008,0.9993,2,0.1728,0.15458,0.79787
"cytoplasmic translation [GO:0002181]",24,0.50214,0.17918,0.87962,0.49786,0.82092,1,0.3525,0.23648,0.94584,12,0.35678,0.25087,0.9993,12,0.34821,0.35066,0.92896
"alpha-1,6-mannosyltransferase activity [GO:0000009]",6,0.4362,0.16818,0.87962,0.5638,0.83192,1,0.4419,0.68563,0.9995,4,0.48573,0.69933,0.9993,2,0.35425,0.49065,0.97332
"cis-Golgi network [GO:0005801]",8,0.58562,0.57154,1,0.41438,0.42856,0.81962,0.51852,0.89591,0.9995,3,0.58635,0.84242,0.9993,5,0.47783,0.80412,0.9998
"mannan polymerase complex [GO:0000136]",5,0.37326,0.10569,0.74648,0.62674,0.89441,1,0.43065,0.63454,0.9995,4,0.48573,0.69933,0.9993,1,0.21034,0.36656,0.94112
"endoplasmic reticulum exit site [GO:0070971]",8,0.78089,0.9743,1,0.21911,0.025797,0.17286,0.37182,0.42896,0.9995,1,0.73439,0.80592,0.9993,7,0.32002,0.29287,0.92564
"ERAD pathway [GO:0036503]",18,0.72248,0.9823,1,0.27752,0.017798,0.14085,0.3151,0.11019,0.79026,4,0.46014,0.63874,0.9993,14,0.27367,0.062894,0.76646
