"UniProt_Entry","log2FC_CARn_vs_PARn","adj_p_value_CARn_vs_PARn"
"Q6CF03",0.00485008152468455,0.988374584687376
"Q6CF01",-0.155137230166756,0.876989619196969
"Q6CF00",-0.172134314091265,0.864702168666884
"Q6CEZ9",0.356312776535733,0.864702168666884
"Q6CEZ7",0.0449261828871562,0.968213019859876
"Q6CEZ3",-0.197092168044321,0.82619191487989
"Q6CEZ2",-0.0590202763123994,0.940609191467813
"Q6CEZ1",-0.175081882808107,0.900266882490999
"Q6CEY6",-0.32290118918206,0.716706292816822
"Q6CEY4",-0.121325441476257,0.868002834263117
"Q6CEY2",0.384375852719192,0.806719222939005
"Q6C2D8",-0.0924299003299058,0.810447353069755
"Q6C2E0",0.349513367110651,0.895915102266499
"Q6C2E1",-0.254172736779472,0.806719222939005
"Q6C2E5",0.151401443064193,0.810447353069755
"Q6C2F0",0.0220842048839397,0.988374584687376
"Q6C2F1",0.226443605640314,0.806719222939005
"Q6C2F7",-0.0266330090649185,0.963363583375307
"Q6C2F8",-0.256506305278165,0.748965544227683
"Q6C2G0",-0.320660270510898,0.815862060818887
"Q6C2G8",-0.191738810198358,0.956675858347815
"Q6C2G9",-0.0475458528237697,0.940609191467813
"Q6C2H0",-0.0221450778094065,0.995649782463431
"Q6C2H1",-0.565053039153758,0.876989619196969
"Q6C2H5",-0.0977128613078899,0.867989916598684
"Q6C2H6",-0.112493311026685,0.806719222939005
"Q6C2I0",0.133517547176289,0.882386521738077
"Q6C2I5",-0.0979284481945238,0.913329393478434
"Q6C2I6",-0.0592559418329921,0.98730682722525
"Q6C2J0",-0.216347788823606,0.867199910654737
"Q6C2J2",-0.0150180589456406,0.968213019859876
"Q6C2J3",-0.54269728413072,0.868002834263117
"Q6C2J4",-0.149306925763645,0.867199910654737
"Q6C2J6",0.0754625919333682,0.914351045649635
"Q6C2K1",0.0482014588768128,0.949497031036519
"Q6C240",-0.0509067045860299,0.963475842842056
"Q6C2K6",-0.194963401572982,0.748965544227683
"Q6C2K7",-0.824028588707256,0.864702168666884
"B5RSL1",0.0757230592616647,0.940609191467813
"Q6C2L7",0.178650676391511,0.864702168666884
"Q6C2M0",0.0560869133350657,0.968213019859876
"Q6C2M1",-0.296135131179308,0.827973776555797
"Q6C2M3",0.0572274112100405,0.983257704601691
"Q6CFD0",-0.572368303003603,0.806719222939005
"Q6CFC9",-0.0235056440671939,0.925820656058346
"Q6CFC7",-0.60724713972123,0.876989619196969
"Q6CFC6",0.512988131008448,0.925820656058346
"Q6CFB7",-0.199767712985409,0.940609191467813
"Q6CFB6",0.352774062699979,0.716706292816822
"Q6CFB4",-0.4420600711884,0.915486346715158
"Q6CFB1",0.190010602470844,0.864702168666884
"Q6CFA9",0.0497624690197237,0.947022601294731
"Q6CFA8",0.0745639755358623,0.876989619196969
"Q6CFA5",-0.074612394402359,0.940609191467813
"Q6CFA4",-0.151273038725761,0.876989619196969
"Q6CFA1",-0.228663449335836,0.868002834263117
"Q6CF99",-0.191603327213634,0.868002834263117
"Q6CF97",-0.361115166060204,0.864702168666884
"Q6CF94",0.202263518641666,0.806719222939005
"Q6CF93",-0.00690817598138201,0.991649173156167
"Q6CF92",-0.116357830110129,0.980963330021423
"Q6CF88",0.0391569376718417,0.956597671821565
"Q6CF81",0.0275188319430067,0.940609191467813
"Q6CF80",0.169617634378005,0.925820656058346
"Q6CF79",-0.174562839203939,0.914351045649635
"Q6CF67",-0.127979461610629,0.886753060794183
"Q6CEB7",0.165145393018981,0.867199910654737
"Q6CEB9",0.316675682509094,0.716706292816822
"Q6CEC6",-0.163732677000523,0.864702168666884
"Q6CEC7",-0.085605556572202,0.868002834263117
"Q6CED0",0.313476946065681,0.867199910654737
"Q6CED4",0.145594773705472,0.894338486890498
"Q6CED6",0.222068816465312,0.758411862221845
"Q6CEE4",-0.585656722530036,0.806719222939005
"Q6CEE5",-0.0329761555486867,0.983885437043438
"Q6CEE6",-0.132579445743989,0.82619191487989
"Q6CEF2",-0.290879663682828,0.867199910654737
"Q6CEF9",-0.0993702681417908,0.94814445090797
"Q6CEG0",-0.367630304118859,0.938019255226819
"Q6CEG1",-0.115081584892535,0.868002834263117
"Q6CEG4",0.0121284158519923,0.985839534820704
"Q6CEG5",0.0624862040014809,0.971396647625035
"Q6CEG9",-0.00181943664027561,0.994026313296164
"Q6CEH0",0.0562449279689999,0.940609191467813
"Q6CEH1",-0.125930644959972,0.864702168666884
"Q6CEH8",0.141582873248028,0.806719222939005
"Q6C234",0.0552543713155907,0.868002834263117
"Q6CEI3",-0.0811011290351475,0.96898253139742
"A0A1D8N801",-0.327500108213591,0.940609191467813
"Q6CEJ0",-0.255951471703084,0.864702168666884
"Q6CEJ3",-0.226246458983292,0.913007102336947
"Q6CEJ7",-0.10684596434849,0.820888902311329
"Q6CEJ9",0.116755133013041,0.839064776241167
"Q6C0X5",-0.174093406535105,0.867199910654737
"Q6C0W9",-0.159534826502823,0.688598688505331
"Q6C0W5",-0.889572070846608,0.864702168666884
"Q6C0W3",-0.497042742526389,0.876989619196969
"Q6C0V9",0.213463569827487,0.940609191467813
"Q6C0U3",0.0170837829371861,0.98733736134467
"A0A1H6PNY8",0.0183841131910925,0.974568617461057
"Q6C0T8",0.0678863665753564,0.970977050005544
"Q6C0T3",0.24586252207786,0.864702168666884
"Q6C0S9",0.0840712527805072,0.983257704601691
"Q6C0S7",0.0539158891488316,0.968213019859876
"Q6C0S5",-0.0503197215335546,0.974907546620568
"Q6C0S4",-0.128174603241617,0.876989619196969
"Q6C0S2",-0.636646103917478,0.85025393921823
"Q6C0R8",0.00156687292239834,0.996987365531047
"Q6C0R7",-0.0737288989861913,0.887521232302452
"Q6C0R4",0.0303993155480547,0.968213019859876
"Q6C0R2",0.60103086653938,0.867199910654737
"Q6C0Q9",0.0505570562153518,0.94273601654246
"Q6C0Q5",0.110211365189738,0.867199910654737
"Q6C0Q4",-0.293293965613711,0.876989619196969
"Q6C0Q3",0.0227210588442653,0.988374584687376
"Q6C0Q1",-0.0203104842148933,0.940609191467813
"A0A1D8NPN5",-0.217748625344037,0.864702168666884
"Q6C0P8",-0.304362124004038,0.820299595301663
"Q6C0P7",-0.0470358180012856,0.959757611427934
"Q6C0P6",-0.391377584656563,0.864702168666884
"Q6C0P4",1.39456165429329,0.661126131171474
"Q6C579",-0.164146381892296,0.925820656058346
"Q6C578",-0.280776986491731,0.864702168666884
