"Name","Genes (tot)","Stat (dist.dir.up)","p (dist.dir.up)","p adj (dist.dir.up)","Stat (dist.dir.dn)","p (dist.dir.dn)","p adj (dist.dir.dn)","Stat (non-dir.)","p (non-dir.)","p adj (non-dir.)","Genes (up)","Stat (mix.dir.up)","p (mix.dir.up)","p adj (mix.dir.up)","Genes (down)","Stat (mix.dir.dn)","p (mix.dir.dn)","p adj (mix.dir.dn)"
"aldehyde dehydrogenase (NAD+) activity [GO:0004029]",7,0.39159,0.094391,0.63597,0.60841,0.90571,1,0.30986,0.52875,1,4,0.20641,0.19668,1,3,0.4478,0.84692,1
"oxidoreductase activity [GO:0016491]",214,0.45003,9.999e-05,0.017132,0.54997,1,1,0.20384,9.999e-05,0.011421,121,0.20758,9.999e-05,0.047395,93,0.19897,0.00069993,0.047315
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]",10,0.28149,0.0055994,0.15148,0.71851,0.9945,1,0.23166,0.20548,0.84998,7,0.13903,0.018998,0.50028,3,0.4478,0.84692,1
"monooxygenase activity [GO:0004497]",13,0.49076,0.19808,0.85816,0.50924,0.80202,1,0.18298,0.040996,0.44221,7,0.22418,0.14549,1,6,0.1349,0.070293,0.52027
"iron ion binding [GO:0005506]",20,0.48738,0.13669,0.6851,0.51262,0.86341,1,0.17783,0.011599,0.24334,11,0.22964,0.09699,0.94791,9,0.11452,0.013899,0.23658
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]",5,0.10401,0.0013999,0.055348,0.89599,0.9987,1,0.20802,0.22858,0.88337,5,0.20802,0.16028,1,0,NA,NA,NA
"heme binding [GO:0020037]",25,0.48409,0.10839,0.66385,0.51591,0.89171,1,0.26774,0.24548,0.92775,13,0.26532,0.18478,1,12,0.27037,0.44546,1
"triacylglycerol lipase activity [GO:0004806]",5,0.28653,0.044596,0.4539,0.71347,0.9555,1,0.2213,0.26557,0.93136,4,0.24647,0.28797,1,1,0.12063,0.38246,1
"hydrolase activity [GO:0016787]",215,0.59398,0.76032,1,0.40602,0.23978,0.56242,0.32278,0.80222,1,81,0.35068,0.67423,1,134,0.30591,0.79882,1
"lipid metabolic process [GO:0006629]",26,0.6935,0.95,1,0.3065,0.050095,0.24291,0.18881,0.0082992,0.2008,8,0.31069,0.42166,1,18,0.13465,0.0025997,0.13036
"protein transport [GO:0015031]",175,0.67175,0.9999,1,0.32825,0.00019998,0.0073421,0.2852,0.13829,0.73657,55,0.40928,0.9722,1,120,0.22832,0.0039996,0.13211
"transmembrane transport [GO:0055085]",103,0.72492,1,1,0.27508,9.999e-05,0.0046723,0.28276,0.18288,0.81567,26,0.47035,0.9907,1,77,0.21941,0.0085991,0.18552
"ATP-dependent protein folding chaperone [GO:0140662]",20,0.64454,0.79332,1,0.35546,0.20678,0.51123,0.29698,0.44616,1,7,0.40866,0.74703,1,13,0.23684,0.26357,0.91216
"translation [GO:0006412]",195,0.6276,0.9786,1,0.3724,0.021498,0.14076,0.3677,0.9988,1,71,0.48215,1,1,124,0.30217,0.75022,1
"protein folding [GO:0006457]",58,0.51652,0.10409,0.65246,0.48348,0.89601,1,0.33892,0.81182,1,28,0.34953,0.59854,1,30,0.32902,0.81062,1
"chromatin remodeling [GO:0006338]",120,0.70071,0.9999,1,0.29929,0.00019998,0.0073421,0.37634,0.9959,1,31,0.56984,1,1,89,0.30894,0.79022,1
"nucleoplasm [GO:0005654]",37,0.64496,0.87411,1,0.35504,0.12599,0.38205,0.33418,0.73333,1,12,0.42048,0.84462,1,25,0.29276,0.56344,1
"transmembrane transporter activity [GO:0022857]",39,0.65156,0.90081,1,0.34844,0.09929,0.33025,0.31054,0.54815,1,14,0.46188,0.94291,1,25,0.22579,0.12479,0.72933
"ATP hydrolysis activity [GO:0016887]",163,0.72789,1,1,0.27211,9.999e-05,0.0046723,0.30489,0.46335,1,33,0.40889,0.93151,1,130,0.27848,0.36356,1
"chromosome segregation [GO:0007059]",16,0.65741,0.80522,1,0.34259,0.19488,0.49711,0.41732,0.93801,1,5,0.57143,0.9559,1,11,0.34728,0.77692,1
"chromosome organization [GO:0051276]",6,0.86497,0.9774,1,0.13503,0.022698,0.14583,0.27006,0.39126,1,0,NA,NA,NA,6,0.27006,0.47305,1
"cell division [GO:0051301]",39,0.69888,0.9824,1,0.30112,0.017698,0.12723,0.34948,0.84102,1,11,0.55194,0.9903,1,28,0.26995,0.37536,1
"chromosome [GO:0005694]",46,0.69,0.9846,1,0.31,0.015498,0.11545,0.46107,0.9998,1,9,0.59382,0.9939,1,37,0.42878,0.9992,1
"protein kinase activity [GO:0004672]",47,0.6937,0.9874,1,0.3063,0.012699,0.10279,0.32074,0.63874,1,10,0.31412,0.41626,1,37,0.32253,0.79802,1
"protein serine/threonine kinase activity [GO:0004674]",60,0.78264,1,1,0.21736,9.999e-05,0.0046723,0.26026,0.089291,0.6029,8,0.34573,0.55674,1,52,0.24711,0.13319,0.74204
"3-phosphoinositide-dependent protein kinase activity [GO:0004676]",17,0.8374,0.9992,1,0.1626,0.00089991,0.015418,0.21936,0.091491,0.6029,2,0.55022,0.85541,1,15,0.17525,0.042196,0.3709
"DNA-dependent protein kinase activity [GO:0004677]",17,0.8374,0.9992,1,0.1626,0.00089991,0.015418,0.21936,0.091491,0.6029,2,0.55022,0.85541,1,15,0.17525,0.042196,0.3709
"AMP-activated protein kinase activity [GO:0004679]",17,0.8374,0.9992,1,0.1626,0.00089991,0.015418,0.21936,0.091491,0.6029,2,0.55022,0.85541,1,15,0.17525,0.042196,0.3709
"eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]",17,0.8374,0.9992,1,0.1626,0.00089991,0.015418,0.21936,0.091491,0.6029,2,0.55022,0.85541,1,15,0.17525,0.042196,0.3709
"ribosomal protein S6 kinase activity [GO:0004711]",17,0.8374,0.9992,1,0.1626,0.00089991,0.015418,0.21936,0.091491,0.6029,2,0.55022,0.85541,1,15,0.17525,0.042196,0.3709
"histone H3S10 kinase activity [GO:0035175]",17,0.8374,0.9992,1,0.1626,0.00089991,0.015418,0.21936,0.091491,0.6029,2,0.55022,0.85541,1,15,0.17525,0.042196,0.3709
"histone H3T11 kinase activity [GO:0035402]",17,0.8374,0.9992,1,0.1626,0.00089991,0.015418,0.21936,0.091491,0.6029,2,0.55022,0.85541,1,15,0.17525,0.042196,0.3709
"histone H3T6 kinase activity [GO:0035403]",17,0.8374,0.9992,1,0.1626,0.00089991,0.015418,0.21936,0.091491,0.6029,2,0.55022,0.85541,1,15,0.17525,0.042196,0.3709
"histone H2AXS139 kinase activity [GO:0035979]",17,0.8374,0.9992,1,0.1626,0.00089991,0.015418,0.21936,0.091491,0.6029,2,0.55022,0.85541,1,15,0.17525,0.042196,0.3709
"histone H3S28 kinase activity [GO:0044022]",17,0.8374,0.9992,1,0.1626,0.00089991,0.015418,0.21936,0.091491,0.6029,2,0.55022,0.85541,1,15,0.17525,0.042196,0.3709
"histone H4S1 kinase activity [GO:0044023]",17,0.8374,0.9992,1,0.1626,0.00089991,0.015418,0.21936,0.091491,0.6029,2,0.55022,0.85541,1,15,0.17525,0.042196,0.3709
"histone H2AS1 kinase activity [GO:0044024]",17,0.8374,0.9992,1,0.1626,0.00089991,0.015418,0.21936,0.091491,0.6029,2,0.55022,0.85541,1,15,0.17525,0.042196,0.3709
"histone H2BS14 kinase activity [GO:0044025]",17,0.8374,0.9992,1,0.1626,0.00089991,0.015418,0.21936,0.091491,0.6029,2,0.55022,0.85541,1,15,0.17525,0.042196,0.3709
"histone H3T3 kinase activity [GO:0072354]",17,0.8374,0.9992,1,0.1626,0.00089991,0.015418,0.21936,0.091491,0.6029,2,0.55022,0.85541,1,15,0.17525,0.042196,0.3709
"histone H2AS121 kinase activity [GO:0072371]",17,0.8374,0.9992,1,0.1626,0.00089991,0.015418,0.21936,0.091491,0.6029,2,0.55022,0.85541,1,15,0.17525,0.042196,0.3709
"Rho-dependent protein serine/threonine kinase activity [GO:0072518]",17,0.8374,0.9992,1,0.1626,0.00089991,0.015418,0.21936,0.091491,0.6029,2,0.55022,0.85541,1,15,0.17525,0.042196,0.3709
"histone H2BS36 kinase activity [GO:0140823]",17,0.8374,0.9992,1,0.1626,0.00089991,0.015418,0.21936,0.091491,0.6029,2,0.55022,0.85541,1,15,0.17525,0.042196,0.3709
"histone H3S57 kinase activity [GO:0140855]",17,0.8374,0.9992,1,0.1626,0.00089991,0.015418,0.21936,0.091491,0.6029,2,0.55022,0.85541,1,15,0.17525,0.042196,0.3709
"histone H3T45 kinase activity [GO:0140857]",17,0.8374,0.9992,1,0.1626,0.00089991,0.015418,0.21936,0.091491,0.6029,2,0.55022,0.85541,1,15,0.17525,0.042196,0.3709
"histone H2AT120 kinase activity [GO:1990244]",17,0.8374,0.9992,1,0.1626,0.00089991,0.015418,0.21936,0.091491,0.6029,2,0.55022,0.85541,1,15,0.17525,0.042196,0.3709
"mitotic cell cycle [GO:0000278]",18,0.69434,0.91251,1,0.30566,0.087591,0.30627,0.45148,0.9833,1,5,0.7123,0.9963,1,13,0.35117,0.81232,1
"intracellular signal transduction [GO:0035556]",28,0.778,0.9989,1,0.222,0.0011999,0.018977,0.21463,0.029797,0.37355,5,0.35775,0.59404,1,23,0.18351,0.021398,0.31446
"plasma membrane [GO:0005886]",182,0.70809,1,1,0.29191,9.999e-05,0.0046723,0.22084,9.999e-05,0.011421,50,0.33939,0.53095,1,132,0.17594,9.999e-05,0.014484
"phosphoric diester hydrolase activity [GO:0008081]",8,0.61643,0.61324,1,0.38357,0.38686,0.75353,0.39523,0.82182,1,2,0.25619,0.40646,1,6,0.44158,0.91411,1
"monoatomic cation transmembrane transporter activity [GO:0008324]",6,0.88754,0.9861,1,0.11246,0.013999,0.10739,0.22491,0.24138,0.9179,0,NA,NA,NA,6,0.22491,0.31467,0.9848
"endomembrane system [GO:0012505]",62,0.68867,0.9947,1,0.31133,0.0053995,0.06079,0.23776,0.017898,0.29873,17,0.29812,0.30457,1,45,0.21496,0.028297,0.36754
"phosphoprotein phosphatase activity [GO:0004721]",22,0.61766,0.69983,1,0.38234,0.30027,0.63514,0.39287,0.92271,1,9,0.54557,0.981,1,13,0.28716,0.52425,1
"protein serine/threonine phosphatase activity [GO:0004722]",19,0.62389,0.71013,1,0.37611,0.28997,0.61973,0.38977,0.89961,1,7,0.5081,0.93451,1,12,0.32074,0.69103,1
"myosin phosphatase activity [GO:0017018]",14,0.67335,0.83642,1,0.32665,0.16368,0.43846,0.40553,0.90231,1,4,0.5664,0.93541,1,10,0.34118,0.75182,1
"calmodulin-dependent protein phosphatase activity [GO:0033192]",14,0.67335,0.83642,1,0.32665,0.16368,0.43846,0.40553,0.90231,1,4,0.5664,0.93541,1,10,0.34118,0.75182,1
"histone H2AXS140 phosphatase activity [GO:0140791]",14,0.67335,0.83642,1,0.32665,0.16368,0.43846,0.40553,0.90231,1,4,0.5664,0.93541,1,10,0.34118,0.75182,1
"RNA polymerase II CTD heptapeptide repeat Y1 phosphatase activity [GO:0180004]",14,0.67335,0.83642,1,0.32665,0.16368,0.43846,0.40553,0.90231,1,4,0.5664,0.93541,1,10,0.34118,0.75182,1
"RNA polymerase II CTD heptapeptide repeat T4 phosphatase activity [GO:0180005]",14,0.67335,0.83642,1,0.32665,0.16368,0.43846,0.40553,0.90231,1,4,0.5664,0.93541,1,10,0.34118,0.75182,1
"RNA polymerase II CTD heptapeptide repeat S2 phosphatase activity [GO:0180006]",14,0.67335,0.83642,1,0.32665,0.16368,0.43846,0.40553,0.90231,1,4,0.5664,0.93541,1,10,0.34118,0.75182,1
"RNA polymerase II CTD heptapeptide repeat S5 phosphatase activity [GO:0180007]",14,0.67335,0.83642,1,0.32665,0.16368,0.43846,0.40553,0.90231,1,4,0.5664,0.93541,1,10,0.34118,0.75182,1
"RNA polymerase II CTD heptapeptide repeat S7 phosphatase activity [GO:0180008]",14,0.67335,0.83642,1,0.32665,0.16368,0.43846,0.40553,0.90231,1,4,0.5664,0.93541,1,10,0.34118,0.75182,1
"MAP kinase serine/threonine phosphatase activity [GO:1990439]",14,0.67335,0.83642,1,0.32665,0.16368,0.43846,0.40553,0.90231,1,4,0.5664,0.93541,1,10,0.34118,0.75182,1
"regulation of transcription by RNA polymerase II [GO:0006357]",123,0.55107,0.21278,0.87212,0.44893,0.78732,1,0.3378,0.89831,1,53,0.35012,0.64064,1,70,0.32847,0.90401,1
"P-type ion transporter activity [GO:0015662]",6,0.95131,0.999,1,0.048693,0.0010999,0.017667,0.097387,0.015398,0.2747,0,NA,NA,NA,6,0.097387,0.019298,0.29075
"ATPase-coupled monoatomic cation transmembrane transporter activity [GO:0019829]",7,0.93992,0.9991,1,0.060085,0.0009999,0.016316,0.12017,0.020598,0.31139,0,NA,NA,NA,7,0.12017,0.031097,0.3709
"monoatomic cation transport [GO:0006812]",7,0.8835,0.9904,1,0.1165,0.009699,0.085219,0.23299,0.25037,0.93136,0,NA,NA,NA,7,0.23299,0.32067,0.99381
"monoatomic cation transmembrane transport [GO:0098655]",9,0.9207,0.9996,1,0.079302,0.00049995,0.014684,0.1586,0.041296,0.44221,0,NA,NA,NA,9,0.1586,0.065293,0.49043
"inorganic cation transmembrane transport [GO:0098662]",5,0.94831,0.9967,1,0.051692,0.0033997,0.04262,0.10338,0.030597,0.37896,0,NA,NA,NA,5,0.10338,0.044496,0.38236
"glycerophospholipid biosynthetic process [GO:0046474]",5,0.76946,0.88321,1,0.23054,0.11689,0.36729,0.21597,0.24998,0.93136,1,0.38725,0.64184,1,4,0.17315,0.21488,0.83109
"zinc ion binding [GO:0008270]",120,0.5643,0.35266,0.99599,0.4357,0.64744,1,0.30855,0.52755,1,49,0.3108,0.26687,1,71,0.307,0.73663,1
"vacuole fusion, non-autophagic [GO:0042144]",9,0.75944,0.93901,1,0.24056,0.061094,0.25835,0.25046,0.27667,0.93367,2,0.48101,0.76252,1,7,0.18459,0.16088,0.75877
"DNA binding [GO:0003677]",170,0.60932,0.88211,1,0.39068,0.11799,0.36786,0.34537,0.9669,1,60,0.38234,0.89741,1,110,0.32521,0.93351,1
"chromatin binding [GO:0003682]",49,0.67423,0.9689,1,0.32577,0.031197,0.17335,0.3507,0.86731,1,11,0.32996,0.48715,1,38,0.35671,0.94901,1
"DNA replication origin binding [GO:0003688]",14,0.75824,0.9729,1,0.24176,0.027197,0.1641,0.33892,0.67063,1,2,0.4939,0.78112,1,12,0.31309,0.65823,1
"single-stranded DNA binding [GO:0003697]",33,0.57268,0.46535,1,0.42732,0.53475,0.89531,0.43374,0.995,1,14,0.50394,0.9819,1,19,0.38201,0.93731,1
"helicase activity [GO:0004386]",64,0.74084,0.9999,1,0.25916,0.00019998,0.0073421,0.40782,0.9976,1,11,0.67856,0.9999,1,53,0.35163,0.9575,1
"four-way junction helicase activity [GO:0009378]",16,0.72384,0.94951,1,0.27616,0.050595,0.24419,0.48756,0.9938,1,2,0.74095,0.9652,1,14,0.45136,0.9853,1
"single-stranded DNA helicase activity [GO:0017116]",8,0.64482,0.69183,1,0.35518,0.30827,0.64542,0.42367,0.88131,1,2,0.42662,0.68123,1,6,0.42269,0.89051,1
"double-stranded DNA helicase activity [GO:0036121]",15,0.72244,0.94121,1,0.27756,0.058894,0.25835,0.48604,0.9918,1,2,0.74095,0.9652,1,13,0.44682,0.981,1
"3'-5' DNA helicase activity [GO:0043138]",9,0.62659,0.65303,1,0.37341,0.34707,0.70095,0.63168,0.9994,1,2,0.74095,0.9652,1,7,0.60046,0.9975,1
"forked DNA-dependent helicase activity [GO:0061749]",15,0.72244,0.94121,1,0.27756,0.058894,0.25835,0.48604,0.9918,1,2,0.74095,0.9652,1,13,0.44682,0.981,1
"single-stranded 3'-5' DNA helicase activity [GO:1990518]",15,0.72244,0.94121,1,0.27756,0.058894,0.25835,0.48604,0.9918,1,2,0.74095,0.9652,1,13,0.44682,0.981,1
"double-strand break repair via break-induced replication [GO:0000727]",7,0.73749,0.87691,1,0.26251,0.12319,0.37578,0.47342,0.93771,1,1,0.81936,0.91181,1,6,0.41576,0.87931,1
"DNA replication [GO:0006260]",46,0.69859,0.9903,1,0.30141,0.009799,0.085368,0.406,0.9916,1,10,0.54731,0.9863,1,36,0.36675,0.9612,1
"pre-replicative complex assembly involved in nuclear cell cycle DNA replication [GO:0006267]",6,0.70598,0.79742,1,0.29402,0.20268,0.50449,0.52783,0.9673,1,1,0.81936,0.91181,1,5,0.46953,0.92461,1
"DNA unwinding involved in DNA replication [GO:0006268]",8,0.7384,0.89801,1,0.2616,0.10209,0.33423,0.47804,0.9549,1,1,0.81936,0.91181,1,7,0.42928,0.91321,1
"DNA replication initiation [GO:0006270]",14,0.80038,0.9923,1,0.19962,0.0077992,0.073556,0.34646,0.70743,1,2,0.81529,0.9831,1,12,0.26832,0.43476,1
"premeiotic DNA replication [GO:0006279]",9,0.71685,0.87271,1,0.28315,0.12739,0.38351,0.52616,0.9842,1,1,0.81936,0.91181,1,8,0.48951,0.9784,1
"transcription elongation by RNA polymerase II [GO:0006368]",22,0.52566,0.26137,0.89434,0.47434,0.73873,1,0.31473,0.56334,1,11,0.36605,0.64684,1,11,0.26341,0.40356,1
"heterochromatin formation [GO:0031507]",11,0.7319,0.92111,1,0.2681,0.078992,0.28493,0.27877,0.37326,0.99647,2,0.29209,0.46515,1,9,0.27581,0.47475,1
"subtelomeric heterochromatin formation [GO:0031509]",11,0.69807,0.86581,1,0.30193,0.13429,0.39359,0.27281,0.34397,0.99647,2,0.089591,0.086191,0.89948,9,0.31352,0.63974,1
"DNA duplex unwinding [GO:0032508]",24,0.71898,0.9751,1,0.28102,0.024998,0.15765,0.42493,0.9768,1,4,0.58867,0.9527,1,20,0.39219,0.9548,1
"chromosome, telomeric region [GO:0000781]",18,0.65351,0.81242,1,0.34649,0.18768,0.48502,0.37896,0.86671,1,5,0.43475,0.78472,1,13,0.3575,0.83452,1
"nuclear replication fork [GO:0043596]",12,0.74399,0.9512,1,0.25601,0.048895,0.23822,0.48191,0.9808,1,1,0.81936,0.91181,1,11,0.45124,0.9734,1
"nuclear pre-replicative complex [GO:0005656]",8,0.70912,0.84842,1,0.29088,0.15168,0.42604,0.51068,0.975,1,2,0.85782,0.9906,1,6,0.39496,0.84232,1
"DNA replication preinitiation complex [GO:0031261]",8,0.76892,0.93461,1,0.23108,0.065493,0.25835,0.41701,0.86831,1,1,0.81936,0.91181,1,7,0.35953,0.76642,1
"replication fork protection complex [GO:0031298]",11,0.77608,0.9672,1,0.22392,0.032897,0.18002,0.41499,0.89161,1,1,0.81936,0.91181,1,10,0.37455,0.84572,1
"MCM complex [GO:0042555]",6,0.70598,0.79742,1,0.29402,0.20268,0.50449,0.52783,0.9673,1,1,0.81936,0.91181,1,5,0.46953,0.92461,1
"CMG complex [GO:0071162]",7,0.73749,0.87691,1,0.26251,0.12319,0.37578,0.47342,0.93771,1,1,0.81936,0.91181,1,6,0.41576,0.87931,1
"response to oxidative stress [GO:0006979]",11,0.45833,0.13889,0.6879,0.54167,0.86121,1,0.37399,0.78442,1,5,0.21971,0.18838,1,6,0.50256,0.9684,1
"mitochondrial inner membrane [GO:0005743]",177,0.54656,0.12529,0.67449,0.45344,0.87481,1,0.29946,0.35436,0.99647,78,0.31081,0.21078,1,99,0.29051,0.56454,1
"respiratory chain complex I [GO:0045271]",25,0.32924,0.00069993,0.04328,0.67076,0.9994,1,0.2463,0.13469,0.72873,18,0.23943,0.066493,0.82942,7,0.26395,0.44076,1
"histone binding [GO:0042393]",30,0.65263,0.87741,1,0.34737,0.12269,0.37578,0.32658,0.65973,1,8,0.3097,0.41836,1,22,0.33272,0.79942,1
"chromatin organization [GO:0006325]",55,0.63697,0.89571,1,0.36303,0.10439,0.3395,0.39697,0.992,1,15,0.39666,0.79872,1,40,0.39709,0.9941,1
"nucleosome assembly [GO:0006334]",11,0.52637,0.31647,0.95967,0.47363,0.68363,1,0.39676,0.85081,1,5,0.39445,0.69143,1,6,0.39868,0.85051,1
"DNA replication-dependent chromatin assembly [GO:0006335]",5,0.46305,0.25507,0.88969,0.53695,0.74503,1,0.3936,0.76542,1,2,0.14963,0.20078,1,3,0.55625,0.94271,1
"regulation of gene expression [GO:0010468]",11,0.62892,0.67163,1,0.37108,0.32847,0.67398,0.42029,0.90231,1,4,0.55745,0.92811,1,7,0.34192,0.71613,1
"silent mating-type cassette heterochromatin formation [GO:0030466]",7,0.67992,0.76652,1,0.32008,0.23358,0.55398,0.39596,0.80132,1,1,0.1453,0.34287,1,6,0.43773,0.90941,1
"positive regulation of transcription elongation by RNA polymerase II [GO:0032968]",14,0.51446,0.25707,0.88981,0.48554,0.74303,1,0.36096,0.77052,1,6,0.28818,0.35686,1,8,0.41554,0.90531,1
"cellular response to stress [GO:0033554]",6,0.72869,0.83532,1,0.27131,0.16478,0.43992,0.25773,0.35026,0.99647,1,0.1453,0.34287,1,5,0.28021,0.51755,1
"protein modification process [GO:0036211]",7,0.18656,0.0028997,0.096158,0.81344,0.9972,1,0.35347,0.67733,1,6,0.25717,0.26067,1,1,0.93126,0.9733,1
"chromatin [GO:0000785]",72,0.64597,0.94791,1,0.35403,0.052195,0.24841,0.376,0.9832,1,20,0.40229,0.85251,1,52,0.36589,0.9797,1
"unfolded protein binding [GO:0051082]",45,0.51119,0.11189,0.66784,0.48881,0.88821,1,0.32346,0.67063,1,22,0.33097,0.47945,1,23,0.31628,0.70493,1
"NADPH dehydrogenase activity [GO:0003959]",6,0.10056,0.00079992,0.04328,0.89944,0.9993,1,0.20113,0.17388,0.79673,6,0.20113,0.11429,0.99358,0,NA,NA,NA
"FMN binding [GO:0010181]",26,0.49889,0.13699,0.6851,0.50111,0.86311,1,0.29277,0.40826,1,13,0.29055,0.28517,1,13,0.29499,0.56824,1
"aspartic-type endopeptidase activity [GO:0004190]",7,0.5783,0.49505,1,0.4217,0.50505,0.87209,0.3956,0.80092,1,3,0.47756,0.80342,1,4,0.33412,0.65833,1
"proteolysis [GO:0006508]",81,0.56767,0.41096,1,0.43233,0.58914,0.94483,0.30124,0.42496,1,34,0.32886,0.43806,1,47,0.28126,0.44976,1
"sister chromatid cohesion [GO:0007062]",5,0.59724,0.54405,1,0.40276,0.45605,0.82322,0.48969,0.92441,1,1,0.21042,0.43426,1,4,0.55951,0.9699,1
"mitotic sister chromatid cohesion [GO:0007064]",8,0.70192,0.83212,1,0.29808,0.16798,0.44507,0.36413,0.73393,1,1,0.071862,0.19178,1,7,0.40588,0.87241,1
"phosphatidylinositol-3-phosphate binding [GO:0032266]",15,0.50732,0.23538,0.88255,0.49268,0.76472,1,0.32477,0.61564,1,7,0.29222,0.36196,1,8,0.35326,0.77002,1
"bounding membrane of organelle [GO:0098588]",9,0.51653,0.30687,0.9445,0.48347,0.69323,1,0.33382,0.62384,1,4,0.28775,0.39316,1,5,0.37068,0.76722,1
"hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]",19,0.49008,0.15208,0.73747,0.50992,0.84802,1,0.302,0.47545,1,11,0.38004,0.70053,1,8,0.19469,0.16588,0.7713
"hydrolase activity, acting on glycosyl bonds [GO:0016798]",26,0.63157,0.77562,1,0.36843,0.22448,0.53917,0.30742,0.51775,1,9,0.3797,0.68273,1,17,0.26916,0.41356,1
"polysaccharide catabolic process [GO:0000272]",6,0.61834,0.59544,1,0.38166,0.40466,0.7713,0.23042,0.25817,0.93136,2,0.20066,0.30047,1,4,0.2453,0.41406,1
"carbohydrate metabolic process [GO:0005975]",40,0.462,0.027597,0.33056,0.538,0.9725,1,0.21515,0.011399,0.24334,23,0.25143,0.073793,0.87444,17,0.16606,0.017398,0.2673
"extracellular region [GO:0005576]",25,0.40655,0.0094991,0.19006,0.59345,0.9906,1,0.29181,0.40126,1,16,0.30072,0.32117,1,9,0.27598,0.47505,1
"intracellular protein transport [GO:0006886]",88,0.74754,1,1,0.25246,9.999e-05,0.0046723,0.22708,0.0019998,0.097895,19,0.35657,0.63044,1,69,0.19142,0.00089991,0.050695
"retrograde transport, endosome to Golgi [GO:0042147]",26,0.78306,0.9983,1,0.21694,0.0017998,0.025003,0.17054,0.0030997,0.1138,4,0.14413,0.083592,0.89948,22,0.17534,0.017098,0.2673
"Golgi membrane [GO:0000139]",77,0.78636,1,1,0.21364,9.999e-05,0.0046723,0.24566,0.019598,0.30995,13,0.46212,0.93751,1,64,0.20169,0.0029997,0.13211
"GTPase activator activity [GO:0005096]",37,0.77179,0.9997,1,0.22821,0.00039996,0.012093,0.17742,0.00069993,0.044971,6,0.13975,0.029497,0.65031,31,0.18471,0.009599,0.20278
"cytoskeleton organization [GO:0007010]",21,0.76083,0.9918,1,0.23917,0.0082992,0.076641,0.26977,0.27247,0.93367,5,0.56199,0.94941,1,16,0.17845,0.042696,0.3709
"signal transduction [GO:0007165]",43,0.6396,0.87161,1,0.3604,0.12849,0.38397,0.25815,0.11459,0.67597,16,0.37832,0.72303,1,27,0.18694,0.016398,0.26394
"cellular bud [GO:0005933]",8,0.94761,0.9998,1,0.052393,0.00029997,0.0099474,0.10479,0.0059994,0.16669,0,NA,NA,NA,8,0.10479,0.010799,0.21643
"cell cortex [GO:0005938]",26,0.9024,1,1,0.097597,9.999e-05,0.0046723,0.14027,0.00029997,0.028034,1,0.28598,0.53965,1,25,0.13444,0.00049995,0.036211
"ubiquitin protein ligase binding [GO:0031625]",18,0.58084,0.50595,1,0.41916,0.49415,0.86486,0.39032,0.89931,1,6,0.328,0.48815,1,12,0.42148,0.9565,1
"ubiquitin-dependent protein catabolic process [GO:0006511]",48,0.53833,0.22328,0.87942,0.46167,0.77682,1,0.41372,0.9949,1,18,0.32051,0.41436,1,30,0.46965,0.9996,1
"protein catabolic process [GO:0030163]",10,0.66633,0.77752,1,0.33367,0.22258,0.53585,0.37593,0.79122,1,2,0.27146,0.43096,1,8,0.40204,0.88341,1
"structural constituent of nuclear pore [GO:0017056]",17,0.50705,0.21858,0.87212,0.49295,0.78152,1,0.34616,0.73313,1,8,0.32028,0.45965,1,9,0.36916,0.82552,1
"ribosomal large subunit export from nucleus [GO:0000055]",12,0.44356,0.10949,0.666,0.55644,0.89061,1,0.37,0.78862,1,8,0.44284,0.85171,1,4,0.22431,0.35376,1
"ribosomal small subunit export from nucleus [GO:0000056]",6,0.45439,0.20778,0.87182,0.54561,0.79232,1,0.20164,0.17528,0.7973,3,0.11043,0.066293,0.82942,3,0.29286,0.54675,1
"mRNA export from nucleus [GO:0006406]",15,0.64145,0.74393,1,0.35855,0.25617,0.57441,0.36413,0.79202,1,5,0.47056,0.85061,1,10,0.31092,0.63094,1
"protein import into nucleus [GO:0006606]",40,0.61161,0.72093,1,0.38839,0.27917,0.60419,0.304,0.47375,1,15,0.36962,0.68443,1,25,0.26463,0.35846,1
"mRNA transport [GO:0051028]",22,0.60771,0.64954,1,0.39229,0.35056,0.70525,0.40623,0.94921,1,8,0.47977,0.91611,1,14,0.3642,0.86251,1
"nuclear pore [GO:0005643]",27,0.53072,0.24918,0.88634,0.46928,0.75092,1,0.38126,0.91961,1,12,0.37304,0.68733,1,15,0.38784,0.92561,1
"enzyme activator activity [GO:0008047]",5,0.67919,0.72153,1,0.32081,0.27857,0.60419,0.25689,0.37586,0.99647,1,0.038172,0.09879,0.95564,4,0.31157,0.60314,1
"protein folding chaperone [GO:0044183]",16,0.47401,0.13409,0.6851,0.52599,0.86601,1,0.354,0.75132,1,10,0.44162,0.87521,1,6,0.20797,0.25307,0.88594
"cellular respiration [GO:0045333]",8,0.40381,0.091691,0.62839,0.59619,0.90841,1,0.30071,0.49505,1,5,0.28667,0.37496,1,3,0.32411,0.61704,1
