"Name","Genes (tot)","Stat (dist.dir.up)","p (dist.dir.up)","p adj (dist.dir.up)","Stat (dist.dir.dn)","p (dist.dir.dn)","p adj (dist.dir.dn)","Stat (non-dir.)","p (non-dir.)","p adj (non-dir.)","Genes (up)","Stat (mix.dir.up)","p (mix.dir.up)","p adj (mix.dir.up)","Genes (down)","Stat (mix.dir.dn)","p (mix.dir.dn)","p adj (mix.dir.dn)"
"cellular response to amino acid starvation [GO:0034198]",7,0.70788,0.82822,1,0.29212,0.17188,0.45423,0.29649,0.47935,1,2,0.49645,0.78492,1,5,0.21651,0.30837,0.97714
"positive regulation of TORC1 signaling [GO:1904263]",7,0.55502,0.43166,1,0.44498,0.56844,0.92025,0.37149,0.73483,1,3,0.39511,0.65683,1,4,0.35377,0.70973,1
"Seh1-associated complex [GO:0035859]",5,0.78247,0.90191,1,0.21753,0.09819,0.32906,0.36815,0.70693,1,1,0.83273,0.91761,1,4,0.252,0.43236,1
"site of polarized growth [GO:0030427]",10,0.8079,0.9811,1,0.1921,0.018998,0.1302,0.19731,0.09989,0.63387,1,0.06556,0.16838,1,9,0.21195,0.21018,0.8303
"proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]",52,0.47722,0.025697,0.31828,0.52278,0.9744,1,0.41962,0.9979,1,28,0.41876,0.93451,1,24,0.42062,0.9918,1
"proteasome regulatory particle [GO:0005838]",5,0.31622,0.065293,0.58367,0.68378,0.93481,1,0.26162,0.38946,0.99842,4,0.30879,0.45045,1,1,0.072935,0.23828,0.86749
"proteasome regulatory particle, lid subcomplex [GO:0008541]",14,0.52431,0.29227,0.93309,0.47569,0.70783,1,0.28313,0.38616,0.99647,8,0.41529,0.78582,1,6,0.10692,0.028997,0.36754
"GPI anchor biosynthetic process [GO:0006506]",16,0.77212,0.9866,1,0.22788,0.013499,0.10434,0.1708,0.013799,0.27279,3,0.24009,0.30227,1,13,0.15481,0.022598,0.31825
"RNA polymerase II CTD heptapeptide repeat P3 isomerase activity [GO:0140839]",17,0.4397,0.060694,0.56721,0.5603,0.93941,1,0.25185,0.20988,0.85304,10,0.26156,0.20428,1,7,0.23797,0.33947,1
"RNA polymerase II CTD heptapeptide repeat P6 isomerase activity [GO:0140840]",17,0.4397,0.060694,0.56721,0.5603,0.93941,1,0.25185,0.20988,0.85304,10,0.26156,0.20428,1,7,0.23797,0.33947,1
"90S preribosome [GO:0030686]",11,0.69841,0.86631,1,0.30159,0.13379,0.39359,0.29901,0.46605,1,2,0.16357,0.22828,1,9,0.32911,0.69753,1
"ubiquitin-protein transferase activity [GO:0004842]",17,0.45826,0.091391,0.62839,0.54174,0.90871,1,0.37992,0.86421,1,7,0.14566,0.024798,0.56874,10,0.54389,0.9972,1
"negative regulation of gluconeogenesis [GO:0045721]",6,0.59115,0.52575,1,0.40885,0.47435,0.84512,0.2775,0.41886,1,2,0.18971,0.27897,1,4,0.3214,0.62954,1
"GID complex [GO:0034657]",5,0.68352,0.72973,1,0.31648,0.27037,0.5939,0.252,0.36136,0.99647,1,0.047601,0.12639,1,4,0.3031,0.57844,1
"protein targeting to ER [GO:0045047]",7,0.77783,0.92811,1,0.22217,0.071993,0.27347,0.19173,0.12599,0.69632,1,0.11586,0.28727,1,6,0.20438,0.24128,0.86749
"amino acid transport [GO:0006865]",10,0.5973,0.56654,1,0.4027,0.43356,0.79823,0.37071,0.77622,1,5,0.56532,0.9514,1,5,0.17611,0.19888,0.82425
"actin filament organization [GO:0007015]",25,0.76292,0.9956,1,0.23708,0.0044996,0.053167,0.28403,0.35076,0.99647,5,0.52469,0.91971,1,20,0.22386,0.14129,0.75305
"DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]",13,0.5331,0.32507,0.96861,0.4669,0.67503,1,0.24328,0.20588,0.84998,6,0.25195,0.24708,1,7,0.23586,0.33197,1
"positive regulation of transcription by RNA polymerase II [GO:0045944]",67,0.60406,0.73033,1,0.39594,0.26977,0.5939,0.25398,0.049795,0.4922,24,0.24917,0.058294,0.80091,43,0.25667,0.23368,0.86163
"RNA polymerase II transcription regulator complex [GO:0090575]",5,0.41978,0.18008,0.82277,0.58022,0.82002,1,0.20422,0.21588,0.85304,3,0.20315,0.23188,1,2,0.20583,0.41126,1
"amino acid biosynthetic process [GO:0008652]",16,0.39257,0.024798,0.31828,0.60743,0.9753,1,0.1615,0.0088991,0.20792,10,0.15731,0.012899,0.39445,6,0.16849,0.13859,0.74802
"small molecule metabolic process [GO:0044281]",22,0.33167,0.0009999,0.048947,0.66833,0.9991,1,0.27674,0.31127,0.96081,15,0.22272,0.050495,0.7627,7,0.39249,0.84652,1
"iron-sulfur cluster binding [GO:0051536]",26,0.38681,0.0039996,0.12459,0.61319,0.9961,1,0.32447,0.64354,1,16,0.2672,0.16928,1,10,0.41611,0.92691,1
"protein histidyl modification to diphthamide [GO:0017183]",5,0.33387,0.077792,0.61595,0.66613,0.92231,1,0.47184,0.90291,1,4,0.46224,0.80552,1,1,0.51025,0.80212,1
"peroxidase activity [GO:0004601]",11,0.30657,0.0089991,0.19006,0.69343,0.9911,1,0.34612,0.68253,1,7,0.18228,0.064894,0.82942,4,0.63285,0.9899,1
"translation elongation factor activity [GO:0003746]",10,0.74645,0.93321,1,0.25355,0.066893,0.26247,0.29264,0.45335,1,2,0.46387,0.73783,1,8,0.24984,0.37596,1
"ribosome binding [GO:0043022]",26,0.54753,0.33787,0.97178,0.45247,0.66223,1,0.38326,0.92151,1,11,0.38346,0.71453,1,15,0.38311,0.91591,1
"translational elongation [GO:0006414]",14,0.60017,0.58464,1,0.39983,0.41546,0.77728,0.27296,0.33437,0.99146,5,0.26263,0.30297,1,9,0.2787,0.48635,1
"NAD biosynthetic process [GO:0009435]",8,0.39654,0.082992,0.62608,0.60346,0.91711,1,0.27314,0.38676,0.99647,4,0.066222,0.0076992,0.27783,4,0.48006,0.91271,1
"carboxypeptidase activity [GO:0004180]",8,0.49317,0.26187,0.89434,0.50683,0.73823,1,0.30246,0.50155,1,4,0.2888,0.39636,1,4,0.31611,0.61484,1
"fungal-type cell wall biogenesis [GO:0009272]",8,0.83468,0.9831,1,0.16532,0.016998,0.12306,0.33064,0.61514,1,0,NA,NA,NA,8,0.33064,0.70133,1
"NLS-bearing protein import into nucleus [GO:0006607]",8,0.26772,0.0079992,0.18959,0.73228,0.9921,1,0.16183,0.056494,0.52413,6,0.13151,0.022498,0.5332,2,0.2528,0.50285,1
"nuclear pore organization [GO:0006999]",5,0.50621,0.33847,0.97178,0.49379,0.66163,1,0.23361,0.30147,0.96081,2,0.057552,0.039196,0.7355,3,0.35099,0.67403,1
"nuclear pore central transport channel [GO:0044613]",6,0.18671,0.0045995,0.13907,0.81329,0.9955,1,0.36229,0.70273,1,5,0.24143,0.24448,1,1,0.9666,0.9856,1
"snoRNA binding [GO:0030515]",13,0.41834,0.061394,0.56858,0.58166,0.93871,1,0.4228,0.93491,1,8,0.39832,0.74043,1,5,0.46196,0.91841,1
"U3 snoRNA binding [GO:0034511]",9,0.48352,0.22688,0.87955,0.51648,0.77322,1,0.45593,0.93801,1,6,0.56723,0.9687,1,3,0.23334,0.40736,1
"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]",15,0.44891,0.091291,0.62839,0.55109,0.90881,1,0.45311,0.9735,1,10,0.51319,0.9677,1,5,0.33295,0.67403,1
"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]",15,0.44891,0.091291,0.62839,0.55109,0.90881,1,0.45311,0.9735,1,10,0.51319,0.9677,1,5,0.33295,0.67403,1
"box C/D methylation guide snoRNP complex [GO:0031428]",5,0.44664,0.22698,0.87955,0.55336,0.77312,1,0.62758,0.9896,1,3,0.60071,0.93381,1,2,0.66789,0.9661,1
"small-subunit processome [GO:0032040]",50,0.50131,0.071293,0.59585,0.49869,0.92881,1,0.3593,0.90981,1,26,0.38646,0.81422,1,24,0.32988,0.79242,1
"calcium ion binding [GO:0005509]",25,0.57525,0.48555,1,0.42475,0.51455,0.87448,0.34898,0.78522,1,10,0.37436,0.66963,1,15,0.33207,0.75522,1
"meiotic spindle pole body [GO:0035974]",5,0.46665,0.26087,0.89434,0.53335,0.73923,1,0.43781,0.85541,1,3,0.47592,0.80132,1,2,0.38064,0.70613,1
"mitochondrial electron transport, NADH to ubiquinone [GO:0006120]",6,0.24017,0.012499,0.21415,0.75983,0.9876,1,0.19544,0.15858,0.77236,5,0.20547,0.15558,1,1,0.1453,0.43296,1
"intra-Golgi vesicle-mediated transport [GO:0006891]",20,0.78038,0.9951,1,0.21962,0.0049995,0.057747,0.24517,0.15968,0.77236,3,0.35313,0.56284,1,17,0.22612,0.17588,0.78917
"spliceosomal tri-snRNP complex assembly [GO:0000244]",5,0.75541,0.86041,1,0.24459,0.13969,0.40336,0.48918,0.92381,1,0,NA,NA,NA,5,0.48918,0.94311,1
"pericentric heterochromatin [GO:0005721]",6,0.73594,0.84842,1,0.26406,0.15168,0.42604,0.37575,0.73683,1,1,0.54289,0.75202,1,5,0.34232,0.70133,1
"Prp19 complex [GO:0000974]",16,0.65667,0.80312,1,0.34333,0.19698,0.49854,0.49494,0.9951,1,5,0.69325,0.995,1,11,0.4048,0.92111,1
"U2-type catalytic step 2 spliceosome [GO:0071007]",8,0.65959,0.73343,1,0.34041,0.26667,0.58955,0.41831,0.87051,1,2,0.47499,0.75482,1,6,0.39942,0.85171,1
"pyridine nucleotide biosynthetic process [GO:0019363]",8,0.41903,0.11289,0.66784,0.58097,0.88721,1,0.22817,0.21838,0.85684,4,0.066222,0.0076992,0.27783,4,0.39012,0.78462,1
"peroxisome [GO:0005777]",55,0.31182,9.999e-05,0.017132,0.68818,1,1,0.26914,0.15318,0.76444,38,0.19872,0.00069993,0.073726,17,0.42656,0.9806,1
"DNA-binding transcription factor activity [GO:0003700]",31,0.45234,0.029497,0.33435,0.54766,0.9706,1,0.30292,0.47485,1,17,0.27752,0.20508,1,14,0.33377,0.76462,1
"intracellular distribution of mitochondria [GO:0048312]",5,0.92343,0.9916,1,0.076572,0.0084992,0.076641,0.15314,0.10379,0.64074,0,NA,NA,NA,5,0.15314,0.13799,0.74802
"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]",34,0.55053,0.33357,0.97141,0.44947,0.66653,1,0.35713,0.85311,1,15,0.38595,0.75592,1,19,0.33438,0.79072,1
"import into nucleus [GO:0051170]",8,0.70945,0.84962,1,0.29055,0.15048,0.425,0.33456,0.63044,1,2,0.50691,0.80082,1,6,0.2771,0.49855,1
"transcription factor TFIIIC complex [GO:0000127]",5,0.76747,0.88011,1,0.23253,0.11999,0.37153,0.25249,0.36306,0.99647,1,0.46856,0.70353,1,4,0.19847,0.28087,0.94306
"mitochondrial respiratory chain complex I assembly [GO:0032981]",12,0.40726,0.058694,0.5639,0.59274,0.94141,1,0.25873,0.28247,0.93367,7,0.20565,0.10459,0.9792,5,0.33304,0.67433,1
"nucleobase-containing compound metabolic process [GO:0006139]",13,0.45162,0.10849,0.66385,0.54838,0.89161,1,0.39033,0.86521,1,7,0.34404,0.54385,1,6,0.44434,0.91721,1
"negative regulation of transcription by RNA polymerase II [GO:0000122]",29,0.58977,0.57104,1,0.41023,0.42906,0.79329,0.28924,0.37166,0.99647,11,0.29975,0.33987,1,18,0.28282,0.48945,1
"ribosomal subunit export from nucleus [GO:0000054]",7,0.54732,0.40996,1,0.45268,0.59014,0.94496,0.30288,0.50325,1,3,0.29712,0.42976,1,4,0.3072,0.59164,1
"assembly of large subunit precursor of preribosome [GO:1902626]",6,0.50818,0.32217,0.96276,0.49182,0.67793,1,0.31778,0.56194,1,3,0.33413,0.51845,1,3,0.30142,0.56424,1
"Pwp2p-containing subcomplex of 90S preribosome [GO:0034388]",5,0.48282,0.29427,0.93399,0.51718,0.70583,1,0.60363,0.9851,1,3,0.64105,0.9591,1,2,0.5475,0.90591,1
"translational termination [GO:0006415]",6,0.64154,0.65343,1,0.35846,0.34667,0.70095,0.4723,0.92051,1,1,0.26613,0.51235,1,5,0.51354,0.9599,1
"pseudouridine synthase activity [GO:0009982]",7,0.52877,0.36096,1,0.47123,0.63914,0.99208,0.48169,0.94551,1,3,0.46244,0.77982,1,4,0.49613,0.92821,1
"pseudouridine synthesis [GO:0001522]",8,0.47294,0.21158,0.87212,0.52706,0.78852,1,0.42375,0.88151,1,4,0.36964,0.61384,1,4,0.47786,0.91131,1
"G1/S transition of mitotic cell cycle [GO:0000082]",10,0.62311,0.65003,1,0.37689,0.35006,0.70525,0.36373,0.75182,1,4,0.51242,0.88091,1,6,0.26459,0.45305,1
"nucleosome organization [GO:0034728]",5,0.80999,0.92801,1,0.19001,0.072093,0.27347,0.38002,0.73513,1,0,NA,NA,NA,5,0.38002,0.78532,1
"euchromatin [GO:0000791]",6,0.73098,0.83862,1,0.26902,0.16148,0.43846,0.37613,0.73833,1,1,0.51427,0.73473,1,5,0.34851,0.71623,1
"L-leucine biosynthetic process [GO:0009098]",5,0.3274,0.073393,0.60205,0.6726,0.92671,1,0.16255,0.11969,0.68355,3,0.014459,0.00029997,0.073726,2,0.38469,0.71203,1
"serine-type carboxypeptidase activity [GO:0004185]",5,0.41029,0.16278,0.77116,0.58971,0.83732,1,0.40503,0.79012,1,3,0.35468,0.56654,1,2,0.48057,0.84242,1
"nuclear origin of replication recognition complex [GO:0005664]",5,0.9274,0.9927,1,0.072604,0.0073993,0.073556,0.14521,0.088291,0.6029,0,NA,NA,NA,5,0.14521,0.12039,0.72404
"damaged DNA binding [GO:0003684]",13,0.72461,0.93191,1,0.27539,0.068193,0.26531,0.45084,0.9657,1,2,0.67519,0.94091,1,11,0.41005,0.92911,1
"base-excision repair [GO:0006284]",7,0.81424,0.9609,1,0.18576,0.039196,0.20558,0.32843,0.59354,1,1,0.84916,0.92331,1,6,0.24164,0.37046,1
"nucleotide-excision repair [GO:0006289]",17,0.68963,0.89941,1,0.31037,0.10069,0.3307,0.53407,0.9988,1,3,0.75442,0.9899,1,14,0.48685,0.9947,1
"UV-damage excision repair [GO:0070914]",7,0.68326,0.77392,1,0.31674,0.22618,0.54072,0.40789,0.82712,1,1,0.21042,0.43426,1,6,0.44081,0.91311,1
"mitochondrion organization [GO:0007005]",22,0.75862,0.9924,1,0.24138,0.0076992,0.073556,0.27227,0.28327,0.93367,3,0.22817,0.27837,1,19,0.27923,0.47315,1
"lipid homeostasis [GO:0055088]",7,0.85505,0.9819,1,0.14495,0.018198,0.12796,0.2899,0.45575,1,0,NA,NA,NA,7,0.2899,0.53815,1
"protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]",7,0.54382,0.40076,1,0.45618,0.59934,0.9582,0.39439,0.79762,1,2,0.093556,0.093391,0.92519,5,0.51472,0.9603,1
"protein import into mitochondrial intermembrane space [GO:0045041]",6,0.28152,0.024598,0.31828,0.71848,0.9755,1,0.37242,0.72833,1,4,0.20159,0.18708,1,2,0.71408,0.9777,1
"phospholipid binding [GO:0005543]",11,0.56256,0.44076,1,0.43744,0.55934,0.91271,0.34415,0.67543,1,4,0.27025,0.34897,1,7,0.38637,0.83152,1
"translation initiation factor binding [GO:0031369]",11,0.6043,0.59064,1,0.3957,0.40946,0.7729,0.29009,0.42516,1,4,0.31071,0.45605,1,7,0.27831,0.49655,1
"mediator complex [GO:0016592]",12,0.57729,0.49185,1,0.42271,0.50825,0.87209,0.29863,0.47855,1,4,0.1798,0.14309,1,8,0.35804,0.78422,1
"core mediator complex [GO:0070847]",5,0.59984,0.55014,1,0.40016,0.44996,0.81436,0.52727,0.9568,1,1,0.31734,0.57914,1,4,0.57975,0.9775,1
"electron transport chain [GO:0022900]",6,0.47701,0.25337,0.88969,0.52299,0.74673,1,0.35701,0.68743,1,3,0.31103,0.46175,1,3,0.40298,0.77712,1
"amino acid metabolic process [GO:0006520]",17,0.35622,0.0063994,0.16045,0.64378,0.9937,1,0.22457,0.10709,0.64758,11,0.1786,0.021098,0.52634,6,0.30885,0.60604,1
"phosphotransferase activity, alcohol group as acceptor [GO:0016773]",5,0.80565,0.92271,1,0.19435,0.077392,0.28258,0.14846,0.093291,0.60963,1,0.3994,0.65143,1,4,0.08572,0.037296,0.3709
"cellular response to nitrogen starvation [GO:0006995]",9,0.50213,0.27167,0.90886,0.49787,0.72843,1,0.29881,0.48055,1,5,0.37277,0.63594,1,4,0.20636,0.30267,0.96718
"SNARE binding [GO:0000149]",18,0.54434,0.34107,0.97237,0.45566,0.65903,1,0.31637,0.57684,1,8,0.33069,0.50195,1,10,0.30491,0.60584,1
"SNAP receptor activity [GO:0005484]",19,0.4854,0.13919,0.6879,0.5146,0.86091,1,0.30537,0.49635,1,9,0.23597,0.15128,1,10,0.36783,0.83082,1
"Golgi to vacuole transport [GO:0006896]",11,0.71102,0.88821,1,0.28898,0.11189,0.3561,0.23817,0.20428,0.84998,3,0.37703,0.61784,1,8,0.18609,0.13779,0.74802
"vesicle fusion [GO:0006906]",17,0.43862,0.059294,0.56439,0.56138,0.94081,1,0.31379,0.56234,1,9,0.23597,0.15128,1,8,0.40133,0.88241,1
"macroautophagy [GO:0016236]",14,0.5765,0.48975,1,0.4235,0.51035,0.87209,0.38823,0.86111,1,5,0.3577,0.59374,1,9,0.40518,0.90181,1
"vesicle fusion with Golgi apparatus [GO:0048280]",6,0.81519,0.94871,1,0.18481,0.051395,0.24689,0.30019,0.50045,1,1,0.79172,0.89361,1,5,0.20188,0.26637,0.9156
"ER to Golgi transport vesicle membrane [GO:0012507]",11,0.85672,0.9963,1,0.14328,0.0037996,0.045953,0.21882,0.13739,0.73612,1,0.6274,0.80742,1,10,0.17797,0.089191,0.59894
"SNARE complex [GO:0031201]",21,0.4853,0.12709,0.67449,0.5147,0.87301,1,0.28579,0.36726,0.99647,10,0.2192,0.090691,0.92446,11,0.34632,0.77322,1
"glutathione transferase activity [GO:0004364]",8,0.46419,0.19288,0.85816,0.53581,0.80722,1,0.38258,0.78552,1,4,0.31096,0.45635,1,4,0.4542,0.88471,1
"MAPK cascade [GO:0000165]",9,0.74756,0.92241,1,0.25244,0.077692,0.28258,0.43128,0.90091,1,1,0.66879,0.83602,1,8,0.40159,0.88261,1
"nucleocytoplasmic transport [GO:0006913]",11,0.48887,0.20608,0.87182,0.51113,0.79402,1,0.37843,0.80002,1,5,0.29178,0.39046,1,6,0.45064,0.92571,1
"enzyme regulator activity [GO:0030234]",9,0.32206,0.018698,0.25629,0.67794,0.9814,1,0.48455,0.9643,1,7,0.43986,0.82512,1,2,0.64098,0.9563,1
"proteasome storage granule [GO:0034515]",12,0.52746,0.31517,0.95856,0.47254,0.68493,1,0.4878,0.9832,1,5,0.45127,0.81832,1,7,0.5139,0.9802,1
"proteasome regulatory particle, base subcomplex [GO:0008540]",9,0.54631,0.39476,1,0.45369,0.60534,0.9633,0.51768,0.9814,1,3,0.41546,0.69783,1,6,0.56879,0.9896,1
"aminopeptidase activity [GO:0004177]",17,0.53567,0.31957,0.96057,0.46433,0.68053,1,0.36308,0.80462,1,8,0.39908,0.74183,1,9,0.33109,0.70463,1
"glycolytic process [GO:0006096]",12,0.34561,0.017098,0.24698,0.65439,0.983,1,0.23151,0.17348,0.79673,8,0.19204,0.069693,0.85804,4,0.31044,0.60024,1
"RNA export from nucleus [GO:0006405]",9,0.49448,0.25357,0.88969,0.50552,0.74653,1,0.43209,0.90251,1,4,0.34868,0.55844,1,5,0.49882,0.95,1
"'de novo' NAD biosynthetic process from tryptophan [GO:0034354]",6,0.49363,0.28867,0.93153,0.50637,0.71143,1,0.32494,0.58704,1,3,0.3122,0.46415,1,3,0.33768,0.64474,1
"protein phosphatase type 2A complex [GO:0000159]",6,0.81917,0.952,1,0.18083,0.048095,0.23822,0.097855,0.015498,0.2747,1,0.20856,0.43056,1,5,0.075715,0.016298,0.26394
"preribosome, small subunit precursor [GO:0030688]",13,0.36607,0.019298,0.26103,0.63393,0.9808,1,0.34481,0.70223,1,9,0.33336,0.50235,1,4,0.37058,0.74743,1
"protein homodimerization activity [GO:0042803]",7,0.31252,0.030097,0.3363,0.68748,0.97,1,0.12786,0.026197,0.36393,5,0.12702,0.037096,0.7177,2,0.12994,0.24308,0.86749
"transcription cis-regulatory region binding [GO:0000976]",13,0.44454,0.09569,0.63597,0.55546,0.90441,1,0.38233,0.84182,1,7,0.32345,0.47085,1,6,0.45103,0.92611,1
"PAM complex, Tim23 associated import motor [GO:0001405]",6,0.37861,0.09719,0.64046,0.62139,0.90291,1,0.33364,0.61514,1,4,0.31815,0.47755,1,2,0.36462,0.68433,1
"mitotic chromosome condensation [GO:0007076]",6,0.90025,0.9901,1,0.099746,0.009999,0.086378,0.19949,0.16968,0.79673,0,NA,NA,NA,6,0.19949,0.22438,0.85289
"chromosome condensation [GO:0030261]",6,0.77484,0.90351,1,0.22516,0.09659,0.32771,0.27446,0.40906,1,1,0.4724,0.70563,1,5,0.23487,0.37336,1
"condensin complex [GO:0000796]",5,0.88257,0.9755,1,0.11743,0.024598,0.15609,0.23487,0.30537,0.96081,0,NA,NA,NA,5,0.23487,0.37336,1
"ubiquitin conjugating enzyme activity [GO:0061631]",6,0.31927,0.044396,0.4539,0.68073,0.9557,1,0.30568,0.51935,1,4,0.20817,0.20038,1,2,0.5007,0.86361,1
"ubiquitin ligase complex [GO:0000151]",7,0.45717,0.19728,0.85816,0.54283,0.80282,1,0.54212,0.9831,1,3,0.36586,0.59174,1,4,0.67431,0.9948,1
"ribosomal small subunit biogenesis [GO:0042274]",21,0.56085,0.42106,1,0.43915,0.57904,0.933,0.27062,0.27587,0.93367,9,0.29105,0.33347,1,12,0.2553,0.36706,1
"ATP biosynthetic process [GO:0006754]",15,0.49479,0.19868,0.85816,0.50521,0.80142,1,0.30594,0.51225,1,7,0.24519,0.20198,1,8,0.35909,0.78702,1
"proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]",6,0.74727,0.86571,1,0.25273,0.13439,0.39359,0.36884,0.71943,1,1,0.59014,0.78002,1,5,0.32458,0.65053,1
"protein localization [GO:0008104]",16,0.60343,0.60424,1,0.39657,0.39586,0.75922,0.25167,0.21168,0.85304,6,0.27804,0.32707,1,10,0.23584,0.28497,0.94697
"nuclease activity [GO:0004518]",5,0.50499,0.33567,0.97178,0.49501,0.66443,1,0.32737,0.59524,1,3,0.44779,0.75372,1,2,0.14673,0.27947,0.94306
"mRNA catabolic process [GO:0006402]",5,0.7233,0.80272,1,0.2767,0.19738,0.49854,0.18669,0.17278,0.79673,1,0.083211,0.22028,1,4,0.21256,0.31937,0.99337
"protein targeting to vacuole [GO:0006623]",15,0.67006,0.83632,1,0.32994,0.16378,0.43846,0.34843,0.72943,1,5,0.53283,0.92691,1,10,0.25623,0.37906,1
"vacuolar transport [GO:0007034]",18,0.54935,0.36196,1,0.45065,0.63814,0.99208,0.33499,0.68083,1,9,0.43369,0.84492,1,9,0.23628,0.30327,0.96718
"protein secretion [GO:0009306]",10,0.58472,0.52185,1,0.41528,0.47825,0.85059,0.31529,0.55584,1,5,0.48473,0.87031,1,5,0.14585,0.12139,0.72404
"microautophagy [GO:0016237]",5,0.45833,0.24708,0.88513,0.54167,0.75302,1,0.36012,0.68793,1,3,0.39731,0.66163,1,2,0.30434,0.59614,1
"protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]",11,0.42774,0.092391,0.62899,0.57226,0.90771,1,0.25867,0.28167,0.93367,7,0.30397,0.40366,1,4,0.17939,0.23058,0.8607
"late endosome to vacuole transport [GO:0045324]",8,0.46528,0.19508,0.85816,0.53472,0.80502,1,0.3783,0.77432,1,5,0.4471,0.81252,1,3,0.26365,0.47865,1
"clathrin adaptor activity [GO:0035615]",8,0.81321,0.9728,1,0.18679,0.027297,0.1641,0.24648,0.28507,0.93627,1,0.49158,0.72003,1,7,0.21146,0.24338,0.86749
"clathrin-dependent endocytosis [GO:0072583]",7,0.76574,0.91421,1,0.23426,0.085891,0.30379,0.22134,0.21558,0.85304,1,0.13483,0.32097,1,6,0.23575,0.35006,1
"clathrin-coated vesicle [GO:0030136]",5,0.72476,0.80552,1,0.27524,0.19458,0.49711,0.34712,0.65263,1,1,0.49158,0.72003,1,4,0.31101,0.60124,1
"cell periphery [GO:0071944]",10,0.83643,0.9899,1,0.16357,0.010199,0.086649,0.14026,0.016498,0.28267,1,0.06556,0.16838,1,9,0.14856,0.047995,0.40221
"incipient cellular bud site [GO:0000131]",8,0.73698,0.89561,1,0.26302,0.10449,0.3395,0.35743,0.71483,1,2,0.66279,0.93551,1,6,0.25565,0.41826,1
"aminoacyl-tRNA editing activity [GO:0002161]",8,0.61703,0.61524,1,0.38297,0.38486,0.75353,0.28166,0.42356,1,3,0.35429,0.56564,1,5,0.23809,0.38326,1
"aminoacyl-tRNA ligase activity [GO:0004812]",34,0.66667,0.92511,1,0.33333,0.074993,0.28034,0.36955,0.90391,1,12,0.5791,0.997,1,22,0.25526,0.29987,0.96718
"aminoacyl-tRNA metabolism involved in translational fidelity [GO:0106074]",9,0.57594,0.49285,1,0.42406,0.50725,0.87209,0.30532,0.50725,1,4,0.38936,0.66093,1,5,0.23809,0.38326,1
"protein refolding [GO:0042026]",18,0.54199,0.33157,0.97141,0.45801,0.66853,1,0.25838,0.23118,0.88346,8,0.26015,0.23768,1,10,0.25697,0.38246,1
"mitotic sister chromatid segregation [GO:0000070]",6,0.77618,0.90511,1,0.22382,0.094991,0.32442,0.38346,0.75672,1,1,0.80742,0.90381,1,5,0.29866,0.57534,1
"protein kinase binding [GO:0019901]",17,0.68992,0.90001,1,0.31008,0.10009,0.3307,0.23778,0.15178,0.76444,4,0.18746,0.15828,1,13,0.25326,0.34757,1
"autophagy of mitochondrion [GO:0000422]",8,0.89315,0.9963,1,0.10685,0.0037996,0.045953,0.21371,0.17428,0.79673,0,NA,NA,NA,8,0.21371,0.23088,0.8607
"reticulophagy [GO:0061709]",8,0.6036,0.57574,1,0.3964,0.42436,0.78836,0.3044,0.50985,1,3,0.34879,0.55124,1,5,0.27777,0.50945,1
"phagophore assembly site membrane [GO:0034045]",5,0.794,0.91381,1,0.206,0.086291,0.30379,0.27491,0.43686,1,1,0.6573,0.82432,1,4,0.17931,0.23048,0.8607
"positive regulation of transcription by RNA polymerase I [GO:0045943]",6,0.3829,0.10249,0.65227,0.6171,0.89761,1,0.36419,0.70783,1,4,0.3475,0.55564,1,2,0.39758,0.73043,1
"iron-sulfur cluster assembly [GO:0016226]",19,0.39088,0.013299,0.22216,0.60912,0.9868,1,0.31211,0.53995,1,11,0.21744,0.071193,0.86527,8,0.44228,0.94061,1
"metalloexopeptidase activity [GO:0008235]",5,0.20722,0.012199,0.21415,0.79278,0.9879,1,0.10052,0.027897,0.37261,4,0.071849,0.0094991,0.30017,1,0.2152,0.54315,1
"pyrimidine nucleotide biosynthetic process [GO:0006221]",7,0.41771,0.12919,0.67915,0.58229,0.87091,1,0.32428,0.58024,1,4,0.26473,0.33507,1,3,0.40368,0.77842,1
"fatty acyl-CoA hydrolase activity [GO:0047617]",7,0.03624,9.999e-05,0.017132,0.96376,1,1,0.07248,0.0012999,0.078604,7,0.07248,0.00049995,0.073726,0,NA,NA,NA
"protein-folding chaperone binding [GO:0051087]",19,0.45623,0.077492,0.61595,0.54377,0.92261,1,0.27381,0.30637,0.96081,11,0.29723,0.32977,1,8,0.24162,0.34137,1
"chaperone cofactor-dependent protein refolding [GO:0051085]",13,0.52393,0.29437,0.93399,0.47607,0.70573,1,0.27288,0.34037,0.99647,6,0.26413,0.28277,1,7,0.28038,0.50525,1
