UniProt_Entry	SBY145e.1	SBY145e.2	SBY145e.3	SBY145n.1	SBY145n.2	SBY145n.3	SBY147e.1	SBY147e.2	SBY147e.3	SBY147n.1	SBY147n.2	SBY147n.3	SBY148e.1	SBY148e.2	SBY148e.3	SBY148n.1	SBY148n.2	SBY148n.3	SBY160e.1	SBY160e.2	SBY160e.3	SBY160n.1	SBY160n.2	SBY160n.3
Q6CH03	0.00939180062950798	0.00707394345880185	0.00787078523815676	NA	0.002060077769258	NA	0.00969948408984711	0.00833826694018416	0.0102827732634412	NA	NA	0.00395580552545243	0.00922223863061712	0.0141263293885004	0.0196955889350304	NA	NA	NA	0.00564700740643858	0.00588769835453255	0.00624785475380407	NA	NA	NA
Q6CG57	0.0495020489249862	0.0309105920922631	0.0403189504735509	0.0108246956927019	0.0211169131425092	0.0108141660870944	0.0595539268149907	0.0485674204780673	0.0449661395035542	0.0131316380864587	0.0142527849217228	0.0210479721366482	0.121252170150955	0.11816137098558	0.283407033032248	0.0203033514031436	0.0194765956853215	0.0141174838181366	0.100421392842375	0.0700188516384557	0.0445462491977091	0.0152235471394497	0.0178825534856991	0.0155939147970142
Q6C0A1	0.0359551280657214	0.0352402988587727	0.0350615378152887	0.0135093041249214	0.0101697792555675	0.0101126754445962	0.0293327438899579	0.0313610237727822	0.0332065513026659	0.0125299183458558	0.0109958180213885	0.012988420739718	0.039855728420909	0.0404601917995079	0.0409601196447494	0.0131668950950354	0.0119809642078609	0.0142955121449276	0.0313555869866132	0.0297795971213555	0.0306139478438097	0.0132258683324691	0.0157058469940837	0.0122548652355741
Q6C0R5	0.0209281932073254	0.0215483509331473	0.0215854027203652	0.00420577202805862	0.00545553594151859	0.00503259620044784	0.0184474804568194	0.0256101120285021	0.0250982556097844	0.00341357288150997	0.00384695283562017	0.00712083047929086	0.0174308543547461	0.0161820611628534	0.0149861505429357	0.00216980635133367	0.00303547013504494	0.00343030152334128	0.0200769131660321	0.0207589400641257	0.021714940643667	0.00503838006819956	0.00298816092906449	0.00673429705997884
Q6C188	0.00662781679315287	0.00804643869669351	0.00581812760876102	NA	NA	NA	0.00345010349802972	0.00434839380272231	0.00483199101196595	NA	NA	NA	0.00382617054757453	0.00398244021370834	0.00367783476008952	NA	NA	NA	0.00125684657774571	0.00149668071957283	0.00137728461151786	NA	NA	NA
Q6C749	0.021774618820927	0.022113348993919	0.0228175583517799	0.0151914427452402	0.0123337802989337	0.0139213557219399	0.0193224884132418	0.0196973455328111	0.0207304230438431	0.0125617335067527	0.0118090993217224	0.0122339495409605	0.018832918219913	0.0206635335855345	0.0198043625149647	0.0132712384771146	0.010283307798836	0.0116210830077802	0.0231103779639097	0.0222908721331083	0.0228354442232608	0.0139083958097836	0.0146328898070038	0.0134769971930008
Q6CFD4	0.0542439112280551	0.0558152192425104	0.0471979032261251	0.0353121260824247	0.0388420973130907	0.0368867685161522	0.0404256943941582	0.0379554572573151	0.0375609478268836	0.0256586454182596	0.0337132207704924	0.0253492959620799	0.0312669115777747	0.0340919375634177	0.0311845736175922	0.0211078762719485	0.0230186550553024	0.0276706123105007	0.0392598181466815	0.0436616153666235	0.0441653854318982	0.0370897233554154	0.0223141744219325	0.0299299482297148
Q6C8T3	0.0610198274233282	0.0544385188477541	0.0616897791610236	0.0167101413171494	0.0208915871524215	0.0201723898650602	0.0693158380805044	0.0672284836189102	0.0703364989006984	0.0153444711933199	0.0149905520745852	0.0246657915072098	0.0840945207872075	0.0991639075701241	0.129865764497917	0.0153389394673393	0.0153872931832977	0.0156151057251343	0.0687338799890104	0.0653311152658244	0.0569626973246817	0.012634594263285	0.0136816118174842	0.0161090284440203
Q6C520	0.00411361583428495	0.00417748222899853	0.00482757012374501	0.0014928325644833	0.00132108121937185	0.0015417920933913	0.00354118705193979	0.00393377612075734	0.00371589023904739	0.00157627476576248	0.00160360409519911	0.00157584182017814	0.00290984150513079	0.00296527454137202	0.00305639171302141	0.00110312498997984	0.0015346157459045	0.00185097204957858	0.00314568869928545	0.00347161722268073	0.00353922833787206	0.00196039047681575	0.00188392609570252	0.00213284968963101
Q6CFS9	0.0836364613935725	0.0823989575043885	0.0893711352196036	0.0304052858809089	0.0308855223215141	0.032268358691853	0.0799995866789972	0.084963970939703	0.0821847292004583	0.0325245109928992	0.0324767712356883	0.0365477572952497	0.0834277539323973	0.0750981773332148	0.0745196885424634	0.0277959298997726	0.0271261511469056	0.0302302572914352	0.0940249979119297	0.0906198189033885	0.096053608698353	0.0377555275769626	0.0374121304993799	0.0375402025672899
Q6CEA5	0.0181263424339446	0.0137941705400824	0.0132033621006071	0.00885131681798624	0.0100700935922117	0.00962463478010832	0.00974959643965478	0.0111498108631716	0.0103102584204665	0.0107395049376536	0.00874164849741407	0.00612443291132607	0.00916338414234044	0.00655674508533103	0.00632845122093722	0.00288736365750594	0.010511451710148	0.00334552606543258	0.00732332147998595	0.00679237201803678	0.00520483456948044	0.00830847277758906	0.00661228927420179	0.00841137456166705
Q6C9T3	0.0170196483596664	0.0183354410515248	0.0183536120292546	0.0124785891556428	0.0152775464833951	0.00892954826171143	0.0134768662812153	0.0191926354016702	0.0153866866088283	0.0106447106391119	0.00804470593913659	0.00746708279832262	0.0123811082430741	0.0141074159213771	0.0170104153990451	0.00504166371905223	0.00966662027149637	0.00970461798443942	0.0146151875087859	0.0147333860919014	0.0169961126272069	0.00925104868113429	0.0112947039746386	0.00884079907053596
Q6C3P1	0.00182621009645259	0.00101580259534227	0.00100360545386459	NA	NA	0.00113977756518915	0.00235768530965064	0.00261739674147861	NA	NA	0.00133257422953221	0.00213689568839028	0.00232456410541561	0.00144809944194643	0.00185698797313446	NA	NA	0.000576616330671797	0.000198019013036614	0.00506343104270842	0.00109740715742603	NA	NA	NA
Q6CF02	0.00139459075662319	0.0012164770995159	0.00106675688690184	0.00278650776720282	NA	0.000872007247371743	0.000830585367706985	0.0012721461979859	0.000777882603703092	0.000544377143208158	0.000884236078435146	0.000638157705663009	0.00108719185600187	NA	0.000863964439982104	0.00128924354854085	0.000830516219433666	0.00124585975675334	0.000883683259107109	0.00107842153755844	0.000931031701873953	NA	0.00130792067787357	0.000707695665486774
Q6C3V7	0.0106965054072869	0.0101071962980682	0.0108139449787751	0.00880929386716966	0.00427377247605708	0.00653816577808275	0.00837434721850262	0.00905006597705203	0.00930371204414543	0.00629625311230908	0.00575330566232345	0.00520350654605803	0.00918453957192297	0.0097342049409552	0.00890142611534819	0.00598618094632288	0.00669500963483808	0.00651990487883395	0.0103332731775851	0.00918651921698256	0.0102207954315792	0.0076839855547664	0.00678378190291197	0.00667434706739393
Q6C4K6	0.00570200054696557	0.00453334482752999	0.00625583631690507	NA	NA	0.00350743305025413	0.00838927006533569	0.0108448345043749	0.0109437474419178	0.00374101183243704	0.00190603122677467	0.00310715277570225	0.00701219088810961	0.0069171582449728	0.00616299207415215	0.0130398969891366	0.00678460299511605	0.00496204108299796	0.00541143854977136	0.00687027053419214	0.0061296977585037	NA	0.00721563369271885	0.00489456831607876
F2Z6J3	0.00305093247291182	0.00217765708911512	0.00198417493374548	0.00438929720652003	0.00162214165246102	0.00493388587557538	0.00237029284944971	0.00206299940509834	0.00199031549089929	0.00268030592574127	0.00273685472702381	0.00258263830533895	0.0046719149112474	0.00424709979659482	0.00261469072289497	0.00527023282357877	0.00690879656793647	0.00777578832206904	0.00352769062910441	0.0036038984675295	0.00307342751357433	0.0103271084866648	0.00738000489376475	0.00769682639572456
F2Z6H3	0.00794429939280305	0.0081378040953261	0.00669293484628508	NA	NA	0.00693461855366334	0.00604181868146091	0.00628085719943695	0.00881392451250656	0.0117041255085444	0.00616828793211407	0.00529664016937136	0.0108346642198378	0.0077840007548314	0.00916003690136958	0.0140801001762128	0.0110048165982725	0.0111483570829749	0.0062534668303134	0.00684173861068347	0.00867141299296969	0.0207576379839828	0.0177492493992326	0.0121918462506082
Q6CG88	0.0115043479564253	0.0115534972379268	0.0137524660834084	0.00326760149687913	0.00470985022928762	0.00375713413381832	0.0118233997643925	0.0123971392146648	0.0123051249078444	0.00395808567339001	0.0029907787697101	0.00494404148753363	0.0120076231690706	0.0106311715260748	0.00992678113900564	NA	0.00152137191269722	0.00111061948056127	0.0133283206076578	0.0128989512975997	0.0138618845799866	0.00540700947337695	0.00433315125872297	0.00489355894287792
Q6CD41	0.0248627083186659	0.0263319956700825	0.0301877671196042	0.0125315443716742	0.0109176072280774	0.0107483581184508	0.0254449287085402	0.0274365330705379	0.0279841452813728	0.0119584016207801	0.0108848434731863	0.0114879258835362	0.0250488638133108	0.0253760761268553	0.0249387036510378	0.0073552275196293	0.0104372764279743	0.00801771148439775	0.0264142394388037	0.0265010889348906	0.029338243323279	0.0208471138224773	0.018382898945297	0.0157461685332615
Q6CA53	0.0198801590124572	0.016301772146237	0.0163491801116012	0.0121734643469718	0.014754108745973	0.0110961987339024	0.0219326600575449	0.0169680265340466	0.0148679221539897	0.0133940043569259	0.0112110102697382	0.00926001542106722	0.0184020048330153	0.0196701375492047	0.0231083179026477	0.00748904523004152	0.0085141589850391	0.00781192202840073	0.0176027238530927	0.0150050340782669	0.0133776685370549	0.00777089932667529	0.00708065594032105	0.00698604167380121
Q6CEE1	0.0258009994204724	0.0258587754838541	0.0229161443960525	0.0141452140596599	0.0137634210850009	0.0171247827931264	0.0203698135392054	0.0205573389238645	0.0215177446012488	0.0127122484933195	0.0147184183388573	0.0121950056021243	0.0178259372794529	0.0182310515734919	0.0186441404407088	0.0103664384310141	0.00960589036820772	0.01214121046763	0.0234878009108973	0.0225997595654738	0.0250549353473858	0.014808659123098	0.0163770495440304	0.0169550778076182
Q6C846	0.0558751148899076	0.0590162658316105	0.0603843458050867	0.0272038646280612	0.0253249902854133	0.0238030503613696	0.0596460437919	0.0635253017513412	0.0694080621330308	0.0235459691100188	0.0247105932631107	0.0268071291094991	0.0603304725939531	0.0653865035003364	0.0678098694306182	0.0248159301941158	0.0231620911167204	0.0273319627629828	0.0766568209439096	0.0789190885640918	0.0813769351208923	0.0365670150731938	0.0378793972889288	0.0389095748719743
Q6C1X5	0.0597122466571735	0.0613819658693723	0.0674881517291896	0.02279682065234	0.0217934895347954	0.0225325620746298	0.05911687557066	0.0644900341882759	0.0640113749032662	0.0226609927514023	0.0233513771448634	0.0252169245823729	0.0811815909927768	0.0781348607524478	0.0720525060068087	0.0195987373866211	0.0232155678096204	0.0248863071581871	0.0874041920719879	0.0861907415167959	0.0900541607690216	0.0255171057975916	0.0225567252171289	0.0248518667322088
Q6C061	0.0148380868602846	0.0168343064346606	0.0172605624098462	0.0153002569892277	0.0136536612368515	0.011980788417709	0.0159203730046135	0.0172641618410745	0.018207024880336	0.0139307694719074	0.0124815643073179	0.0108591170656982	0.0201528020243822	0.0188196911061042	0.0200396195880165	0.0159311287504821	0.0162124892950714	0.0153640384848306	0.0237127331741336	0.0235387953286376	0.0244735901389018	0.0156738851756907	0.0154296508977498	0.0153983504255501
Q6C982	0.00529883166029457	0.00437330866070163	0.00434085525354641	0.00453870981053022	0.00457506821196762	0.0039808050778739	0.00478655935694391	0.00407452744002439	0.00430286072017662	0.00477987641931787	0.00378146007851709	0.00305215174258202	0.00466126462833011	0.00403621403929409	0.00360918222923604	0.00120415236910074	0.00378456297277083	0.00297206776856615	0.00454938121892904	0.00448381783013671	0.00421040310447691	0.00432233054476237	0.0035777768663283	0.00430565798633037
Q6CCY2	0.0333280832182339	0.0334087149998476	0.0386672846668	0.0162393403126157	0.0176235570508088	0.017256084385053	0.0390909413110292	0.040987858917246	0.0398724611399979	0.015467598714748	0.0156873606770469	0.0177026268009867	0.0385727465686961	0.0368404719562478	0.035677243803793	0.0136060284189655	0.0143741455563263	0.0159601132224671	0.0399012770147951	0.0381030801951306	0.0395018683518973	0.0179341876159918	0.0147517526602975	0.0163006404675868
Q6CI62	0.0126276286077619	0.0138430102154659	0.0151030099044777	0.0075698941312604	0.00934500171466958	0.00796712441425653	0.017434002324541	0.0175119332748954	0.0192116353979854	0.00759998197623122	0.0066145056827265	0.00653889284397428	0.0151212473570717	0.0177896203030516	0.0175264951805505	0.00371749539047226	0.0079635435965827	0.00632570855332795	0.0157358966373439	0.0148193300373029	0.016139711053082	0.00843568571964567	0.00702984975057061	0.00877545854936353
Q6C7U0	0.000370471885595433	0.000359201176151635	NA	NA	NA	NA	0.000167450740321487	NA	0.000111682723374054	NA	NA	NA	NA	NA	0.000156238330335245	NA	NA	NA	NA	0.000177940630353045	0.000383186130979323	NA	NA	NA
Q6CFR0	0.000951463619713364	0.000783273917646238	0.000810593168525467	0.0011390475016118	0.001375185661596	0.00137792217203591	0.000682297200192981	0.000821491351669773	0.000795494818818531	0.00112852053679307	0.00128388837485561	0.00097877884348556	0.000534638301849167	0.000465599234754884	0.000610868020687183	0.000857883703930187	0.000903551302245397	0.000997001752734722	0.00121327284921313	0.000943011179808172	0.00101834990353246	0.0011024159208701	0.00127064349114679	0.00121321302119212
Q6C315	0.00150818756847103	0.00171237027581665	0.000884000545805343	0.00210020327720849	0.00257601949489579	0.00134140899079291	NA	NA	NA	0.00215918499467641	0.00161736238572551	0.00126017736310693	NA	NA	NA	0.00151307015925852	0.00186867525797404	0.00142989730200111	0.00157004696316144	0.000805711997114649	0.00106170502072127	0.002076567370002	0.00288125391841659	0.00199556139746294
Q6C2N7	0.00399010606838406	0.00411423943078881	0.0103059679965183	0.00894426722962517	0.00541631428997724	0.00658267002261911	NA	0.0102760500449395	NA	0.0071146162483188	0.00627632241336571	0.00369888153109467	NA	NA	NA	0.00753365989843571	0.00577988569953025	0.00655032600862923	0.00363490766762397	0.00301281164829269	0.00524969369942783	0.00634310153490001	0.00667043096921382	0.00632619844817563
Q6C0L6	NA	NA	NA	0.00207000163904136	NA	0.00110711195179779	NA	NA	NA	0.00134857087345849	0.00061096502365574	0.000732077822248714	NA	NA	NA	0.00288228968304318	0.00110862750033866	0.000618698746151746	NA	NA	NA	NA	NA	0.000466010687528085
Q6C044	0.0178010348052366	0.00535949900999095	NA	0.012697385326859	0.0121961793531606	0.0120346275107181	NA	NA	NA	0.0137085444739928	0.0105071390985342	0.00723592983846235	NA	0.0256436704700754	0.0405048305002336	0.0137396613719886	0.0102824462290205	0.0107990084461369	0.0156659640710001	NA	0.0127295872275786	0.00750661422957762	0.00793175584307207	0.00790819744873687
Q6C6M0	0.00248361250649038	0.00156956821978761	0.00161351611066064	0.00189772633327389	0.00348871853662796	0.00300169783948891	0.0010650924434406	0.00152391009827961	0.00164255875627822	0.00391145334964735	0.00273661370909955	0.00184977090732018	0.00157894692308803	0.000746477848785063	0.000629845197684923	0.00182950846530348	0.00240239751761345	0.0023281126692917	0.00155285566285261	0.0013194814463133	0.00183133447889287	0.00298859506405187	0.00243086590022684	0.00257066886062821
Q6CD56	0.00378917725824855	0.0021179958133927	0.00135996755424791	0.0063861136785674	0.00801596145609908	0.00541144787564427	0.000979748918111664	0.0011315837369474	NA	0.00765650284152707	0.00647376071901366	0.00392373342369769	NA	0.00039870497462117	0.00064799774279902	0.0042467882012928	0.00508662404021871	0.0050064284881092	0.00129879085642787	0.00115229092890486	0.000862460663061484	0.00681078156059099	0.00457164584465409	0.00507028386505149
Q6C8M8	0.0135787407557132	0.0137052787249934	0.0149005538774777	0.0223338754340208	0.0201251556208299	0.0229143588387156	0.00871555801887791	0.0104639165139799	0.00934762591192969	0.0175114397364916	0.0171003789548611	0.0122775892878909	0.0155259418576796	0.0150430606030515	0.0156439240932684	0.0169010312369013	0.0174115562414726	0.0184349287994903	0.0172345597515372	0.0169844617833	0.0190707199714915	0.0103842300683089	0.0119998706404708	0.0133010517091875
Q6CBS9	0.00357858540560569	0.00201501496649122	0.00194893265428743	0.00352759897359546	0.00494229143508159	0.00276865359323531	0.00281114091101368	0.0020944920702995	0.00213897390256502	0.00260561743080645	0.00245766407119202	0.00232738807847282	0.00267738478395059	0.00308635797114594	0.00289287631274503	0.002534909934886	0.00214758841151374	0.0019757817312497	0.00291664670114893	0.00333160584588863	0.00217773557763335	0.00206491976916345	0.00269798352220264	0.00273825838849199
Q6C4Q9	0.00781380151329574	0.00890593094773225	0.0083384573436035	0.00652714365258396	0.00612332831860493	0.00512246406794689	0.00539890657110819	0.0059249530998529	0.00579945186848203	0.00713649829002226	0.00595432610050958	0.0046709214099474	0.00566970854745619	0.00721560440085678	0.0079818990744486	0.00950288187993048	0.00872836624772281	0.00998902703907625	0.00955084408672875	0.0104861177136771	0.0106062425018305	0.00702890175828727	0.0080868363504216	0.00722015710814943
Q6CH28	0.00456735796016833	0.00416909131596201	0.00342095465091536	0.00718905869670147	0.00720779323924382	0.00592416356868457	0.00303907457718462	0.00282548819813106	0.00356614592147338	0.00706386446111131	0.00561003107851948	0.00470398090459167	0.00267282594060762	0.00335444503116796	0.00377296715339039	0.00547667623937084	0.00526093359733466	0.00671297037500389	0.00305457170656413	0.00432999436806999	0.00425611425144914	0.00729119288333172	0.00679885235239174	0.0065612168040583
Q6C4Q6	0.000743053774122425	NA	NA	0.00031144036154972	0.000775727779649581	0.000922531554314259	NA	NA	NA	0.000315918486945583	0.000619538176826002	0.000663505639909668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000959853336124084
Q6CBC3	0.00308992691144174	NA	NA	0.00469213826690832	0.00456950683552435	0.0054959103036854	NA	NA	NA	0.00513056379325436	0.00421660145396446	0.00231758915077874	NA	NA	NA	0.00324639865806016	0.00338557748641747	0.0047231781202351	NA	NA	NA	0.00488100751172806	0.00407718686931666	0.00389107194120978
Q6C794	0.0133304711738328	0.00892494805561016	0.00731146462593146	0.0396868804977421	0.0458221332051062	0.0384668917655797	0.00700758806383909	0.0091612545789865	0.00841689971055543	0.0372073164784121	0.0397892460654766	0.0243885484281458	0.00486511045715681	NA	0.00204685646801471	0.0320398010888182	0.0236803507410059	0.0279247248116468	0.00942873319389973	0.0178117052602204	0.00826385421998778	0.0230638705103434	0.0321913036701179	0.0276927670405681
Q6C2F5	0.00144629214691809	NA	NA	0.0010398264306043	0.0006991579162346	0.0017153561028679	NA	NA	0.000678756894041281	0.00072509690759222	0.00154350667790911	0.00081168864746002	NA	NA	NA	NA	0.000608661470338703	0.00114960717639916	NA	NA	NA	0.000597680423498173	NA	0.00163653421950968
Q6C6N0	0.00870878186233366	0.00799797571083009	0.00949948175774315	0.00421023952672827	0.00457359991473492	0.00429861715848652	0.00787681089912471	0.00825903912833276	0.00808145873303663	0.00408438579588787	0.00359462355927849	0.00429146011618433	0.00902995972316528	0.00707579477699504	0.00754726419197175	0.00261118974520562	0.00241319173518653	0.00274766513150849	0.0100593194800697	0.00872526948850871	0.00872353594628393	0.00582635473943201	0.00486685115368381	0.00508447509389182
Q6C326	1.36225435585988	1.36270923004482	1.32860343956387	0.553704489033617	0.505225241637331	0.635892310168358	1.26052328612733	1.31622960199821	1.28477626739123	0.525907858788749	0.581445066402473	0.610265609911269	1.15978209886632	1.11775834101662	1.10122564973955	0.375788208633021	0.406887658574351	0.428292847717177	1.2944601769764	1.35778314586379	1.34264420598627	0.573432388958362	0.517601052231101	0.573351433538053
Q6C9E6	0.482684957287962	0.389310696964578	0.408313539890347	0.2101138612262	0.198768490759645	0.236183097974462	0.672331108802037	0.427120694647886	0.395138339851227	0.238011406757733	0.222947577999425	0.295812702287139	0.641090984620571	0.662388553808391	0.681724743633644	0.18313705299368	0.19382438841906	0.154641115424887	0.743682295325012	0.651177765841452	0.579513082771949	0.24552211692973	0.234570216091068	0.20459022799732
Q6C8S0	0.0125709082092323	0.0121309140948679	0.0158329094438886	0.00957767402163788	0.00884812346638958	0.00947407535887663	0.0145166687642543	0.013138969378178	0.0157495095011653	0.00901154098084687	0.00825228730173446	0.00761117335117996	0.0194247098142631	0.015267546845341	0.0195613050555314	0.0132200774813872	0.00860272043831748	0.00766140764369375	0.0181707490914815	0.0171119156914971	0.0151603715247563	0.0108612133746705	0.0116746971752146	0.00772374744452102
B5FVB3	0.0992477664619194	0.09169803417185	0.0949861024565528	0.0737451467861916	0.0889475251100471	0.078917171051117	0.0890278840315894	0.0865836797190062	0.0810173312975476	0.0825056063888264	0.0706384589833502	0.0579570266617113	0.0939211567083058	0.0859899357654165	0.086048714413951	0.0823061319596964	0.0657996998431222	0.0773485932422326	0.0960135994351208	0.0977502106043132	0.0897012943558712	0.102639434203067	0.0758162426882988	0.0632333900896353
Q6CFT7	1.66105167373177	1.76560002687097	1.80047455731894	0.598956668001075	0.552639720961555	0.658857874512781	1.59731118610711	1.69816438998466	1.77823709022277	0.623935453225138	0.688541965721328	0.709389618632968	1.53710983556999	1.53222285522208	1.53825870253139	0.567416774048318	0.61507105292985	0.574647511428594	2.01607768755464	2.11023023056272	2.1013129364522	0.836428576134611	0.912917362083584	0.922181054280211
B5FVB8	0.050790544703445	0.0493351557022924	0.0559779411543552	0.0240465647280103	0.0419080725743728	0.0168187095594421	0.0669768111147308	0.0566071470268351	0.0485827411377284	0.0262863097942967	0.020780048116231	0.0229950943644311	0.0617030206858825	0.0586378664018182	0.0510725218611752	0.0225482275210382	0.0238181158247716	0.0234705054735412	0.0628346269466761	0.0511571008290225	0.0512307745234051	0.0217558154500051	0.0273515853734197	0.0266824796421666
Q6C253	0.00478330012930817	0.00427134507816817	0.00334302825452379	NA	0.0023600211730714	NA	0.00505288428703867	0.00461250260528014	0.00421161516621629	NA	0.000566797374809326	0.00139379600208715	0.00590121910765843	0.00592868447038657	0.00565491465961795	NA	NA	0.000320479251492594	0.00596404580704354	0.00468283322288837	0.00453260340504342	NA	NA	0.000801415790417471
Q6C7D6	0.00905146446725266	0.00909013445331249	0.00979983866664904	0.00247194316709782	0.00261365619215563	0.00414480761902335	0.00888803108376919	0.0105662820842976	0.0106181407391385	0.00339952292716451	0.00349349726502044	0.00440536413108301	0.00931342839407502	0.00976252232720971	0.010134534913683	0.00148026479162729	0.00342483840462121	0.00246755998871828	0.00929346178277049	0.00923671041539998	0.0108452764649401	0.0035360219116115	0.00359981943307102	0.00411436564715525
Q6C338	0.393900404002627	0.42001254001191	0.377515700967043	0.138313189518561	0.14091815530799	0.139618709882867	0.384896480690405	0.369106484266884	0.375028050269403	0.146318667328372	0.146743007038203	0.162504107452374	0.348771933255492	0.372850322776666	0.362615084728903	0.147985629709776	0.139154481642441	0.145293556999434	0.499514665045198	0.497513336058365	0.489557022835145	0.197399765235901	0.22232006047146	0.210399411087402
Q6C105	0.28518776030899	0.247730866561817	0.238862744186503	0.0950211074584524	0.0940967075083497	0.111128036044684	0.248635928952259	0.235163101776039	0.224440066603249	0.0931010496079867	0.0916378841900374	0.122384062326027	0.231938711647583	0.214057970575614	0.217171511140818	0.0685754617027237	0.0688633954901142	0.0714430972402679	0.244188490714708	0.218628783389095	0.207319217797469	0.101433173367716	0.095837964557839	0.10282636649318
