Rxn name	Formula	Gene-reaction association	LB	UB	Objective
usage_prot_Q6CCP6	prot_Q6CCP6[c] => prot_pool[c] 	YALI0C07678g	-1000.00	  0.00	  0.00
usage_prot_Q6CCQ8	prot_Q6CCQ8[c] => prot_pool[c] 	YALI0C07414g	-1000.00	  0.00	  0.00
usage_prot_Q6CCR8	prot_Q6CCR8[c] => prot_pool[c] 	YALI0C07128g	-1000.00	  0.00	  0.00
usage_prot_Q6CCS2	prot_Q6CCS2[c] => prot_pool[c] 	YALI0C06996g	-1000.00	  0.00	  0.00
usage_prot_Q6CCS4	prot_Q6CCS4[c] => prot_pool[c] 	YALI0C06952g	-1000.00	  0.00	  0.00
usage_prot_Q6CCS5	prot_Q6CCS5[c] => prot_pool[c] 	YALI0C06930g	-1000.00	  0.00	  0.00
usage_prot_Q6CCT2	prot_Q6CCT2[c] => prot_pool[c] 	YALI0C06776g	-1000.00	  0.00	  0.00
usage_prot_Q6CCU3	prot_Q6CCU3[c] => prot_pool[c] 	YALI0C06490g	-1000.00	  0.00	  0.00
usage_prot_Q6CCU5	prot_Q6CCU5[c] => prot_pool[c] 	YALI0C06446g	-1000.00	  0.00	  0.00
usage_prot_Q6CCU6	prot_Q6CCU6[c] => prot_pool[c] 	YALI0C06424g	-1000.00	  0.00	  0.00
usage_prot_Q6CCU7	prot_Q6CCU7[c] => prot_pool[c] 	YALI0C06369g	-1000.00	  0.00	  0.00
usage_prot_Q6CCV0	prot_Q6CCV0[c] => prot_pool[c] 	YALI0C06303g	-1000.00	  0.00	  0.00
usage_prot_Q6CCV1	prot_Q6CCV1[c] => prot_pool[c] 	YALI0C06281g	-1000.00	  0.00	  0.00
usage_prot_Q6CCV6	prot_Q6CCV6[c] => prot_pool[c] 	YALI0C06171g	-1000.00	  0.00	  0.00
usage_prot_Q6CCW0	prot_Q6CCW0[c] => prot_pool[c] 	YALI0C06083g	-1000.00	  0.00	  0.00
usage_prot_Q6CCW6	prot_Q6CCW6[c] => prot_pool[c] 	YALI0C05951g	-1000.00	  0.00	  0.00
usage_prot_Q6CCX5	prot_Q6CCX5[c] => prot_pool[c] 	YALI0C05753g	-1000.00	  0.00	  0.00
usage_prot_Q6CCX7	prot_Q6CCX7[c] => prot_pool[c] 	YALI0C05709g	-1000.00	  0.00	  0.00
usage_prot_Q6CCY8	prot_Q6CCY8[c] => prot_pool[c] 	YALI0C05467g	-1000.00	  0.00	  0.00
usage_prot_Q6CCZ6	prot_Q6CCZ6[c] => prot_pool[c] 	YALI0C05258g	-1000.00	  0.00	  0.00
usage_prot_Q6CD11	prot_Q6CD11[c] => prot_pool[c] 	YALI0C04730g	-1000.00	  0.00	  0.00
usage_prot_Q6CD18	prot_Q6CD18[c] => prot_pool[c] 	YALI0C04499g	-1000.00	  0.00	  0.00
usage_prot_Q6CD19	prot_Q6CD19[c] => prot_pool[c] 	YALI0C04477g	-1000.00	  0.00	  0.00
usage_prot_Q6CD21	prot_Q6CD21[c] => prot_pool[c] 	YALI0C04433g	-1000.00	  0.00	  0.00
usage_prot_Q6CD33	prot_Q6CD33[c] => prot_pool[c] 	YALI0C04180g	-1000.00	  0.00	  0.00
usage_prot_Q6CD37	prot_Q6CD37[c] => prot_pool[c] 	YALI0C04092g	-1000.00	  0.00	  0.00
usage_prot_Q6CD53	prot_Q6CD53[c] => prot_pool[c] 	YALI0C03674g	-1000.00	  0.00	  0.00
usage_prot_Q6CD74	prot_Q6CD74[c] => prot_pool[c] 	YALI0C03179g	-1000.00	  0.00	  0.00
usage_prot_Q6CD79	prot_Q6CD79[c] => prot_pool[c] 	YALI0C03025g	-1000.00	  0.00	  0.00
usage_prot_Q6CD80	prot_Q6CD80[c] => prot_pool[c] 	YALI0C03003g	-1000.00	  0.00	  0.00
usage_prot_Q6CD90	prot_Q6CD90[c] => prot_pool[c] 	YALI0C02783g	-1000.00	  0.00	  0.00
usage_prot_Q6CDA3	prot_Q6CDA3[c] => prot_pool[c] 	YALI0C02431g	-1000.00	  0.00	  0.00
usage_prot_Q6CDC5	prot_Q6CDC5[c] => prot_pool[c] 	YALI0C01716g	-1000.00	  0.00	  0.00
usage_prot_Q6CDD3	prot_Q6CDD3[c] => prot_pool[c] 	YALI0C01411g	-1000.00	  0.00	  0.00
usage_prot_Q6CDE7	prot_Q6CDE7[c] => prot_pool[c] 	YALI0C01111g	-1000.00	  0.00	  0.00
usage_prot_Q6CDF9	prot_Q6CDF9[c] => prot_pool[c] 	YALI0C00847g	-1000.00	  0.00	  0.00
usage_prot_Q6CDG3	prot_Q6CDG3[c] => prot_pool[c] 	YALI0C00759g	-1000.00	  0.00	  0.00
usage_prot_Q6CDG9	prot_Q6CDG9[c] => prot_pool[c] 	YALI0C00627g	-1000.00	  0.00	  0.00
usage_prot_Q6CDH6	prot_Q6CDH6[c] => prot_pool[c] 	YALI0C00451g	-1000.00	  0.00	  0.00
usage_prot_Q6CDI5	prot_Q6CDI5[c] => prot_pool[c] 	YALI0C00253g	-1000.00	  0.00	  0.00
usage_prot_Q6CDI7	prot_Q6CDI7[c] => prot_pool[c] 	YALI0C00209g	-1000.00	  0.00	  0.00
usage_prot_Q6CDJ6	prot_Q6CDJ6[c] => prot_pool[c] 	YALI0B23430g	-1000.00	  0.00	  0.00
usage_prot_Q6CDK2	prot_Q6CDK2[c] => prot_pool[c] 	YALI0B23298g	-1000.00	  0.00	  0.00
usage_prot_Q6CDK7	prot_Q6CDK7[c] => prot_pool[c] 	YALI0B23188g	-1000.00	  0.00	  0.00
usage_prot_Q6CDL9	prot_Q6CDL9[c] => prot_pool[c] 	YALI0B22924g	-1000.00	  0.00	  0.00
usage_prot_Q6CDM0	prot_Q6CDM0[c] => prot_pool[c] 	YALI0B22902g	-1000.00	  0.00	  0.00
usage_prot_Q6CDN0	prot_Q6CDN0[c] => prot_pool[c] 	YALI0B22682g	-1000.00	  0.00	  0.00
usage_prot_Q6CDN6	prot_Q6CDN6[c] => prot_pool[c] 	YALI0B22550g	-1000.00	  0.00	  0.00
usage_prot_Q6CDN8	prot_Q6CDN8[c] => prot_pool[c] 	YALI0B22506g	-1000.00	  0.00	  0.00
usage_prot_Q6CDQ7	prot_Q6CDQ7[c] => prot_pool[c] 	YALI0B22066g	-1000.00	  0.00	  0.00
usage_prot_Q6CDR5	prot_Q6CDR5[c] => prot_pool[c] 	YALI0B21846g	-1000.00	  0.00	  0.00
usage_prot_Q6CDR7	prot_Q6CDR7[c] => prot_pool[c] 	YALI0B21780g	-1000.00	  0.00	  0.00
usage_prot_Q6CDT1	prot_Q6CDT1[c] => prot_pool[c] 	YALI0B21428g	-1000.00	  0.00	  0.00
usage_prot_Q6CDU0	prot_Q6CDU0[c] => prot_pool[c] 	YALI0B21230g	-1000.00	  0.00	  0.00
usage_prot_Q6CDU4	prot_Q6CDU4[c] => prot_pool[c] 	YALI0B21142g	-1000.00	  0.00	  0.00
usage_prot_Q6CDX6	prot_Q6CDX6[c] => prot_pool[c] 	YALI0B20438g	-1000.00	  0.00	  0.00
usage_prot_Q6CDY7	prot_Q6CDY7[c] => prot_pool[c] 	YALI0B20196g	-1000.00	  0.00	  0.00
usage_prot_Q6CDZ1	prot_Q6CDZ1[c] => prot_pool[c] 	YALI0B20064g	-1000.00	  0.00	  0.00
usage_prot_Q6CDZ3	prot_Q6CDZ3[c] => prot_pool[c] 	YALI0B20020g	-1000.00	  0.00	  0.00
usage_prot_Q6CDZ4	prot_Q6CDZ4[c] => prot_pool[c] 	YALI0B19998g	-1000.00	  0.00	  0.00
usage_prot_Q6CDZ5	prot_Q6CDZ5[c] => prot_pool[c] 	YALI0B19976g	-1000.00	  0.00	  0.00
usage_prot_Q6CE01	prot_Q6CE01[c] => prot_pool[c] 	YALI0B19800g	-1000.00	  0.00	  0.00
usage_prot_Q6CE13	prot_Q6CE13[c] => prot_pool[c] 	YALI0B19492g	-1000.00	  0.00	  0.00
usage_prot_Q6CE16	prot_Q6CE16[c] => prot_pool[c] 	YALI0B19382g	-1000.00	  0.00	  0.00
usage_prot_Q6CE17	prot_Q6CE17[c] => prot_pool[c] 	YALI0B19360g	-1000.00	  0.00	  0.00
usage_prot_Q6CE18	prot_Q6CE18[c] => prot_pool[c] 	YALI0B19338g	-1000.00	  0.00	  0.00
usage_prot_Q6CE35	prot_Q6CE35[c] => prot_pool[c] 	YALI0B18898g	-1000.00	  0.00	  0.00
usage_prot_Q6CE40	prot_Q6CE40[c] => prot_pool[c] 	YALI0B18759g	-1000.00	  0.00	  0.00
usage_prot_Q6CE59	prot_Q6CE59[c] => prot_pool[c] 	YALI0B18348g	-1000.00	  0.00	  0.00
usage_prot_Q6CE74	prot_Q6CE74[c] => prot_pool[c] 	YALI0B17996g	-1000.00	  0.00	  0.00
usage_prot_Q6CE75	prot_Q6CE75[c] => prot_pool[c] 	YALI0B17930g	-1000.00	  0.00	  0.00
usage_prot_Q6CE78	prot_Q6CE78[c] => prot_pool[c] 	YALI0B17864g	-1000.00	  0.00	  0.00
usage_prot_Q6CE82	prot_Q6CE82[c] => prot_pool[c] 	YALI0B17776g	-1000.00	  0.00	  0.00
usage_prot_Q6CE86	prot_Q6CE86[c] => prot_pool[c] 	YALI0B17688g	-1000.00	  0.00	  0.00
usage_prot_Q6CE87	prot_Q6CE87[c] => prot_pool[c] 	YALI0B17666g	-1000.00	  0.00	  0.00
usage_prot_Q6CE88	prot_Q6CE88[c] => prot_pool[c] 	YALI0B17644g	-1000.00	  0.00	  0.00
usage_prot_Q6CE97	prot_Q6CE97[c] => prot_pool[c] 	YALI0B17402g	-1000.00	  0.00	  0.00
usage_prot_Q6CEA0	prot_Q6CEA0[c] => prot_pool[c] 	YALI0B17336g	-1000.00	  0.00	  0.00
usage_prot_Q6CEA6	prot_Q6CEA6[c] => prot_pool[c] 	YALI0B17204g	-1000.00	  0.00	  0.00
usage_prot_Q6CEA9	prot_Q6CEA9[c] => prot_pool[c] 	YALI0B17138g	-1000.00	  0.00	  0.00
usage_prot_Q6CED5	prot_Q6CED5[c] => prot_pool[c] 	YALI0B16522g	-1000.00	  0.00	  0.00
usage_prot_Q6CEE1	prot_Q6CEE1[c] => prot_pool[c] 	YALI0B16390g	-1000.00	  0.00	  0.00
usage_prot_Q6CEE3	prot_Q6CEE3[c] => prot_pool[c] 	YALI0B16324g	-1000.00	  0.00	  0.00
usage_prot_Q6CEE8	prot_Q6CEE8[c] => prot_pool[c] 	YALI0B16214g	-1000.00	  0.00	  0.00
usage_prot_Q6CEE9	prot_Q6CEE9[c] => prot_pool[c] 	YALI0B16192g	-1000.00	  0.00	  0.00
usage_prot_Q6CEF2	prot_Q6CEF2[c] => prot_pool[c] 	YALI0B16126g	-1000.00	  0.00	  0.00
usage_prot_Q6CEF3	prot_Q6CEF3[c] => prot_pool[c] 	YALI0B16104g	-1000.00	  0.00	  0.00
usage_prot_Q6CEF6	prot_Q6CEF6[c] => prot_pool[c] 	YALI0B16038g	-1000.00	  0.00	  0.00
usage_prot_Q6CEG2	prot_Q6CEG2[c] => prot_pool[c] 	YALI0B15884g	-1000.00	  0.00	  0.00
usage_prot_Q6CEH1	prot_Q6CEH1[c] => prot_pool[c] 	YALI0B15664g	-1000.00	  0.00	  0.00
usage_prot_Q6CEH4	prot_Q6CEH4[c] => prot_pool[c] 	YALI0B15598g	-1000.00	  0.00	  0.00
usage_prot_Q6CEI8	prot_Q6CEI8[c] => prot_pool[c] 	YALI0B15304g	-1000.00	  0.00	  0.00
usage_prot_Q6CEJ7	prot_Q6CEJ7[c] => prot_pool[c] 	YALI0B15125g	-1000.00	  0.00	  0.00
usage_prot_Q6CEK6	prot_Q6CEK6[c] => prot_pool[c] 	YALI0B14927g	-1000.00	  0.00	  0.00
usage_prot_Q6CEL0	prot_Q6CEL0[c] => prot_pool[c] 	YALI0B14839g	-1000.00	  0.00	  0.00
usage_prot_Q6CEL5	prot_Q6CEL5[c] => prot_pool[c] 	YALI0B14729g	-1000.00	  0.00	  0.00
usage_prot_Q6CEM0	prot_Q6CEM0[c] => prot_pool[c] 	YALI0B14619g	-1000.00	  0.00	  0.00
usage_prot_Q6CEM4	prot_Q6CEM4[c] => prot_pool[c] 	YALI0B14531g	-1000.00	  0.00	  0.00
usage_prot_Q6CEM5	prot_Q6CEM5[c] => prot_pool[c] 	YALI0B14509g	-1000.00	  0.00	  0.00
usage_prot_Q6CEM7	prot_Q6CEM7[c] => prot_pool[c] 	YALI0B14465g	-1000.00	  0.00	  0.00
usage_prot_Q6CEN0	prot_Q6CEN0[c] => prot_pool[c] 	YALI0B14399g	-1000.00	  0.00	  0.00
usage_prot_Q6CEN5	prot_Q6CEN5[c] => prot_pool[c] 	YALI0B14289g	-1000.00	  0.00	  0.00
usage_prot_Q6CEP8	prot_Q6CEP8[c] => prot_pool[c] 	YALI0B14014g	-1000.00	  0.00	  0.00
usage_prot_Q6CEQ0	prot_Q6CEQ0[c] => prot_pool[c] 	YALI0B13970g	-1000.00	  0.00	  0.00
usage_prot_Q6CEQ8	prot_Q6CEQ8[c] => prot_pool[c] 	YALI0B13794g	-1000.00	  0.00	  0.00
usage_prot_Q6CES1	prot_Q6CES1[c] => prot_pool[c] 	YALI0B13464g	-1000.00	  0.00	  0.00
usage_prot_Q6CES3	prot_Q6CES3[c] => prot_pool[c] 	YALI0B13420g	-1000.00	  0.00	  0.00
usage_prot_Q6CES4	prot_Q6CES4[c] => prot_pool[c] 	YALI0B13398g	-1000.00	  0.00	  0.00
usage_prot_Q6CET9	prot_Q6CET9[c] => prot_pool[c] 	YALI0B12980g	-1000.00	  0.00	  0.00
usage_prot_Q6CEX7	prot_Q6CEX7[c] => prot_pool[c] 	YALI0B12078g	-1000.00	  0.00	  0.00
usage_prot_Q6CF09	prot_Q6CF09[c] => prot_pool[c] 	YALI0B11286g	-1000.00	  0.00	  0.00
usage_prot_Q6CF18	prot_Q6CF18[c] => prot_pool[c] 	YALI0B11044g	-1000.00	  0.00	  0.00
usage_prot_Q6CF30	prot_Q6CF30[c] => prot_pool[c] 	YALI0B10736g	-1000.00	  0.00	  0.00
usage_prot_Q6CF43	prot_Q6CF43[c] => prot_pool[c] 	YALI0B10406g	-1000.00	  0.00	  0.00
usage_prot_Q6CF46	prot_Q6CF46[c] => prot_pool[c] 	YALI0B10340g	-1000.00	  0.00	  0.00
usage_prot_Q6CF67	prot_Q6CF67[c] => prot_pool[c] 	YALI0B09845g	-1000.00	  0.00	  0.00
usage_prot_Q6CF74	prot_Q6CF74[c] => prot_pool[c] 	YALI0B09647g	-1000.00	  0.00	  0.00
usage_prot_Q6CF75	prot_Q6CF75[c] => prot_pool[c] 	YALI0B09625g	-1000.00	  0.00	  0.00
usage_prot_Q6CF79	prot_Q6CF79[c] => prot_pool[c] 	YALI0B09537g	-1000.00	  0.00	  0.00
usage_prot_Q6CF99	prot_Q6CF99[c] => prot_pool[c] 	YALI0B08965g	-1000.00	  0.00	  0.00
usage_prot_Q6CFA0	prot_Q6CFA0[c] => prot_pool[c] 	YALI0B08943g	-1000.00	  0.00	  0.00
usage_prot_Q6CFB6	prot_Q6CFB6[c] => prot_pool[c] 	YALI0B08536g	-1000.00	  0.00	  0.00
usage_prot_Q6CFC0	prot_Q6CFC0[c] => prot_pool[c] 	YALI0B08448g	-1000.00	  0.00	  0.00
usage_prot_Q6CFC2	prot_Q6CFC2[c] => prot_pool[c] 	YALI0B08404g	-1000.00	  0.00	  0.00
usage_prot_Q6CFD2	prot_Q6CFD2[c] => prot_pool[c] 	YALI0B08184g	-1000.00	  0.00	  0.00
usage_prot_Q6CFD3	prot_Q6CFD3[c] => prot_pool[c] 	YALI0B08140g	-1000.00	  0.00	  0.00
usage_prot_Q6CFF6	prot_Q6CFF6[c] => prot_pool[c] 	YALI0B07447g	-1000.00	  0.00	  0.00
usage_prot_Q6CFG7	prot_Q6CFG7[c] => prot_pool[c] 	YALI0B07117g	-1000.00	  0.00	  0.00
usage_prot_Q6CFH4	prot_Q6CFH4[c] => prot_pool[c] 	YALI0B06941g	-1000.00	  0.00	  0.00
usage_prot_Q6CFH9	prot_Q6CFH9[c] => prot_pool[c] 	YALI0B06831g	-1000.00	  0.00	  0.00
usage_prot_Q6CFJ6	prot_Q6CFJ6[c] => prot_pool[c] 	YALI0B06391g	-1000.00	  0.00	  0.00
usage_prot_Q6CFK9	prot_Q6CFK9[c] => prot_pool[c] 	YALI0B06006g	-1000.00	  0.00	  0.00
usage_prot_Q6CFL2	prot_Q6CFL2[c] => prot_pool[c] 	YALI0B05918g	-1000.00	  0.00	  0.00
usage_prot_Q6CFN6	prot_Q6CFN6[c] => prot_pool[c] 	YALI0B05368g	-1000.00	  0.00	  0.00
usage_prot_Q6CFP4	prot_Q6CFP4[c] => prot_pool[c] 	YALI0B05126g	-1000.00	  0.00	  0.00
usage_prot_Q6CFS3	prot_Q6CFS3[c] => prot_pool[c] 	YALI0B04312g	-1000.00	  0.00	  0.00
usage_prot_Q6CFS8	prot_Q6CFS8[c] => prot_pool[c] 	YALI0B04202g	-1000.00	  0.00	  0.00
usage_prot_Q6CFS9	prot_Q6CFS9[c] => prot_pool[c] 	YALI0B04180g	-1000.00	  0.00	  0.00
usage_prot_Q6CFT7	prot_Q6CFT7[c] => prot_pool[c] 	YALI0B03982g	-1000.00	  0.00	  0.00
usage_prot_Q6CFU6	prot_Q6CFU6[c] => prot_pool[c] 	YALI0B03630g	-1000.00	  0.00	  0.00
usage_prot_Q6CFU7	prot_Q6CFU7[c] => prot_pool[c] 	YALI0B03564g	-1000.00	  0.00	  0.00
usage_prot_Q6CFV5	prot_Q6CFV5[c] => prot_pool[c] 	YALI0B03344g	-1000.00	  0.00	  0.00
usage_prot_Q6CFX1	prot_Q6CFX1[c] => prot_pool[c] 	YALI0B02852g	-1000.00	  0.00	  0.00
usage_prot_Q6CFX7	prot_Q6CFX7[c] => prot_pool[c] 	YALI0B02728g	-1000.00	  0.00	  0.00
usage_prot_Q6CFY4	prot_Q6CFY4[c] => prot_pool[c] 	YALI0B02544g	-1000.00	  0.00	  0.00
usage_prot_Q6CFY9	prot_Q6CFY9[c] => prot_pool[c] 	YALI0B02376g	-1000.00	  0.00	  0.00
usage_prot_Q6CFZ5	prot_Q6CFZ5[c] => prot_pool[c] 	YALI0B02222g	-1000.00	  0.00	  0.00
usage_prot_Q6CFZ7	prot_Q6CFZ7[c] => prot_pool[c] 	YALI0B02178g	-1000.00	  0.00	  0.00
usage_prot_Q6CG11	prot_Q6CG11[c] => prot_pool[c] 	YALI0B01826g	-1000.00	  0.00	  0.00
usage_prot_Q6CG17	prot_Q6CG17[c] => prot_pool[c] 	YALI0B01672g	-1000.00	  0.00	  0.00
usage_prot_Q6CG23	prot_Q6CG23[c] => prot_pool[c] 	YALI0B01540g	-1000.00	  0.00	  0.00
usage_prot_Q6CG29	prot_Q6CG29[c] => prot_pool[c] 	YALI0B01364g	-1000.00	  0.00	  0.00
usage_prot_Q6CG30	prot_Q6CG30[c] => prot_pool[c] 	YALI0B01342g	-1000.00	  0.00	  0.00
usage_prot_Q6CG51	prot_Q6CG51[c] => prot_pool[c] 	YALI0B00836g	-1000.00	  0.00	  0.00
usage_prot_Q6CG56	prot_Q6CG56[c] => prot_pool[c] 	YALI0B00726g	-1000.00	  0.00	  0.00
usage_prot_Q6CG57	prot_Q6CG57[c] => prot_pool[c] 	YALI0B00704g	-1000.00	  0.00	  0.00
usage_prot_Q6CG63	prot_Q6CG63[c] => prot_pool[c] 	YALI0B00572g	-1000.00	  0.00	  0.00
usage_prot_Q6CG69	prot_Q6CG69[c] => prot_pool[c] 	YALI0B00396g	-1000.00	  0.00	  0.00
usage_prot_Q6CG74	prot_Q6CG74[c] => prot_pool[c] 	YALI0B00220g	-1000.00	  0.00	  0.00
usage_prot_Q6CG81	prot_Q6CG81[c] => prot_pool[c] 	YALI0A21417g	-1000.00	  0.00	  0.00
usage_prot_Q6CG86	prot_Q6CG86[c] => prot_pool[c] 	YALI0A21307g	-1000.00	  0.00	  0.00
usage_prot_Q6CG88	prot_Q6CG88[c] => prot_pool[c] 	YALI0A21263g	-1000.00	  0.00	  0.00
usage_prot_Q6CG92	prot_Q6CG92[c] => prot_pool[c] 	YALI0A21153g	-1000.00	  0.00	  0.00
usage_prot_Q6CGA3	prot_Q6CGA3[c] => prot_pool[c] 	YALI0A20922g	-1000.00	  0.00	  0.00
usage_prot_Q6CGE0	prot_Q6CGE0[c] => prot_pool[c] 	YALI0A20108g	-1000.00	  0.00	  0.00
usage_prot_Q6CGG5	prot_Q6CGG5[c] => prot_pool[c] 	YALI0A19558g	-1000.00	  0.00	  0.00
usage_prot_Q6CGH6	prot_Q6CGH6[c] => prot_pool[c] 	YALI0A19228g	-1000.00	  0.00	  0.00
usage_prot_Q6CGH7	prot_Q6CGH7[c] => prot_pool[c] 	YALI0A19206g	-1000.00	  0.00	  0.00
usage_prot_Q6CGI2	prot_Q6CGI2[c] => prot_pool[c] 	YALI0A19096g	-1000.00	  0.00	  0.00
usage_prot_Q6CGI3	prot_Q6CGI3[c] => prot_pool[c] 	YALI0A19074g	-1000.00	  0.00	  0.00
usage_prot_Q6CGJ0	prot_Q6CGJ0[c] => prot_pool[c] 	YALI0A18920g	-1000.00	  0.00	  0.00
usage_prot_Q6CGM1	prot_Q6CGM1[c] => prot_pool[c] 	YALI0A18183g	-1000.00	  0.00	  0.00
usage_prot_Q6CGM4	prot_Q6CGM4[c] => prot_pool[c] 	YALI0A18062g	-1000.00	  0.00	  0.00
usage_prot_Q6CGP4	prot_Q6CGP4[c] => prot_pool[c] 	YALI0A17534g	-1000.00	  0.00	  0.00
usage_prot_Q6CGP7	prot_Q6CGP7[c] => prot_pool[c] 	YALI0A17468g	-1000.00	  0.00	  0.00
usage_prot_Q6CGR6	prot_Q6CGR6[c] => prot_pool[c] 	YALI0A16863g	-1000.00	  0.00	  0.00
usage_prot_Q6CGS4	prot_Q6CGS4[c] => prot_pool[c] 	YALI0A16698g	-1000.00	  0.00	  0.00
usage_prot_Q6CGT5	prot_Q6CGT5[c] => prot_pool[c] 	YALI0A16379g	-1000.00	  0.00	  0.00
usage_prot_Q6CGV1	prot_Q6CGV1[c] => prot_pool[c] 	YALI0A15972g	-1000.00	  0.00	  0.00
usage_prot_Q6CGV2	prot_Q6CGV2[c] => prot_pool[c] 	YALI0A15950g	-1000.00	  0.00	  0.00
usage_prot_Q6CGV3	prot_Q6CGV3[c] => prot_pool[c] 	YALI0A15906g	-1000.00	  0.00	  0.00
usage_prot_Q6CGW3	prot_Q6CGW3[c] => prot_pool[c] 	YALI0A15576g	-1000.00	  0.00	  0.00
usage_prot_Q6CGX5	prot_Q6CGX5[c] => prot_pool[c] 	YALI0A15147g	-1000.00	  0.00	  0.00
usage_prot_Q6CGX6	prot_Q6CGX6[c] => prot_pool[c] 	YALI0A15125g	-1000.00	  0.00	  0.00
usage_prot_Q6CGY9	prot_Q6CGY9[c] => prot_pool[c] 	YALI0A14806g	-1000.00	  0.00	  0.00
usage_prot_Q6CGZ0	prot_Q6CGZ0[c] => prot_pool[c] 	YALI0A14784g	-1000.00	  0.00	  0.00
usage_prot_Q6CH03	prot_Q6CH03[c] => prot_pool[c] 	YALI0A14498g	-1000.00	  0.00	  0.00
usage_prot_Q6CH11	prot_Q6CH11[c] => prot_pool[c] 	YALI0A14212g	-1000.00	  0.00	  0.00
usage_prot_Q6CH12	prot_Q6CH12[c] => prot_pool[c] 	YALI0A14157g	-1000.00	  0.00	  0.00
usage_prot_Q6CH25	prot_Q6CH25[c] => prot_pool[c] 	YALI0A13387g	-1000.00	  0.00	  0.00
usage_prot_Q6CH50	prot_Q6CH50[c] => prot_pool[c] 	YALI0A12353g	-1000.00	  0.00	  0.00
usage_prot_Q6CH62	prot_Q6CH62[c] => prot_pool[c] 	YALI0A12045g	-1000.00	  0.00	  0.00
usage_prot_Q6CH77	prot_Q6CH77[c] => prot_pool[c] 	YALI0A11605g	-1000.00	  0.00	  0.00
usage_prot_Q6CH91	prot_Q6CH91[c] => prot_pool[c] 	YALI0A11143g	-1000.00	  0.00	  0.00
usage_prot_Q6CHC2	prot_Q6CHC2[c] => prot_pool[c] 	YALI0A10310g	-1000.00	  0.00	  0.00
usage_prot_Q6CHD4	prot_Q6CHD4[c] => prot_pool[c] 	YALI0A10032g	-1000.00	  0.00	  0.00
usage_prot_Q6CHD8	prot_Q6CHD8[c] => prot_pool[c] 	YALI0A09900g	-1000.00	  0.00	  0.00
usage_prot_Q6CHE0	prot_Q6CHE0[c] => prot_pool[c] 	YALI0A09856g	-1000.00	  0.00	  0.00
usage_prot_Q6CHE9	prot_Q6CHE9[c] => prot_pool[c] 	YALI0A09636g	-1000.00	  0.00	  0.00
usage_prot_Q6CHF9	prot_Q6CHF9[c] => prot_pool[c] 	YALI0A09427g	-1000.00	  0.00	  0.00
usage_prot_Q6CHH7	prot_Q6CHH7[c] => prot_pool[c] 	YALI0A08734g	-1000.00	  0.00	  0.00
usage_prot_Q6CHH8	prot_Q6CHH8[c] => prot_pool[c] 	YALI0A08668g	-1000.00	  0.00	  0.00
usage_prot_Q6CHJ3	prot_Q6CHJ3[c] => prot_pool[c] 	YALI0A08217g	-1000.00	  0.00	  0.00
usage_prot_Q6CHK1	prot_Q6CHK1[c] => prot_pool[c] 	YALI0A08041g	-1000.00	  0.00	  0.00
usage_prot_Q6CHL8	prot_Q6CHL8[c] => prot_pool[c] 	YALI0A07579g	-1000.00	  0.00	  0.00
usage_prot_Q6CHM0	prot_Q6CHM0[c] => prot_pool[c] 	YALI0A07447g	-1000.00	  0.00	  0.00
usage_prot_Q6CHM5	prot_Q6CHM5[c] => prot_pool[c] 	YALI0A07142g	-1000.00	  0.00	  0.00
usage_prot_Q6CHN2	prot_Q6CHN2[c] => prot_pool[c] 	YALI0A06974g	-1000.00	  0.00	  0.00
usage_prot_Q6CHP1	prot_Q6CHP1[c] => prot_pool[c] 	YALI0A06787g	-1000.00	  0.00	  0.00
usage_prot_Q6CHP7	prot_Q6CHP7[c] => prot_pool[c] 	YALI0A06655g	-1000.00	  0.00	  0.00
usage_prot_Q6CHQ0	prot_Q6CHQ0[c] => prot_pool[c] 	YALI0A06589g	-1000.00	  0.00	  0.00
usage_prot_Q6CHS7	prot_Q6CHS7[c] => prot_pool[c] 	YALI0A05379g	-1000.00	  0.00	  0.00
usage_prot_Q6CHU1	prot_Q6CHU1[c] => prot_pool[c] 	YALI0A04983g	-1000.00	  0.00	  0.00
usage_prot_Q6CHV1	prot_Q6CHV1[c] => prot_pool[c] 	YALI0A04675g	-1000.00	  0.00	  0.00
usage_prot_Q6CHZ3	prot_Q6CHZ3[c] => prot_pool[c] 	YALI0A03135g	-1000.00	  0.00	  0.00
usage_prot_Q6CI02	prot_Q6CI02[c] => prot_pool[c] 	YALI0A02915g	-1000.00	  0.00	  0.00
usage_prot_Q6CI15	prot_Q6CI15[c] => prot_pool[c] 	YALI0A02541g	-1000.00	  0.00	  0.00
usage_prot_Q6CI19	prot_Q6CI19[c] => prot_pool[c] 	YALI0A02453g	-1000.00	  0.00	  0.00
usage_prot_Q6CI26	prot_Q6CI26[c] => prot_pool[c] 	YALI0A02310g	-1000.00	  0.00	  0.00
usage_prot_Q6CI29	prot_Q6CI29[c] => prot_pool[c] 	YALI0A02244g	-1000.00	  0.00	  0.00
usage_prot_Q6CI42	prot_Q6CI42[c] => prot_pool[c] 	YALI0A01958g	-1000.00	  0.00	  0.00
usage_prot_Q6CI67	prot_Q6CI67[c] => prot_pool[c] 	YALI0A01133g	-1000.00	  0.00	  0.00
usage_prot_Q6CI68	prot_Q6CI68[c] => prot_pool[c] 	YALI0A01111g	-1000.00	  0.00	  0.00
