rxn_IDs	rxnNames	slope	grRules	rxn_formula
1054	triose-phosphate isomerase	3.33913439486719	YALI0F05214g	dihydroxyacetone phosphate[c] <=> glyceraldehyde 3-phosphate[c]
449	fructose-bisphosphatase	3.27327885983434	YALI0A15972g	H2O[c] + D-fructose 1,6-bisphosphate[c] => D-fructose 6-phosphate[c] + phosphate[c]
450	fructose-bisphosphate aldolase	3.27327885983434	YALI0E26004g	D-fructose 1,6-bisphosphate[c] <=> dihydroxyacetone phosphate[c] + glyceraldehyde 3-phosphate[c]
811	nucleoside-diphosphate kinase (ATP:UDP)	2.55536040958676	YALI0F09229g	UDP[c] + ATP[c] => ADP[c] + UTP[c]
280	cis-aconitate(3-) to isocitrate	2.46103272503562	YALI0D09361g or YALI0E14949g	H2O[m] + cis-aconitate[m] <=> isocitrate[m]
302	citrate to cis-aconitate(3-)	2.46103272503562	YALI0D09361g or YALI0E14949g	citrate[m] <=> H2O[m] + cis-aconitate[m]
373	farnesyltranstransferase	1.56733281674763	YALI0D17050g	isopentenyl diphosphate[c] + farnesyl diphosphate[c] => diphosphate[c] + geranylgeranyl diphosphate[c]
PSY	phytoene synthase	1.56733281674763	CarRP	geranylgeranyl diphosphate[lp] => 2 diphosphate[lp] + phytoene[lp]
CRTI	phytoene dehydrogenase (lumped)	1.56733281674763	CarB	phytoene[lp] + 4 NAD[lp] => lycopene[lp] + 4 NADH[lp]
LYCOPC	lycopene cyclase (lumped);	1.56733281674763	CarRP	lycopene[lp] => beta-carotene[lp]
355	dimethylallyltranstransferase	1.50853512932468	YALI0E05753g	isopentenyl diphosphate[c] + prenyl diphosphate[c] => diphosphate[c] + geranyl diphosphate[c]
462	geranyltranstransferase	1.50853512932468	YALI0E05753g	isopentenyl diphosphate[c] + geranyl diphosphate[c] => diphosphate[c] + farnesyl diphosphate[c]
667	isopentenyl-diphosphate D-isomerase	1.50853512932468	YALI0F04015g	isopentenyl diphosphate[c] <=> prenyl diphosphate[c]
1084	UTP-glucose-1-phosphate uridylyltransferase	1.29449725338325	YALI0A02310g	H+_p+1[c] + UTP[c] + D-glucose 1-phosphate[c] <=> UDP-D-glucose[c] + diphosphate[c]
888	phosphoglucomutase	1.29449725338325	YALI0E02090g	D-glucose 6-phosphate[c] <=> D-glucose 1-phosphate[c]
5	1,3-beta-glucan synthase	1.28515217818466	YALI0C01411g or YALI0E21021g	UDP-D-glucose[c] => (1-3)-beta-D-glucan[en] + H+_p+1[c] + UDP[c]
1069	UDP-N-acetylglucosamine diphosphorylase	1.18292849846134	YALI0E03146g	H+_p+1[c] + UTP[c] + N-acetyl-alpha-D-glucosamine 1-phosphate[c] <=> diphosphate[c] + UDP-N-acetyl-alpha-D-glucosamine[c]
272	chitin synthase	1.18292849846134	YALI0B16324g or YALI0D25938g or YALI0D03179g or YALI0C24354g or YALI0E10417g or YALI0E22198g or YALI0F28655g	UDP-N-acetyl-alpha-D-glucosamine[c] => H+_p+1[c] + UDP[c] + chitin_H2O(C8H13NO5)n[c]
477	glutamine-fructose-6-phosphate transaminase	1.18292849846134	YALI0B21428g	L-glutamine[c] + D-fructose 6-phosphate[c] => L-glutamate[c] + alpha-D-glucosamine 6-phosphate[c]
760	N-acetylglucosamine-6-phosphate synthase	1.18292849846134	YALI0D20152g	alpha-D-glucosamine 6-phosphate[c] + acetyl-CoA[c] <=> H+_p+1[c] + coenzyme A[c] + N-acetyl-D-glucosamine 6-phosphate[c]
882	phosphoacetylglucosamine mutase	1.18292849846134	YALI0E29579g	N-acetyl-D-glucosamine 6-phosphate[c] <=> N-acetyl-alpha-D-glucosamine 1-phosphate[c]
891	phosphoglycerate dehydrogenase	1.01527435615643	YALI0F09966g	NAD[c] + 3-phosphoglycerate[c] => H+_p+1[c] + NADH[c] + 3-phospho-hydroxypyruvate[c]
917	phosphoserine phosphatase (L-serine)	1.01527435615643	YALI0B20438g	H2O[c] + 3-phospho-serine[c] => phosphate[c] + L-serine[c]
918	phosphoserine transaminase	1.01527435615643	YALI0F06468g	L-glutamate[c] + 3-phospho-hydroxypyruvate[c] => 2-oxoglutarate[c] + 3-phospho-serine[c]
148	adenylate kinase	0.99333494485432	YALI0B00704g	ATP[c] + AMP[c] => 2 ADP[c]
452	fumarase, cytoplasmic	0.854363164578879	YALI0C06776g	fumarate[c] + H2O[c] <=> (S)-malate[c]
2131	isocitrate dehydrogenase	0.794802732407386	YALI0F04095g	NADP(+)[m] + isocitrate[m] <=> NADPH[m] + 2-oxoglutarate[m] + carbon dioxide[m]
718	malic enzyme (NAD)	0.794802732407386	YALI0E18634g	NAD[m] + (S)-malate[m] => pyruvate[m] + NADH[m] + carbon dioxide[m]
502	glycine hydroxymethyltransferase	0.583719873290376	YALI0D22484g or YALI0E16346g	L-serine[c] + THF[c] <=> 5,10-methylenetetrahydrofolate[c] + L-glycine[c] + H2O[c]
352	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)	0.500383822440948	YALI0C23408g	(R)-2,3-dihydroxy-3-methylbutanoate[m] => H2O[m] + 3-methyl-2-oxobutanoate[m]
96	acetohydroxy acid isomeroreductase	0.500383822440948	YALI0D03135g	2-acetyllactic acid[m] + NADPH[m] + H+_p+1[m] => (R)-2,3-dihydroxy-3-methylbutanoate[m] + NADP(+)[m]
800	nucleoside diphosphate kinase	0.499121855439844	YALI0F09229g	ATP[c] + GDP[c] => ADP[c] + GTP[c]
732	methylenetetrahydrofolate dehydrogenase (NADP)	0.421766723135975	YALI0E01056g or YALI0F30745g	5,10-methylenetetrahydrofolate[c] + NADP(+)[c] <=> 5,10-methenyl-THF[c] + NADPH[c]
