gene_IDs	gene_names	slope	action	essentiality	rxnNames	rxnIDs
YALI0E29579g	YALI0E29579g	0.022262375046464	KD	essential	phosphoacetylglucosamine mutase; phosphoglucosamine mutase	882; 890
YALI0F28655g	YALI0F28655g	0.022262375046464	KD		chitin synthase	272
YALI0B20438g	YALI0B20438g	0.0191071721758432	KD	essential	phosphoserine phosphatase (L-serine)	917
YALI0F06468g	YALI0F06468g	0.0191071721758432	KD	essential	phosphoserine transaminase	918
YALI0F09966g	YALI0F09966g	0.0191071721758432	KD	essential	phosphoglycerate dehydrogenase	891
YALI0B00704g	YALI0B00704g	0.0185178205398547	KD	essential	adenylate kinase	148
YALI0C06776g	YALI0C06776g	0.0160788697038547	KD	essential	fumarase; fumarase, cytoplasmic	451; 452
YALI0F04095g	YALI0F04095g	0.0149579594538662	KD		isocitrate dehydrogenase; isocitrate dehydrogenase (NADP); isocitrate dehydrogenase (NADP+), peroxisomal	2131; 659; 661
YALI0E18634g	YALI0E18634g	0.0149579594538662	KD		malic enzyme (NAD); malic enzyme (NADP)	718; 719
YALI0D22484g	YALI0D22484g	0.0109854405893243	KD		glycine hydroxymethyltransferase	502; 503
YALI0E16346g	YALI0E16346g	0.0109854405893243	KD		glycine hydroxymethyltransferase	502; 503
YALI0D07986g	YALI0D07986g	0.0108667282115215	OE		diacylglycerol acyltransferase	336u; 336u_1
YALI0D27016g	YALI0D27016g	0.0108667282115215	OE		diacylglycerol pyrophosphate phosphatase	337u
YALI0E32769g	YALI0E32769g	0.0108667282115215	OE		diacylglycerol acyltransferase	336u; 336u_1
YALI0E34672g	YALI0E34672g	0.0101023618659992	KD		succinate-fumarate transport	1265
YALI0C00209g	YALI0C00209g	0.00996965468757886	OE	essential	glycerol-3-phosphate/dihydroxyacetone phosphate acyltransferase	493; 494; 495; 496
YALI0E18964g	YALI0E18964g	0.00996965468757886	OE		1-acyl-sn-gylcerol-3-phosphate acyltransferase	8u; 9u
YALI0F19514g	YALI0F19514g	0.00996965468757886	OE		1-acyl-sn-gylcerol-3-phosphate acyltransferase	8u
YALI0B13970g	YALI0B13970g	0.00994806811082603	KD	essential	glycerol-3-phosphate dehydrogenase (fad); glycerol-3-phosphate dehydrogenase (FAD)	490; G3PD
YALI0C14806g	YALI0C14806g	0.00994806811082603	KD	essential	FAD:ubiquinone oxidoreductase	yli0053
YALI0C23408g	YALI0C23408g	0.0094170800152784	KD	essential	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate); dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)	352; 353
YALI0D03135g	YALI0D03135g	0.0094170800152784	KD	essential	ketol-acid reductoisomerase (2-aceto-2-hydroxybutanoate); acetohydroxy acid isomeroreductase	669; 96
YALI0E01056g	YALI0E01056g	0.00793752875578303	KD		formate-tetrahydrofolate ligase; methenyltetrahydrifikate cyclohydrolase; methenyltetrahydrofolate cyclohydrolase; methylenetetrahydrofolate dehydrogenase (NADP)	446; 447; 724; 725; 732; 733
YALI0F30745g	YALI0F30745g	0.00793752875578303	KD		formate-tetrahydrofolate ligase; methenyltetrahydrifikate cyclohydrolase; methenyltetrahydrofolate cyclohydrolase; methylenetetrahydrofolate dehydrogenase (NADP)	446; 447; 724; 725; 732; 733
YALI0A15125g	YALI0A15125g	0.00763787949262434	KD		phosphate transport	1244
YALI0A21307g	YALI0A21307g	0.00763787949262434	KD		phosphate transport	1244
YALI0D08382g	YALI0D08382g	0.00763787949262434	KD		glycero-3-phospho-1-inositol transport; glycero-3-phosphocholine transport; phosphate transport	1169; 1170; 1244
YALI0E23859g	YALI0E23859g	0.00763787949262434	KD		phosphate transport	1244
YALI0E31064g	YALI0E31064g	0.00763787949262434	KD		phosphate transport	1244
